# Table is orginally from arglow_groups.dat in the ESO sky model
# unsure about flux conversion so provide both the oringnal fluxes and converted
# type is defined as  Type: 1: OI5577, 2: NaID, 3: OIred, 4: OH, 5: O2 (Noll+2012)
# OH (X-X), O2(b-X) with the electronic states and rotational upper levels in table
# written with make_lvm_skylines_table.ipynb 2025 June 4 (Amy Jones)
# Adapted by ksl to include all lines
    wave  flux_lvm flux_eso    trans type electronic_state rotational_upper_level
7241.420 2.681e-15   0.0909 0.993806    4               15                      7
7241.940 1.469e-15   0.0498 0.995635    4               15                      9
7242.330 5.308e-17   0.0018 0.995689    5               43                     14
7242.740 6.783e-17   0.0023 0.995347    5               43                     14
7243.460 1.356e-16   0.0046 0.778677    5               43                     13
7243.850 5.012e-17   0.0017 0.959019    5               43                     14
7244.560 1.386e-16   0.0047 0.989054    5               43                     13
7244.940 1.381e-14   0.4685 0.993121    4               15                      4
7245.639 1.739e-16   0.0059 0.857707    5               43                     13
7245.869 1.710e-16   0.0058 0.986825    5               43                     12
7246.549 2.205e-15   0.0748 0.994364    4               15                      0
7246.969 1.149e-16   0.0039 0.988943    5               43                     12
7247.599 1.208e-16   0.0041 0.994725    5               43                     12
7248.659 1.031e-16   0.0035 0.994203    5               43                     12
7249.648 1.473e-16    0.005  0.99512    5               43                     11
7250.698 1.267e-16   0.0043 0.988287    5               43                     11
7251.998 7.363e-17   0.0025 0.985701    5               43                     11
7253.147 3.843e-15   0.1305 0.941128    4               15                      3
7255.297 5.476e-16   0.0186 0.996213    4               15                      0
7255.907 8.419e-16   0.0286 0.993502    4               15                      0
7256.296 2.943e-17    0.001 0.996086    5               43                     13
7257.106 6.181e-17   0.0021 0.949866    5               43                     11
7259.136 7.356e-17   0.0025 0.985435    5               43                     11
7260.245 1.412e-16   0.0048 0.968175    5               43                     11
7261.275 2.647e-17   0.0009 0.992835    5               43                     14
7262.635 1.176e-16    0.004 0.995068    5               43                     11
7263.704 1.558e-16   0.0053 0.995065    5               43                     11
7265.414 2.940e-17    0.001 0.962801    4               15                      7
7266.434 1.264e-16   0.0043 0.995158    5               43                     12
7267.493 1.558e-16   0.0053 0.996007    5               43                     12
7268.043 3.497e-16   0.0119 0.992559    4               15                      0
7269.093 4.936e-16   0.0168  0.99592    4               15                      0
7270.563 1.439e-16   0.0049 0.994997    5               43                     12
7271.592 1.439e-16   0.0049 0.995469    5               43                     12
7273.232 2.349e-17   0.0008 0.981757    1             -999                   -999
7275.111 3.317e-15    0.113  0.99124    4               15                      1
7276.041 1.732e-16   0.0059 0.992644    5               43                     13
7276.421 2.412e-14   0.8218   0.9815    4               15                      2
7277.001 1.086e-16   0.0037 0.982185    4               13                      0
7279.290 7.042e-17   0.0024 0.995903    4               13                      0
7279.790 7.628e-17   0.0026 0.990332    5               43                     13
7280.800 9.094e-17   0.0031 0.992179    5               43                     13
7281.530 5.984e-16   0.0204 0.985201    4               15                      3
7281.680 4.194e-16   0.0143 0.994842    4               15                      3
7284.459 9.327e-15   0.3181  0.99649    4               15                      4
7284.849 3.460e-16   0.0118 0.996623    4               15                      0
7285.718 2.199e-16   0.0075 0.996367    4               14                      0
7286.028 1.319e-16   0.0045 0.996524    4               15                      0
7286.398 3.693e-16   0.0126 0.993729    4               15                      0
7289.737 2.959e-16   0.0101 0.988018    4               14                      0
7290.277 2.344e-17   0.0008 0.946306    5               43                     14
7291.007 2.168e-16   0.0074 0.978436    4               14                      0
7291.307 3.222e-17   0.0011 0.988934    5               43                     14
7291.757 9.080e-17   0.0031 0.993338    4               15                      2
7292.117 2.343e-16    0.008 0.953967    4               15                      5
7292.327 1.552e-16   0.0053 0.990279    4               15                      5
7295.796 1.508e-15   0.0515 0.994868    4               15                      6
7296.106 1.490e-15   0.0509 0.995376    4               15                      6
7303.724 6.001e-15   0.2052 0.988395    4               15                      1
7305.743 1.783e-16   0.0061 0.993941    4               15                      0
7307.073 1.812e-16   0.0062 0.996651    4               15                      0
7307.453 1.520e-16   0.0052 0.996648    4               15                      0
7310.782 5.083e-16   0.0174 0.990353    4               15                      8
7311.322 4.616e-16   0.0158 0.991609    4               15                      8
7316.290 2.062e-14   0.7065 0.996409    4               15                      2
7329.157 8.131e-15    0.279 0.995214    4               15                      3
7329.477 1.603e-16   0.0055 0.996802    4               15                     10
7330.366 1.020e-16   0.0035 0.995706    4               15                     10
7330.826 2.098e-16   0.0072 0.928525    4               15                      0
7331.566 5.244e-17   0.0018 0.996917    4               15                      2
7332.246 1.253e-16   0.0043  0.99693    4               15                      0
7332.746 1.019e-16   0.0035 0.991127    4               15                      0
7340.894 2.466e-14   0.8474 0.996563    4               15                      4
7341.723 1.426e-16   0.0049 0.995852    4               15                      4
7344.553 5.525e-17   0.0019 0.995296    4               15                      6
7344.902 3.141e-16   0.0108 0.992347    4               15                      2
7346.932 2.122e-16   0.0073 0.997096    4               14                      0
7347.862 1.541e-16   0.0053 0.995327    4               14                      0
7350.381 2.615e-17   0.0009 0.994323    5               43                     13
7350.661 2.935e-16   0.0101 0.996997    4               14                      0
7351.401 7.844e-17   0.0027 0.997155    5               43                     13
7352.111 2.527e-16   0.0087  0.99717    4               14                      0
7352.600 9.005e-17   0.0031 0.996871    5               43                     12
7353.220 3.776e-17   0.0013 0.987017    4               15                      0
7353.760 3.195e-17   0.0011 0.996303    5               43                     12
7354.310 4.647e-17   0.0016 0.996806    5               43                     12
7355.410 2.904e-17    0.001  0.99593    5               43                     12
7355.999 2.091e-16   0.0072 0.996653    4               13                      0
7356.289 7.259e-17   0.0025 0.975958    5               43                     11
7357.419 2.032e-17   0.0007 0.996556    5               43                     11
7358.029 6.676e-17   0.0023 0.996941    4               13                      0
7358.679 7.605e-15    0.262  0.99613    4               15                      5
7360.148 1.103e-16   0.0038 0.994954    4               15                      0
7360.308 5.223e-17   0.0018 0.966915    4               15                      0
7360.608 6.674e-17   0.0023 0.995633    4               13                      0
7361.648 5.513e-17   0.0019  0.99471    4               15                      0
7362.258 5.512e-17   0.0019 0.996572    4               15                      0
7363.277 4.351e-17   0.0015 0.996763    5               43                     13
7363.547 6.961e-17   0.0024 0.994697    5               43                     12
7363.917 2.320e-17   0.0008 0.994208    5               43                     11
7364.397 9.861e-17   0.0034 0.995264    5               43                     12
7364.697 4.930e-17   0.0017 0.994919    5               43                     12
7365.517 7.249e-17   0.0025 0.993809    5               43                     12
7365.717 9.859e-17   0.0034 0.987771    5               43                     11
7365.987 2.900e-17    0.001 0.995829    5               43                     11
7366.837 4.059e-17   0.0014 0.996616    5               43                     11
7367.116 4.059e-17   0.0014 0.997196    5               43                     11
7367.586 2.899e-17    0.001  0.99587    5               43                     11
7368.726 4.927e-17   0.0017 0.995914    5               43                      0
7369.266 1.067e-14    0.368 0.976598    4               15                      6
7369.496 1.082e-14   0.3733 0.993932    4               15                      6
7370.675 4.636e-17   0.0016 0.996687    5               43                     11
7373.495 3.766e-17   0.0013 0.995843    5               43                     12
7374.075 4.895e-16   0.0169 0.997058    4               15                      2
7374.564 7.241e-17   0.0025 0.996614    5               43                     12
7375.664 3.475e-17   0.0012 0.997213    5               43                     11
7377.764 4.632e-17   0.0016 0.994637    5               43                     12
7378.263 4.921e-17   0.0017 0.991536    5               43                     11
7378.833 5.210e-17   0.0018 0.996812    5               43                     12
7379.413 4.631e-17   0.0016 0.995474    5               43                     11
7382.452 8.679e-17    0.003 0.994244    5               43                     12
7383.482 1.389e-16   0.0048 0.995572    5               43                     13
7383.642 4.050e-17   0.0014 0.985143    5               43                     12
7387.311 6.939e-17   0.0024 0.997124    5               43                     12
7388.401 7.805e-17   0.0027 0.996777    5               43                     12
7390.170 2.861e-16   0.0099  0.98819    4               15                      4
7392.210 5.530e-15   0.1914  0.99707    4               15                      7
7392.640 7.223e-17   0.0025 0.994712    5               43                     13
7393.749 8.666e-17    0.003 0.996644    4               15                      0
7395.429 6.931e-17   0.0024 0.996986    4               15                      0
7398.508 4.330e-17   0.0015 0.997187    5               43                     13
7399.568 3.175e-17   0.0011 0.997134    5               43                     13
7401.697 6.077e-15   0.2106 0.997184    4               15                      8
7402.037 5.506e-15   0.1908 0.997203    4               15                      8
7411.874 1.844e-16   0.0064 0.997189    4               15                      6
7412.074 1.671e-16   0.0058 0.997165    4               15                      6
7412.664 1.671e-16   0.0058 0.997193    4               14                      0
7413.754 1.325e-16   0.0046 0.997184    4               14                      0
7416.133 2.045e-16   0.0071 0.997033    4               14                      0
7417.793 1.641e-16   0.0057 0.997135    4               14                      0
7422.861 1.870e-16   0.0065 0.996634    4               15                      2
7422.861 1.842e-16   0.0064 0.996634    4               15                      2
7429.789 3.818e-15   0.1328 0.997148    4               15                      9
7429.789 3.760e-15   0.1308 0.997148    4               15                      9
7438.257 3.239e-15   0.1128 0.997098    4               15                     10
7438.717 2.983e-15   0.1039 0.996926    4               15                     10
7439.227 7.752e-17   0.0027   0.9971    4               15                      8
7439.447 8.326e-17   0.0029 0.997068    4               15                      8
7442.216 3.731e-17   0.0013 0.996817    4               13                      0
7444.216 8.034e-17   0.0028 0.997017    4               13                      0
7447.045 4.589e-17   0.0016 0.997087    4               13                      0
7451.814 8.312e-17   0.0029 0.997044    4               18                      1
7458.352 2.320e-16   0.0081 0.996243    4               15                      4
7461.241 2.176e-16   0.0076 0.997028    4               18                      0
7462.451 7.728e-16    0.027 0.997055    4               18                     10
7463.160 1.088e-16   0.0038 0.997056    4               18                      0
7463.790 8.585e-17    0.003 0.997057    4               18                      0
7464.880 3.720e-16    0.013 0.997056    4               18                      9
7466.619 1.942e-15   0.0679 0.997047    4               18                      8
7468.249 1.373e-16   0.0048 0.997051    4               18                      0
7469.859 6.290e-17   0.0022 0.997054    4               18                      3
7470.718 8.548e-16   0.0299 0.997062    4               18                      7
7471.388 1.241e-15   0.0434 0.997067    4               15                      0
7471.588 1.135e-15   0.0397 0.997067    4               15                      0
7472.038 4.288e-17   0.0015 0.997066    4               15                     10
7473.688 3.692e-15   0.1292 0.997074    4               18                      6
7476.407 1.314e-16   0.0046 0.997082    4               18                      0
7479.026 1.628e-15    0.057 0.997095    4               15                      0
7479.616 1.562e-15   0.0547 0.996967    4               15                      0
7480.256 1.439e-15   0.0504 0.997099    4               18                      5
7483.125 1.513e-16   0.0053 0.997123    4               14                      0
7483.475 4.567e-15     0.16 0.997126    4               18                      4
7484.365 1.027e-16   0.0036 0.997127    4               14                      0
7486.334 1.455e-16   0.0051 0.997145    4               14                      0
7488.234 2.054e-16   0.0072 0.997159    4               14                      0
7493.662 1.741e-15   0.0611 0.997221    4               18                      3
7499.701 1.908e-16   0.0067 0.997291    4               15                      6
7502.260 6.548e-17   0.0023 0.997333    4               18                      0
7517.216 7.046e-16   0.0248 0.997389    4               15                      0
7517.546 6.222e-16   0.0219 0.997541    4               15                      0
7520.415 3.692e-17   0.0013 0.997584    4               18                      0
7522.664 1.542e-15   0.0543 0.997617    4               18                      1
7524.004 1.380e-14   0.4863 0.997636    4               18                      2
7524.854 9.537e-16   0.0336 0.997648    4               15                      0
7528.103 1.504e-16   0.0053 0.997694    4               18                      3
7528.373 2.043e-16   0.0072 0.997697    4               18                      3
7530.642 2.853e-15   0.1006 0.997728    4               18                      4
7530.772 2.833e-15   0.0999  0.99773    4               18                      4
7535.711 4.535e-17   0.0016 0.997797    4               13                      0
7536.131 3.968e-17   0.0014 0.997803    4               13                      0
7537.250 8.501e-17    0.003 0.997817    4               18                      5
7537.530 7.367e-17   0.0026 0.997821    4               18                      5
7540.170 6.118e-16   0.0216  0.99784    4               18                      6
7540.609 5.693e-16   0.0201 0.997856    4               18                      6
7546.558 8.208e-17   0.0029 0.997923    4               15                      8
7546.868 6.509e-17   0.0023 0.997926    4               15                      8
7550.007 3.961e-17   0.0014  0.99796    4               18                      7
7552.736 1.612e-16   0.0057 0.997988    4               18                      8
7553.526 1.386e-16   0.0049 0.997996    4               18                      8
7557.495 3.117e-15   0.1103 0.998036    4               18                      1
7558.475 9.890e-17   0.0035 0.998045    4               14                      0
7559.924 8.476e-17    0.003 0.998057    4               14                      0
7561.514 1.158e-16   0.0041 0.998071    4               14                      0
7563.623 8.754e-17   0.0031 0.998088    4               14                      0
7567.402 4.855e-16   0.0172 0.998118    4               15                      0
7567.842 4.262e-16   0.0151 0.998122    4               15                      0
7571.741 1.012e-14   0.3588 0.998148    4               18                      2
7573.670 6.909e-16   0.0245 0.998161    4               15                      0
7574.560 6.006e-16   0.0213 0.998167    4               15                      0
7586.087 3.719e-15   0.1321 0.997896    4               18                      3
7598.374 6.755e-15   0.2403  0.65517    4               18                      4
7605.122 1.825e-16   0.0065 0.608904    5               44                     13
7606.212 1.909e-16   0.0068 0.439918    5               44                     12
7607.371 1.544e-16   0.0055 0.250294    5               44                     12
7608.551 1.712e-16   0.0061 0.578455    5               44                     12
7609.831 2.554e-16   0.0091 0.589065    5               44                     12
7611.140 2.441e-16   0.0087 0.773932    5               44                     11
7612.620 7.856e-17   0.0028 0.697556    5               44                     11
7613.720 4.769e-17   0.0017 0.766836    5               44                     11
7614.050 1.038e-16   0.0037 0.833202    5               44                     11
7614.499 5.890e-17   0.0021 0.798502    5               44                     11
7615.579 1.150e-16   0.0041  0.80682    5               44                     11
7618.058 3.034e-15   0.1082 0.980433    4               18                      5
7619.708 1.009e-16   0.0036 0.824255    5               44                     11
7621.368 6.446e-17   0.0023 0.761714    5               44                     11
7622.077 4.427e-16   0.0158 0.933107    4               15                      0
7622.637 3.867e-16   0.0138 0.884628    4               15                      0
7622.977 9.246e-17   0.0033 0.566714    5               44                     11
7623.647 7.564e-17   0.0027  0.69227    5               44                     11
7623.687 9.525e-17   0.0034 0.694301    5               44                     11
7625.396 1.709e-16   0.0061 0.855219    5               44                     11
7626.166 4.761e-17   0.0017 0.850033    5               44                     11
7626.516 3.081e-16    0.011 0.379442    5               44                     11
7627.786 5.600e-16     0.02 0.628314    4               15                      0
7628.506 3.130e-15   0.1118 0.443324    4               18                      6
7628.766 4.015e-15   0.1434  0.77394    4               18                      6
7630.035 8.398e-17    0.003 0.883819    5               44                     12
7630.245 2.295e-16   0.0082 0.451798    5               44                     12
7631.685 2.631e-16   0.0094 0.640748    4               18                      2
7633.064 1.707e-16   0.0061 0.795238    5               44                     12
7634.144 1.958e-16    0.007 0.715434    5               44                     12
7637.213 1.426e-16   0.0051 0.822929    5               44                     13
7638.313 1.706e-16   0.0061 0.595083    5               44                     13
7638.993 1.370e-16   0.0049 0.840543    4               14                      0
7639.303 8.388e-17    0.003 0.459514    5               44                     13
7641.572 1.146e-16   0.0041 0.863319    5               44                     13
7641.852 1.621e-16   0.0058 0.937788    4               14                      0
7642.682 1.174e-16   0.0042 0.901605    5               44                     13
7643.781 2.124e-16   0.0076 0.530117    5               44                     14
7644.891 1.928e-16   0.0069 0.467512    5               44                     14
7646.131 6.983e-17   0.0025 0.886225    5               44                     14
7647.221 6.703e-17   0.0024 0.882858    5               44                     14
7648.480 5.027e-17   0.0018 0.843907    5               44                     14
7649.580 8.376e-17    0.003 0.785586    5               44                     14
7650.920 8.375e-17    0.003 0.930196    5               44                     14
7651.969 7.536e-17   0.0027 0.836518    5               44                     14
7653.319 2.149e-15    0.077 0.833992    4               18                      7
7655.868 4.464e-17   0.0016 0.911472    5               44                      0
7656.938 5.579e-17    0.002 0.872655    5               44                      0
7658.458 3.626e-17   0.0013 0.968631    5               44                      0
7662.186 1.854e-15   0.0665 0.988738    4               18                      8
7662.556 1.837e-15   0.0659 0.992736    4               18                      8
7672.024 1.002e-16   0.0036 0.970657    4               18                      6
7672.884 1.058e-16   0.0038 0.995293    4               16                      1
7681.391 3.364e-16   0.0121 0.997993    4               15                      0
7682.101 2.780e-16     0.01 0.997311    4               15                      0
7684.061 2.919e-16   0.0105 0.988822    5               44                      0
7684.311 1.501e-16   0.0054 0.995143    5               44                      0
7684.940 6.114e-17   0.0022 0.994318    5               44                      0
7685.290 1.278e-16   0.0046 0.997312    5               44                      0
7685.730 1.251e-16   0.0045 0.995376    5               44                      0
7686.200 8.059e-17   0.0029 0.993854    5               44                      0
7686.650 4.557e-16   0.0164 0.998098    4               15                      0
7687.900 4.806e-16   0.0173  0.99806    4               15                      0
7688.749 4.167e-17   0.0015 0.997211    1             -999                   -999
7689.359 7.222e-17   0.0026 0.985755    5               44                     14
7689.699 1.278e-16   0.0046 0.970739    5               44                     14
7690.199 1.250e-16   0.0045 0.391953    5               44                      0
7690.949 1.028e-16   0.0037 0.978708    5               44                     14
7691.519 8.331e-17    0.003 0.980264    5               44                     13
7691.908 1.472e-15    0.053 0.998211    4               18                      9
7692.728 1.083e-16   0.0039 0.970288    5               44                     13
7693.538 1.222e-16   0.0044 0.960151    5               44                     13
7694.748 1.083e-16   0.0039 0.964974    5               44                     13
7695.827 2.970e-16   0.0107 0.546246    5               44                     12
7696.977 1.582e-16   0.0057  0.97895    5               44                     12
7698.327 1.332e-16   0.0048  0.96292    5               44                     12
7698.967 7.352e-16   0.0265 0.998224    2             -999                   -999
7699.466 8.350e-16   0.0301 0.992237    4               18                     10
7699.946 7.240e-16   0.0261  0.99822    4               18                     10
7701.076 9.984e-17   0.0036 0.970356    5               44                     11
7702.246 7.764e-17   0.0028 0.980522    5               44                     11
7702.765 3.882e-17   0.0014 0.939319    5               44                      0
7703.785 4.990e-17   0.0018 0.939073    5               44                      0
7704.095 5.822e-17   0.0021 0.983751    5               44                     11
7710.903 5.540e-17    0.002 0.946026    5               44                      0
7712.223 8.596e-15   0.3104  0.99805    4               16                      8
7712.633 1.257e-14   0.4539 0.998072    4               16                      6
7713.663 1.329e-16   0.0048 0.973247    5               44                     11
7713.942 1.523e-16   0.0055 0.998095    4               16                      5
7715.052 4.020e-15   0.1452   0.9982    4               16                      7
7715.852 4.268e-15   0.1542  0.99815    4               16                     10
7716.262 1.024e-16   0.0037 0.974308    5               44                     11
7716.912 1.524e-14   0.5508 0.998121    4               16                      4
7717.452 1.744e-16   0.0063 0.964644    5               44                     11
7718.061 5.604e-15   0.2025 0.998045    4               16                      5
7720.311 1.328e-16   0.0048 0.968551    5               44                     12
7721.500 1.577e-16   0.0057 0.975842    5               44                     12
7723.660 3.186e-15   0.1152 0.998162    4               16                      0
7724.600 1.327e-16   0.0048 0.975556    5               44                     12
7724.949 1.382e-16    0.005 0.997667    4               14                      0
7726.059 4.821e-15   0.1744 0.997994    4               16                      3
7726.849 6.358e-17   0.0023 0.998145    4               14                      0
7727.679 1.244e-16   0.0045 0.998142    4               14                      0
7729.118 1.050e-16   0.0038  0.98048    5               44                     13
7730.288 2.127e-16   0.0077 0.990963    5               44                     13
7731.968 1.050e-16   0.0038 0.998114    4               18                      4
7732.807 4.143e-17   0.0015  0.99785    5               44                      0
7733.827 5.606e-16   0.0203 0.988866    4               18                      0
7734.057 2.182e-16   0.0079 0.997927    4               18                      0
7734.967 7.317e-16   0.0265  0.98778    4               16                      0
7735.847 9.663e-16    0.035 0.998084    4               16                      0
7738.226 1.435e-16   0.0052 0.998062    4               16                      7
7738.446 7.728e-17   0.0028 0.998042    4               16                      7
7738.846 9.108e-17   0.0033 0.980321    5               44                     14
7740.395 2.953e-16   0.0107 0.998026    4               18                      0
7741.005 2.649e-16   0.0096 0.998035    4               18                      0
7741.945 3.862e-17   0.0014 0.998012    5               43                     12
7744.084 9.102e-17   0.0033 0.988114    5               44                     14
7745.194 9.376e-17   0.0034 0.985043    5               44                     14
7745.584 3.033e-16    0.011 0.997985    4               15                      0
7746.444 2.316e-16   0.0084 0.997998    4               15                      0
7749.433 3.881e-15   0.1408 0.997799    4               16                      1
7750.653 3.113e-14   1.1295 0.990444    4               16                      2
7751.872 3.251e-16   0.0118 0.997953    4               15                      0
7752.352 3.223e-16   0.0117 0.997949    4               16                      0
7752.582 2.617e-16   0.0095 0.997947    4               16                      0
7755.271 6.610e-17   0.0024 0.994046    5               44                      0
7756.351 7.160e-17   0.0026 0.994038    5               44                      0
7756.811 1.355e-15   0.0492 0.997916    4               16                      3
7756.961 5.810e-16   0.0211 0.997918    4               16                      3
7760.010 1.420e-14   0.5158 0.997904    4               16                      4
7761.230 5.229e-17   0.0019 0.995695    5               44                      0
7762.329 7.980e-17   0.0029 0.996267    5               44                      0
7764.399 7.977e-17   0.0029 0.997884    4               16                      2
7767.438 5.774e-17   0.0021 0.996781    5               44                      0
7768.508 6.049e-17   0.0022 0.996589    5               44                      0
7769.068 3.189e-16   0.0116 0.997863    4               16                      5
7769.257 2.392e-16   0.0087 0.997863    4               16                      5
7771.957 6.596e-16    0.024 0.997853    3             -999                   -999
7773.226 2.412e-15   0.0878 0.997848    4               16                      6
7773.526 2.270e-15   0.0826 0.997846    4               16                      6
7773.866 1.374e-16    0.005 0.997553    4               16                      0
7774.176 4.094e-16   0.0149 0.997843    3             -999                   -999
7774.986 4.121e-17   0.0015 0.997644    5               44                      0
7775.396 2.582e-16   0.0094 0.997837    3             -999                   -999
7779.215 9.610e-17   0.0035 0.997834    4               18                      0
7779.595 1.428e-16   0.0052 0.997834    4               18                      0
7780.424 8.137e-15   0.2964 0.997831    4               16                      1
7781.124 6.313e-17   0.0023 0.997831    5               44                      0
7781.584 1.290e-16   0.0047 0.997815    5               44                      0
7782.344 9.331e-17   0.0034 0.997817    5               44                     14
7783.694 1.756e-16   0.0064 0.997831    5               44                     14
7785.013 2.387e-16   0.0087 0.997829    4               18                      0
7785.503 2.496e-16   0.0091 0.997828    5               44                     13
7785.743 1.591e-16   0.0058 0.997828    4               18                      0
7786.283 3.292e-17   0.0012 0.997827    4               16                      7
7786.733 1.262e-16   0.0046 0.997827    5               44                     13
7787.463 1.700e-16   0.0062 0.997815    5               44                     13
7788.672 1.426e-16   0.0052 0.997825    5               44                     13
7789.692 1.618e-16   0.0059 0.997825    5               44                     12
7790.662 6.470e-16   0.0236 0.997825    4               16                      8
7791.222 7.265e-16   0.0265 0.997823    4               16                      8
7792.171 1.562e-16   0.0057 0.997807    5               44                     12
7793.391 1.617e-16   0.0059  0.99783    5               44                     12
7794.111 2.701e-14   0.9855 0.997833    4               16                      2
7794.901 1.754e-16   0.0064 0.997836    5               44                     11
7796.120 8.493e-17   0.0031 0.997841    5               44                     11
7797.960 9.039e-17   0.0033 0.997851    5               44                     11
7799.119 2.465e-17   0.0009 0.997858    5               44                     11
7799.349 1.095e-16    0.004 0.997859    4               16                      0
7799.859 1.287e-16   0.0047 0.997862    4               16                      0
7802.239 3.559e-17   0.0013 0.997868    1             -999                   -999
7803.538 1.587e-16   0.0058  0.99788    4               19                      3
7804.058 1.013e-16   0.0037 0.997885    5               44                     11
7806.397 1.012e-16   0.0037   0.9979    5               44                     11
7807.697 1.915e-16    0.007 0.997908    5               44                     11
7808.477 1.085e-14   0.3967 0.997911    4               16                      3
7810.306 1.395e-16   0.0051 0.997806    5               44                     11
7811.536 1.941e-16   0.0071 0.997933    5               44                     11
7812.406 2.160e-16   0.0079  0.99794    4               16                     10
7813.316 1.722e-16   0.0063 0.997925    4               16                     10
7814.455 1.640e-16    0.006 0.997943    5               44                     12
7814.825 2.542e-16   0.0093 0.997954    4               15                      0
7815.725 3.771e-16   0.0138 0.997962    5               44                     12
7816.685 7.104e-17   0.0026 0.997967    4               14                      0
7818.844 1.885e-16   0.0069 0.997936    5               44                     12
7819.304 4.370e-16    0.016 0.997829    4               15                      0
7820.044 1.966e-16   0.0072 0.997973    5               44                     12
7820.983 3.086e-16   0.0113 0.997976    4               15                      0
7821.513 3.420e-14   1.2525 0.998002    4               16                      4
7822.163 1.229e-16   0.0045 0.997909    4               14                      0
7823.493 1.392e-16   0.0051 0.998025    5               44                     13
7824.672 1.638e-16    0.006 0.998034    5               44                     13
7825.712 1.365e-16    0.005 0.998049    4               16                      4
7828.361 1.964e-16   0.0072 0.998078    5               44                     13
7828.761 4.638e-16    0.017 0.998078    4               16                      2
7829.561 1.473e-16   0.0054 0.998092    5               44                     13
7833.540 3.899e-16   0.0143 0.998135    4               19                      1
7834.270 9.542e-17   0.0035 0.998065    4               18                      0
7834.750 7.361e-17   0.0027 0.998128    5               44                     14
7838.599 6.267e-17   0.0023 0.998172    4               16                      0
7838.989 6.267e-17   0.0023 0.997951    5               44                     14
7840.108 9.807e-17   0.0036 0.998171    5               44                     14
7841.278 1.001e-14   0.3676   0.9982    4               16                      5
7844.647 4.901e-17   0.0018 0.998245    5               44                      0
7845.807 4.083e-17   0.0015 0.998223    5               44                      0
7849.156 9.170e-16   0.0337 0.998272    4               19                      0
7849.736 2.634e-15   0.0968 0.998301    4               19                     10
7850.535 6.666e-16   0.0245 0.997658    4               19                      0
7851.985 4.080e-16    0.015 0.998328    4               19                      0
7852.325 1.344e-15   0.0494 0.998331    4               19                      9
7853.255 1.443e-14   0.5307 0.998307    4               16                      6
7853.515 1.971e-14   0.7247 0.996346    4               16                      6
7854.384 9.789e-17   0.0036 0.998238    5               43                     12
7855.704 3.806e-17   0.0014 0.998191    5               43                     12
7857.993 2.829e-15   0.1041 0.998326    4               19                      7
7858.273 5.300e-16   0.0195  0.99799    4               19                      0
7860.653 1.166e-14    0.429 0.997974    4               19                      6
7867.731 4.718e-15   0.1738 0.998409    4               19                      5
7868.091 3.502e-16   0.0129 0.997264    4               19                      0
7870.740 1.367e-14   0.5039 0.998217    4               19                      4
7873.419 1.763e-16   0.0065 0.998418    4               19                      5
7878.248 5.964e-16    0.022 0.998484    4               16                      4
7878.788 7.376e-15   0.2721 0.998274    4               16                      7
7880.997 2.412e-16   0.0089 0.998118    4               19                      0
7881.677 5.615e-15   0.2072 0.998283    4               19                      3
7883.087 2.222e-16   0.0082 0.998455    5               44                     14
7884.406 1.138e-16   0.0042  0.99834    5               44                     14
7884.726 2.086e-16   0.0077 0.998196    5               44                     13
7885.596 1.165e-16   0.0043 0.998407    4               18                      0
7886.006 2.167e-16    0.008 0.998212    5               44                     13
7886.626 3.223e-16   0.0119 0.997889    5               44                     13
7887.915 2.410e-16   0.0089 0.998501    5               44                     13
7888.815 3.222e-16   0.0119  0.99826    5               44                     12
7889.675 7.561e-15   0.2793 0.998284    4               16                      8
7890.545 1.516e-16   0.0056 0.997943    4               15                      0
7891.284 3.167e-16   0.0117 0.997723    5               44                     12
7892.534 2.544e-16   0.0094 0.998379    5               44                     12
7893.034 5.141e-17   0.0019 0.998258    5               43                     13
7893.534 2.571e-16   0.0095  0.95482    4               15                      0
7894.024 2.760e-16   0.0102 0.998306    5               44                     11
7895.313 3.814e-16   0.0141  0.99639    5               44                     11
7897.063 1.677e-16   0.0062 0.998435    5               44                     11
7897.923 1.677e-16   0.0062  0.99859    4               19                      0
7898.252 8.653e-17   0.0032 0.998598    5               44                     11
7898.612 3.299e-16   0.0122   0.9986    4               19                      0
7902.691 4.054e-16    0.015 0.998061    4               16                      6
7903.251 1.703e-16   0.0063 0.996186    5               44                     11
7905.620 1.918e-16   0.0071 0.998428    5               44                     11
7906.950 3.295e-16   0.0122 0.998545    5               44                     11
7909.639 3.294e-16   0.0122  0.99789    5               44                     11
7910.909 3.753e-16   0.0139 0.997762    5               44                     11
7912.259 4.300e-15   0.1593 0.998374    4               19                      1
7913.718 3.969e-14   1.4706 0.998658    4               19                      2
7915.128 4.425e-16   0.0164 0.998448    5               44                     12
7918.467 1.365e-15   0.0506 0.998622    4               19                      3
7919.637 4.504e-16   0.0167 0.998603    5               44                     12
7921.106 1.753e-14   0.6503 0.997963    4               19                      4
7923.196 2.777e-16   0.0103 0.998678    5               44                     13
7924.415 3.180e-16   0.0118 0.981205    5               44                     13
7928.254 4.041e-16    0.015 0.991472    5               44                     13
7928.514 2.613e-16   0.0097 0.985014    4               19                      5
7929.474 2.397e-16   0.0089 0.997063    5               44                     13
7930.884 4.460e-15   0.1656 0.998719    4               16                     10
7931.433 6.342e-15   0.2355 0.998454    4               16                     10
