# Table is orginally from arglow_groups.dat in the ESO sky model
# unsure about flux conversion so provide both the oringnal fluxes and converted
# type is defined as  Type: 1: OI5577, 2: NaID, 3: OIred, 4: OH, 5: O2 (Noll+2012)
# OH (X-X), O2(b-X) with the electronic states and rotational upper levels in table
# written with make_lvm_skylines_table.ipynb 2025 June 4 (Amy Jones)
# Adapted by ksl to include all lines
    wave  flux_lvm flux_eso    trans type electronic_state rotational_upper_level
4317.565 2.968e-17   0.0006 0.999607    5               39                      0
4317.995 7.420e-17   0.0015 0.999613    5               39                      0
4318.415 3.462e-17   0.0007 0.999615    5               41                      0
4321.364 5.437e-17   0.0011  0.99957    5               39                      0
4321.804 5.436e-17   0.0011 0.999569    5               39                      0
4325.983 2.962e-17   0.0006 0.999552    5               42                      0
4340.439 1.329e-16   0.0027 0.999527    3             -999                   -999
4368.252 1.271e-16   0.0026 0.999506    3             -999                   -999
4383.178 5.360e-17   0.0011  0.99941    5               41                      0
4384.927 3.410e-17   0.0007 0.999394    5               41                      0
4391.226 3.405e-17   0.0007 0.999332    5               41                      0
4400.263 3.883e-17   0.0008 0.999185    5               42                      0
4401.773 9.219e-17   0.0019 0.999169    5               39                      0
4402.353 7.763e-17   0.0016 0.999163    5               39                      0
4403.822 4.850e-17    0.001 0.999147    5               39                      0
4404.832 1.455e-17   0.0003 0.999137    5               39                      0
4405.222 4.364e-17   0.0009 0.999132    5               39                      0
4405.372 2.909e-17   0.0006 0.999131    5               39                      0
4405.682 4.363e-17   0.0009 0.999127    5               39                      0
4406.072 8.241e-17   0.0017 0.999123    5               39                      0
4406.322 4.363e-17   0.0009  0.99912    5               39                      0
4406.742 2.423e-17   0.0005 0.999116    5               39                      0
4406.992 7.754e-17   0.0016 0.999113    5               39                      0
4408.081 5.330e-17   0.0011 0.999102    5               39                      0
4408.521 8.721e-17   0.0018 0.999086    5               39                      0
4408.881 4.844e-17    0.001 0.999093    5               39                      0
4409.001 4.360e-17   0.0009 0.999092    5               39                      0
4409.351 4.360e-17   0.0009 0.999089    5               39                      0
4411.620 1.598e-16   0.0033 0.998964    5               39                      0
4412.030 5.809e-17   0.0012 0.999069    5               39                      0
4412.410 1.113e-16   0.0023 0.999064    5               39                      0
4415.449 6.288e-17   0.0013 0.999004    5               39                      0
4415.809 5.804e-17   0.0012 0.998962    5               39                      0
4416.199 1.112e-16   0.0023 0.998985    5               39                      0
4420.728 7.730e-17   0.0016 0.998964    5               39                      0
4420.808 4.831e-17    0.001 0.998964    5               41                      0
4422.817 2.897e-17   0.0006  0.99895    5               41                      0
4425.987 6.756e-17   0.0014 0.998665    5               39                      0
4432.915 4.336e-17   0.0009 0.998873    5               41                      0
4436.024 5.296e-17   0.0011 0.998859    5               41                      0
4445.361 3.363e-17   0.0007 0.998805    5               42                      0
4445.591 4.804e-17    0.001 0.998802    5               39                      0
4446.441 7.205e-17   0.0015 0.998817    5               39                      0
4455.629 3.356e-17   0.0007  0.99876    5               39                      0
4458.078 6.228e-17   0.0013 0.998768    5               42                      0
4462.757 7.179e-17   0.0015  0.99871    1             -999                   -999
4467.556 5.259e-17   0.0011 0.998772    1             -999                   -999
4474.904 7.159e-17   0.0015 0.998805    5               42                      0
4484.921 5.239e-17   0.0011  0.99884    5               42                      0
4507.685 5.212e-17   0.0011 0.998845    1             -999                   -999
4528.579 2.358e-17   0.0005 0.998866    5               41                      0
4530.509 3.771e-17   0.0008 0.998866    5               41                      0
4530.809 4.243e-17   0.0009 0.998866    5               41                      0
4535.108 4.239e-17   0.0009 0.998865    5               41                      0
4535.937 3.296e-17   0.0007 0.998865    5               39                      0
4536.167 2.354e-17   0.0005 0.998865    5               42                      0
4536.337 3.296e-17   0.0007 0.998865    5               39                      0
4537.087 5.178e-17   0.0011 0.998865    5               41                      0
4538.527 3.294e-17   0.0007 0.998864    5               39                      0
4539.287 4.705e-17    0.001 0.998862    5               41                      0
4539.417 2.353e-17   0.0005 0.998861    5               39                      0
4540.146 1.882e-17   0.0004 0.998858    5               41                      0
4541.706 8.465e-17   0.0018 0.998851    5               41                      0
4543.235 3.761e-17   0.0008 0.998843    5               39                      0
4543.945 2.350e-17   0.0005  0.99884    5               39                      0
4544.335 3.760e-17   0.0008 0.998839    5               41                      0
4553.123 1.360e-16   0.0029 0.998768    5               39                      0
4553.613 8.443e-17   0.0018 0.998763    5               41                      0
4564.900 4.211e-17   0.0009 0.998592    5               41                      0
4567.949 4.208e-17   0.0009 0.998536    5               42                      0
4576.917 5.600e-17   0.0012 0.998337    5               42                      0
4579.716 4.197e-17   0.0009 0.998274    5               39                      0
4580.146 2.798e-17   0.0006 0.998265    5               39                      0
4580.426 2.331e-17   0.0005 0.998258    5               39                      0
4581.205 2.797e-17   0.0006  0.99824    5               39                      0
4582.465 6.525e-17   0.0014 0.998211    5               39                      0
4582.925 3.262e-17   0.0007 0.998201    5               39                      0
4583.315 8.388e-17   0.0018 0.998191    5               39                      0
4585.244 4.658e-17    0.001 0.998147    5               39                      0
4585.704 1.397e-17   0.0003 0.998136    5               39                      0
4586.154 4.657e-17    0.001 0.998126    5               39                      0
4586.934 5.122e-17   0.0011 0.998108    5               42                      0
4589.633 7.446e-17   0.0016 0.998047    5               39                      0
4659.595 6.876e-17   0.0015 0.997783    5               41                      0
4660.764 4.124e-17   0.0009 0.997751    5               41                      0
4662.054 4.581e-17    0.001 0.997742    5               41                      0
4662.234 4.123e-17   0.0009 0.997742    5               41                      0
4667.343 3.203e-17   0.0007 0.997661    5               41                      0
4667.772 3.203e-17   0.0007 0.997657    5               41                      0
4669.002 3.202e-17   0.0007 0.997648    5               41                      0
4669.572 5.031e-17   0.0011  0.99764    5               41                      0
4672.001 5.943e-17   0.0013 0.997584    5               41                      0
4672.231 5.486e-17   0.0012 0.997578    4                4                      4
4672.581 3.200e-17   0.0007 0.997562    5               41                      0
4674.681 4.569e-17    0.001 0.997523    5               41                      0
4675.021 5.482e-17   0.0012 0.997518    5               42                      0
4675.370 2.741e-17   0.0006  0.99751    5               41                      0
4675.760 8.222e-17   0.0018 0.997504    1             -999                   -999
4678.310 1.826e-17   0.0004 0.997432    5               41                      0
4680.699 3.650e-17   0.0008  0.99736    5               41                      0
4681.189 1.369e-17   0.0003 0.997355    1             -999                   -999
4681.589 1.277e-16   0.0028 0.997352    5               41                      0
4711.091 4.987e-17   0.0011 0.996397    5               39                      0
4719.389 5.431e-17   0.0012 0.996088    5               39                      0
4811.604 2.219e-17   0.0005  0.99342    1             -999                   -999
4812.454 5.326e-17   0.0012 0.993449    5               39                      0
4818.932 5.762e-17   0.0013 0.993681    5               39                      0
4820.582 8.418e-17   0.0019 0.993763    5               39                      0
4821.512 1.019e-16   0.0023 0.993807    5               39                      0
4823.901 2.657e-17   0.0006 0.993891    5               39                      0
4824.841 7.083e-17   0.0016 0.993917    5               39                      0
4828.050 7.078e-17   0.0016 0.994008    5               39                      0
4828.980 8.404e-17   0.0019 0.994041    5               39                      0
4842.506 1.059e-16   0.0024 0.994578    5               39                      0
4847.425 3.084e-17   0.0007 0.994771    5               39                      0
4847.894 6.609e-17   0.0015  0.99479    5               39                      0
4861.321 1.142e-16   0.0026 0.995081    3             -999                   -999
4882.645 4.812e-17   0.0011 0.995074    5               41                      0
4883.065 4.374e-17    0.001 0.995066    5               39                      0
4905.089 1.219e-16   0.0028 0.994615    4                5                      2
4910.148 3.480e-17   0.0008 0.994546    4                5                      4
4918.406 6.080e-17   0.0014 0.994462    4                5                      1
4931.412 1.732e-17   0.0004 0.994335    1             -999                   -999
4931.872 7.795e-17   0.0018  0.99433    4                5                      3
4936.411 3.029e-17   0.0007 0.994278    1             -999                   -999
4937.811 1.946e-16   0.0045 0.994263    4                5                      4
4947.908 4.317e-17    0.001 0.994136    4                5                      5
4953.346 7.761e-17   0.0018 0.994009    4                5                      6
4953.476 8.192e-17   0.0019 0.994006    4                5                      6
4963.234 3.012e-17   0.0007  0.99371    5               42                      0
4966.493 6.021e-17   0.0014 0.993595    5               41                      0
4975.410 3.005e-17   0.0007 0.993259    5               42                      0
4977.540 3.433e-17   0.0008 0.993163    5               41                      0
4992.326 2.995e-17   0.0007 0.992319    5               41                      0
4995.575 1.710e-17   0.0004   0.9921    5               41                      0
4995.945 1.710e-17   0.0004 0.992075    5               41                      0
5004.443 2.561e-17   0.0006 0.991446    5               41                      0
5078.853 2.523e-17   0.0006 0.989362    5               42                      0
5091.020 2.517e-17   0.0006  0.98967    5               42                      0
5187.394 1.482e-16   0.0036  0.98802    4                6                      6
5187.754 1.606e-16   0.0039 0.988012    4                6                      4
5189.263 9.055e-17   0.0022 0.987975    4                6                      5
5189.503 7.408e-17   0.0018 0.987968    4                6                      8
5197.931 2.281e-15   0.0555  0.98775    3             -999                   -999
5200.290 1.294e-15   0.0315 0.987673    3             -999                   -999
5202.980 3.859e-16   0.0094  0.98757    4                6                      2
5208.788 1.353e-16   0.0033 0.987296    4                6                      4
5217.386 1.105e-16   0.0027 0.986908    4                6                      1
5224.144 3.843e-16   0.0094 0.986517    4                6                      2
5232.152 1.592e-16   0.0039 0.986013    4                6                      3
5238.750 5.545e-16   0.0136 0.985567    4                6                      4
5249.877 1.627e-16    0.004 0.984737    4                6                      5
5254.266 3.658e-17   0.0009 0.984405    4                7                      6
5256.045 3.170e-16   0.0078 0.984299    4                6                      6
5256.125 3.820e-16   0.0094 0.984294    4                6                      6
5256.775 5.688e-17   0.0014 0.984247    4                7                      4
5261.194 9.743e-17   0.0024 0.983905    4                7                      3
5275.070 1.417e-16   0.0035  0.98283    4                7                      2
5276.140 1.255e-16   0.0031 0.982749    4                6                      8
5276.360 1.174e-16   0.0029 0.982735    4                6                      8
5294.045 7.262e-17   0.0018 0.981531    4                6                      9
5298.494 1.330e-16   0.0033  0.98124    4                7                      2
5299.154 8.061e-17    0.002  0.98121    4                6                     10
5299.454 8.061e-17    0.002 0.981193    4                6                     10
5306.592 8.452e-17   0.0021 0.980814    4                7                      3
5311.781 4.825e-17   0.0012 0.980566    5               39                      0
5313.240 2.251e-16   0.0056 0.980506    4                7                      4
5320.498 4.014e-17    0.001 0.980281    5               39                      0
5324.437 4.413e-17   0.0011  0.98019    4                7                      5
5325.167 2.808e-17   0.0007 0.980173    4                6                      0
5325.507 3.208e-17   0.0008 0.980165    4                6                      0
5329.676 2.805e-17   0.0007 0.980086    3             -999                   -999
5330.416 3.566e-16   0.0089 0.980081    4                7                      6
5330.725 6.411e-17   0.0016 0.980078    3             -999                   -999
5344.772 3.197e-17   0.0008 0.980139    4                7                      7
5349.930 4.791e-17   0.0012  0.98024    4                7                      8
5350.150 3.194e-17   0.0008 0.980245    4                7                      8
5354.179 3.191e-17   0.0008 0.980326    4                6                      0
5354.639 3.191e-17   0.0008 0.980336    4                6                      0
5502.399 2.329e-17   0.0006 0.977073    5               41                      0
5542.239 3.545e-16   0.0092 0.975942    4                8                      6
5543.448 4.624e-17   0.0012 0.975895    4                8                      7
5544.588 3.351e-16   0.0087  0.97585    4                8                      4
5544.888 1.156e-16    0.003 0.975836    4                8                      5
5549.337 1.039e-16   0.0027 0.975631    4                8                      3
5562.963 4.991e-17   0.0013 0.974985    4                8                      1
5563.993 7.255e-16   0.0189 0.974937    4                8                      2
5569.531 2.263e-16   0.0059 0.974616    4                8                      4
5577.349 1.361e-13   3.5533 0.974162    1             -999                   -999
5581.218 1.990e-16   0.0052 0.973907    4                8                      1
5589.136 6.611e-16   0.0173 0.973317    4                8                      2
5597.784 2.785e-16   0.0073 0.972697    4                8                      3
5605.152 8.993e-16   0.0236 0.972145    4                8                      4
5617.169 2.243e-16   0.0059 0.971181    4                8                      5
5623.777 4.747e-16   0.0125 0.970665    4                8                      6
5623.897 3.760e-16   0.0099 0.970655    4                8                      6
5639.293 1.780e-16   0.0047  0.96946    4                8                      7
5645.171 1.892e-16    0.005 0.969063    4                8                      8
5645.401 2.194e-16   0.0058 0.969044    4                8                      8
5664.196 1.961e-16   0.0052 0.967584    4                8                      9
5669.385 1.130e-16    0.003 0.967138    4                8                     10
5669.685 6.027e-17   0.0016 0.967103    4                8                     10
5696.487 6.374e-17   0.0017 0.964515    4                8                      0
5696.847 5.249e-17   0.0014  0.96334    4                8                      0
5865.472 8.230e-16   0.0226 0.968774    4                9                      6
5866.002 5.134e-16   0.0141 0.969094    4                9                      8
5867.271 2.075e-16   0.0057 0.969345    4                9                      7
5867.551 1.023e-15   0.0281 0.968328    4                9                      4
5868.311 4.004e-16    0.011 0.969388    4                9                      5
5869.281 2.256e-16   0.0062 0.969356    4                9                     10
5869.481 1.492e-16   0.0041  0.96939    4                9                      9
5872.740 3.528e-16   0.0097 0.969462    4                9                      3
5874.939 3.999e-17   0.0011 0.969449    4                9                      0
5875.389 8.361e-17   0.0023 0.968998    4                9                      0
5887.136 3.193e-16   0.0088 0.966493    4                9                      1
5888.186 2.340e-15   0.0645 0.969539    4                9                      2
5889.955 1.844e-14   0.5084 0.968146    2             -999                   -999
5894.464 9.059e-16    0.025 0.968493    4                9                      4
5895.924 1.083e-14    0.299 0.969566    2             -999                   -999
5903.372 1.592e-16   0.0044 0.969113    4                9                      6
5903.582 8.683e-17   0.0024 0.965797    4                9                      6
5906.711 6.075e-16   0.0168 0.969392    4                9                      1
5915.309 2.076e-15   0.0575 0.968363    4                9                      2
5924.726 9.553e-16   0.0265 0.966757    4                9                      3
5932.854 2.689e-15   0.0747 0.965444    4                9                      4
5945.940 8.477e-16   0.0236 0.957617    4                9                      5
5953.358 1.439e-15   0.0401 0.967204    4                9                      6
5953.488 1.579e-15    0.044 0.963962    4                9                      6
5970.274 6.189e-16   0.0173  0.96534    4                9                      7
5976.962 6.575e-16   0.0184 0.960154    4                9                      8
5977.212 6.325e-16   0.0177  0.96529    4                9                      8
5997.766 3.704e-16   0.0104 0.965036    4                9                      9
6003.745 3.558e-16     0.01 0.964837    4                9                     10
6004.085 3.379e-16   0.0095 0.964879    4                9                     10
6028.378 1.736e-16   0.0049 0.964684    4                9                      0
6028.508 9.212e-17   0.0026 0.963853    4                9                      0
6033.787 1.770e-16    0.005 0.964807    4                9                      0
6034.217 1.451e-16   0.0041 0.964821    4                9                      0
6067.158 8.449e-17   0.0024 0.965852    4                9                      0
6067.677 1.021e-16   0.0029 0.965878    4                9                      0
6099.459 7.704e-17   0.0022 0.967543    4                9                      0
6099.769 5.953e-17   0.0017 0.967561    4                9                      0
6103.928 5.949e-17   0.0017 0.967811    4                9                      0
6104.578 6.298e-17   0.0018 0.967836    4                9                      0
6136.549 2.784e-17   0.0008  0.96933    4               12                     10
6136.779 1.775e-16   0.0051  0.96934    4               12                      8
6138.988 1.287e-16   0.0037 0.969435    4               12                      7
6139.468 3.896e-16   0.0112 0.969453    4               12                      6
6140.088 2.435e-17   0.0007 0.969475    4                9                      0
6140.548 1.043e-17   0.0003 0.969492    4                9                      0
6143.377 1.356e-16   0.0039 0.969589    4               12                      5
6144.477 5.006e-16   0.0144 0.969637    4               12                      4
6150.935 1.910e-16   0.0055 0.969871    4               12                      3
6155.984 3.817e-17   0.0011 0.970056    3             -999                   -999
6156.763 7.979e-17   0.0023 0.970081    3             -999                   -999
6158.183 1.318e-16   0.0038 0.970126    3             -999                   -999
6169.540 1.627e-16   0.0047 0.970445    4               12                      1
6170.650 1.270e-15   0.0367 0.970465    4               12                      2
6176.288 4.772e-16   0.0138 0.970623    4               12                      4
6184.306 2.487e-16   0.0072 0.970753    4               12                      6
6192.934 3.759e-16   0.0109 0.970864    4               12                      1
6202.731 1.219e-15   0.0354 0.970927    4               12                      2
6213.068 4.469e-16    0.013 0.970929    4               12                      3
6221.776 1.401e-15   0.0408 0.970839    4               12                      4
6234.293 1.545e-15   0.0451 0.970704    4               10                      6
6235.672 1.024e-15   0.0299 0.970698    4               10                      8
6235.972 2.219e-15   0.0648 0.970698    4               10                      4
6236.992 4.418e-16   0.0129  0.97069    4               10                      7
6237.422 6.883e-16   0.0201 0.970683    4               10                      5
6240.241 6.811e-16   0.0199 0.970621    4               10                     10
6241.701 6.296e-16   0.0184 0.970602    4               10                      3
6243.570 5.884e-16   0.0172  0.97056    4               12                      6
6243.730 7.663e-16   0.0224 0.970556    4               12                      6
6247.369 1.470e-16   0.0043 0.970508    4               10                      0
6248.019 2.290e-16   0.0067 0.970484    4               10                      0
6256.946 5.154e-16   0.0151 0.970432    4               10                      1
6257.966 4.249e-15   0.1245 0.970426    4               10                      2
6259.186 1.604e-16   0.0047 0.970398    4               10                      0
6261.745 2.354e-16   0.0069 0.970356    4               12                      7
6262.745 1.398e-16   0.0041 0.970399    4               10                      3
6262.845 7.844e-17   0.0023 0.970399    4               10                      3
6265.214 1.633e-15   0.0479 0.970265    4               10                      4
6268.273 2.147e-16   0.0063 0.970321    4               12                      8
6268.533 2.078e-16   0.0061 0.970076    4               12                      8
6278.101 8.063e-16   0.0237 0.798308    4               10                      1
6287.438 3.648e-15   0.1074 0.970292    4               10                      2
6289.048 8.490e-17   0.0025 0.969993    4               10                      8
6289.438 6.452e-17   0.0019 0.952103    4               10                      8
6290.347 4.414e-17   0.0013 0.967744    4               12                      9
6295.916 9.499e-17   0.0028 0.933659    4               12                     10
6296.286 6.445e-17   0.0019 0.970388    4               12                     10
6297.905 1.546e-15   0.0456 0.970771    4               10                      3
6300.305 8.844e-14   2.6089  0.97092    3             -999                   -999
6301.275 4.203e-16   0.0124 0.970954    1             -999                   -999
6306.923 5.266e-15   0.1555 0.970904    4               10                      4
6308.553 9.141e-17   0.0027 0.971301    4               10                      2
6321.409 1.460e-15   0.0432 0.971716    4               10                      5
6329.777 2.504e-15   0.0742 0.972277    4               10                      6
6329.927 3.091e-15   0.0916 0.972556    4               10                      6
6342.863 4.041e-17   0.0012 0.973837    4                9                      0
6343.233 4.377e-17   0.0013 0.973346    4               10                      4
6348.542 9.958e-16   0.0296 0.974388    4               10                      7
6356.180 1.334e-15   0.0397 0.975103    4               10                      8
6356.450 1.230e-15   0.0366 0.975127    4               10                      8
6361.298 6.715e-17    0.002 0.974565    4               10                      6
6363.778 2.912e-14   0.8675 0.975608    3             -999                   -999
6379.313 6.663e-16   0.0199 0.976806    4               10                      9
6386.252 6.622e-16   0.0198 0.977605    4               10                     10
6386.622 6.153e-16   0.0184 0.977717    4               10                     10
6413.764 3.030e-16   0.0091 0.979657    4               10                      0
6413.884 2.398e-16   0.0072 0.979663    4               10                      0
6420.072 3.160e-16   0.0095 0.980013    4               10                      0
6420.552 3.194e-16   0.0096 0.980054    4               10                      0
6425.751 3.989e-17   0.0012 0.980021    4               10                      6
6451.944 8.276e-17   0.0025 0.981565    4               10                      0
6452.224 9.600e-17   0.0029 0.981584    4               10                      0
6455.983 2.977e-17   0.0009 0.981738    3             -999                   -999
6457.732 1.455e-16   0.0044 0.981781    4               10                      0
6458.342 1.654e-16    0.005 0.981772    4               10                      0
6463.531 8.757e-16   0.0265 0.979749    4               13                      8
6463.801 3.767e-16   0.0114 0.980191    4               13                     10
6464.900 1.520e-16   0.0046 0.982019    4               13                      9
6465.950 1.873e-15   0.0567 0.981714    4               13                      6
6466.920 1.354e-16   0.0041 0.981943    4               13                      0
6470.149 6.338e-16   0.0192 0.981435    4               13                      5
6470.979 2.023e-15   0.0613 0.981701    4               13                      4
6477.917 6.957e-16   0.0211 0.982488    4               13                      3
6494.113 2.302e-17   0.0007 0.982914    4               10                      0
6494.412 5.262e-17   0.0016 0.972987    4               10                      0
6497.532 6.410e-16   0.0195 0.978266    4               13                      1
6498.741 5.344e-15   0.1626 0.983154    4               13                      2
6499.401 1.084e-16   0.0033 0.983176    4               10                      0
6500.131 7.886e-17   0.0024 0.983161    4               10                      0
6502.610 8.540e-17   0.0026 0.979743    4               13                      3
6502.720 1.347e-16   0.0041 0.982962    4               13                      3
6505.000 1.898e-15   0.0578 0.983321    4               13                      4
6513.847 2.525e-16   0.0077 0.983373    4               13                      6
6514.147 2.426e-16   0.0074 0.983082    4               13                      6
6522.425 1.189e-15   0.0363 0.983719    4               13                      1
6533.042 4.505e-15   0.1378 0.984075    4               13                      2
6540.280 5.552e-17   0.0017 0.984238    4               10                      0
6540.760 7.837e-17   0.0024  0.98433    4               10                      0
6544.039 1.717e-15   0.0526 0.981283    4               13                      3
6546.068 1.207e-16   0.0037 0.984415    4               10                      0
6552.817 3.911e-17   0.0012  0.98245    4               13                      2
6553.626 5.019e-15    0.154 0.984022    4               13                      4
6555.906 1.955e-17   0.0006  0.98424    5               43                     11
6558.275 3.908e-17   0.0012 0.984399    5               43                     12
6562.754 1.064e-15   0.0327 0.984914    3             -999                   -999
6568.782 1.395e-15   0.0429 0.982119    4               13                      5
6577.200 2.299e-15   0.0708  0.98539    4               13                      6
6577.380 2.241e-15    0.069 0.985397    4               13                      6
6578.100 5.520e-17   0.0017 0.985247    4               13                      2
6580.439 9.088e-17   0.0028 0.985383    5               43                     11
6583.718 1.849e-16   0.0057 0.985387    1             -999                   -999
6584.488 1.006e-16   0.0031 0.985571    1             -999                   -999
6596.635 8.548e-16   0.0264 0.985658    4               13                      7
6603.993 9.864e-16   0.0305 0.986113    4               13                      8
6604.273 9.831e-16   0.0304 0.986122    4               13                      8
6620.448 2.904e-17   0.0009 0.986523    4               13                      2
6627.626 4.641e-16   0.0144 0.986688    4               13                      9
6634.045 4.411e-16   0.0137  0.98687    4               13                     10
6634.425 4.024e-16   0.0125 0.986879    4               13                     10
6650.810 5.459e-17   0.0017 0.987327    4               13                      4
6661.687 2.405e-16   0.0075 0.987579    4               13                      0
6661.857 1.507e-16   0.0047 0.986591    4               13                      0
6667.386 1.954e-16   0.0061 0.987797    4               13                      0
6667.866 1.473e-16   0.0046  0.98781    4               13                      0
6699.057 1.020e-16   0.0032 0.988672    4               13                      0
6699.287 5.739e-17   0.0018 0.988634    4               13                      0
6699.657 5.101e-17   0.0016  0.98869    5               43                     11
6704.106 1.242e-16   0.0039 0.988806    4               13                      0
6704.686 8.920e-17   0.0028 0.988822    4               13                      0
6707.895 1.592e-17   0.0005 0.988902    5               43                     11
6710.164 2.228e-17   0.0007 0.988965    5               43                     11
6711.134 9.548e-18   0.0003 0.988991    5               43                     11
6713.863 2.863e-17   0.0009 0.989066    5               43                     12
6714.793 3.817e-17   0.0012  0.98909    5               43                     12
6715.803 1.272e-17   0.0004 0.989117    1             -999                   -999
6716.962 9.539e-18   0.0003 0.989148    1             -999                   -999
6718.962 2.225e-17   0.0007 0.989202    5               43                     12
6720.851 6.356e-17    0.002 0.989249    4               11                      2
6722.801 1.906e-17   0.0006 0.989299    5               43                     13
6723.661 3.494e-17   0.0011 0.989322    5               43                     13
6728.889 1.587e-17   0.0005 0.989458    5               43                     13
6730.129 2.856e-17   0.0009 0.989487    1             -999                   -999
6739.696 1.521e-16   0.0048 0.989713    4               13                      0
6740.076 6.021e-17   0.0019 0.989721    4               13                      0
6741.856 3.168e-17    0.001 0.989758    1             -999                   -999
6742.905 3.484e-17   0.0011 0.989779    4               11                      4
6744.225 8.551e-17   0.0027 0.989806    4               13                      0
6744.935 7.283e-17   0.0023 0.989821    4               13                      0
6746.924 3.799e-17   0.0012 0.989863    4               12                      0
6769.048 1.578e-17   0.0005 0.990362    1             -999                   -999
6783.764 6.612e-17   0.0021 0.990658    4               13                      0
6784.254 5.352e-17   0.0017 0.990667    4               13                      0
6787.863 9.440e-17    0.003  0.99073    4               13                      0
6788.703 7.865e-17   0.0025 0.990745    4               13                      0
6803.139 4.395e-17   0.0014 0.990979    4               14                      1
6818.755 6.578e-17   0.0021 0.991214    4               14                      3
6827.462 2.205e-15   0.0705 0.991316    4               14                      8
6828.472 9.571e-16   0.0306 0.991304    4               14                     10
6829.502 4.291e-15   0.1372 0.991341    4               14                      6
6829.922 1.026e-15   0.0328 0.991352    4               14                      7
6831.361 6.878e-17   0.0022 0.991376    4               13                      0
6831.961 6.253e-17    0.002 0.991384    4               13                      0
6832.671 5.314e-16    0.017 0.991387    4               14                      0
6834.021 1.678e-15   0.0537 0.991411    4               14                      5
6834.451 4.306e-15   0.1378 0.991293    4               14                      4
6835.100 9.374e-17    0.003 0.991429    4               13                      0
6835.770 4.374e-17   0.0014 0.991439    4               14                      5
6836.080 7.186e-17   0.0023 0.991444    4               13                      0
6839.669 1.655e-16   0.0053  0.99131    4               14                      0
6840.069 2.779e-16   0.0089 0.991494    4               14                      0
6841.959 1.561e-15     0.05 0.991445    4               14                      3
6850.036 1.122e-16   0.0036 0.991656    4               14                      0
6850.806 1.902e-16   0.0061  0.99167    4               14                      0
6862.693 1.401e-15    0.045 0.991651    4               14                      1
6863.963 1.161e-14   0.3732 0.991583    4               14                      2
6864.872 1.120e-16   0.0036 0.991438    4               14                      0
6865.042 8.089e-17   0.0026 0.991392    4               14                      0
6868.351 8.707e-17   0.0028 0.879541    5               43                      0
6868.491 1.399e-16   0.0045 0.694819    4               14                      3
6871.071 1.713e-15   0.0551  0.82114    4               14                      4
6877.919 4.969e-17   0.0016 0.970627    4               14                      5
6878.279 2.795e-17   0.0009 0.986252    4               12                      0
6880.238 6.830e-17   0.0022 0.986134    4               14                      2
6880.948 6.580e-16   0.0212 0.991372    4               14                      6
6881.248 6.425e-16   0.0207  0.99157    4               14                      6
6882.108 4.035e-17   0.0013 0.991676    4               12                      0
6882.438 1.086e-16   0.0035 0.978533    4               14                      0
6882.648 9.930e-17   0.0032 0.991638    4               14                      0
6883.337 4.965e-17   0.0016 0.988218    4               13                      0
6886.037 9.925e-17   0.0032  0.95132    4               13                      0
6887.166 7.443e-17   0.0024 0.960132    4               13                      0
6889.296 2.694e-15   0.0869 0.959928    4               14                      1
6894.094 1.921e-16   0.0062 0.985574    4               14                      8
6894.634 1.642e-16   0.0053 0.988079    4               14                      8
6900.803 5.463e-15   0.1765 0.529318    4               14                      2
6902.432 8.355e-17   0.0027 0.990589    4               14                      0
6903.562 6.188e-17    0.002 0.987274    4               14                      0
6903.882 8.044e-17   0.0026 0.962765    4               14                      0
6910.500 4.327e-17   0.0014 0.991754    4               14                     10
6911.360 3.090e-17    0.001 0.985151    4               14                     10
6912.639 3.485e-15   0.1128 0.990827    4               14                      3
6921.407 8.949e-17   0.0029 0.992286    4               14                      4
6923.187 6.985e-15   0.2264 0.967679    4               14                      4
6924.596 1.696e-16   0.0055 0.971952    4               14                      2
6927.116 3.083e-17    0.001 0.986428    4               14                      0
6927.315 5.241e-17   0.0017 0.992229    4               14                      0
6928.335 5.549e-17   0.0018 0.992104    4               14                      0
6928.845 4.007e-17   0.0013 0.983605    4               14                      0
6929.425 2.158e-17   0.0007 0.983739    1             -999                   -999
6937.643 8.004e-17   0.0026 0.970032    4               13                      0
6938.482 4.925e-17   0.0016 0.992387    4               13                      0
6939.532 3.105e-15   0.1009 0.981897    4               14                      5
6940.772 1.169e-16   0.0038  0.99234    4               13                      0
6942.071 8.307e-17   0.0027 0.979639    4               13                      0
6948.960 4.586e-15   0.1492 0.960169    4               14                      6
6949.170 4.189e-15   0.1363 0.983166    4               14                      6
6951.699 2.519e-16   0.0082 0.991032    4               14                      2
6952.859 5.529e-17   0.0018 0.993128    4               12                      0
6954.558 9.213e-18   0.0003 0.993546    5               43                     14
6955.188 4.913e-17   0.0016 0.993024    5               43                     14
6955.598 4.606e-17   0.0015 0.990675    4               14                      0
6955.888 2.149e-17   0.0007 0.992347    4               14                      0
6956.228 5.527e-17   0.0018 0.986515    5               43                     13
6956.887 4.912e-17   0.0016 0.992261    4               14                      0
6957.457 7.982e-17   0.0026    0.991    4               14                      0
6958.477 3.069e-17    0.001 0.992951    5               43                     13
6958.997 4.297e-17   0.0014 0.992663    5               43                     12
6959.937 2.148e-17   0.0007 0.993065    5               43                     12
6960.766 5.523e-17   0.0018 0.992819    5               43                     12
6961.766 3.682e-17   0.0012  0.99312    5               43                     12
