# HYBRID diffuse continuum: canonical PALACE fcHO2 + fcFeO, LVM-refit fcO2Ac.
# Built 2026-09-10 to test whether the canonical set's blue deficit is the
# O2Ac component: canonical O2Ac peaks at 3220 A, outside the LVM window, so
# only its noisy UV tail lands in 3600-9800 A.
# lam/trans/fH2O/isX interpolated from canonical onto the native LVM grid;
# fcO2Ac copied verbatim from pmd_refcont_joint_native_adam_invsky_p2_10000iter.dat.
# Units unchanged: fc* are reference continuum flux in R/nm.
#
lam trans fH2O fcHO2 fcFeO fcO2Ac isX
0.51755 0.9883 0.0 0.201 1.296 0.3880816810660566 1
0.5176 0.9883 0.0 0.201 1.297 0.3906845199841946 1
0.51765 0.9883 0.0 0.201 1.298 0.39126557756867353 1
0.5177 0.9883 0.0 0.202 1.299 0.3897179869274552 1
0.51775 0.9883 0.0 0.202 1.2995000000000028 0.3866091247297362 1
0.5178 0.9883 0.0 0.202 1.301 0.38102739226346405 1
0.51785 0.9883 0.0 0.202 1.3015000000000028 0.3724778275880192 1
0.5179 0.9883 0.0 0.202 1.302 0.36090412012692774 1
0.51795 0.9883 0.0 0.202 1.303 0.34608769170265724 1
0.518000048828125 0.988299755859375 0.0 0.202 1.304 0.32754593606295007 1
0.51805 0.9882 0.0 0.202 1.305 0.3052868277865992 1
0.5181 0.9882 0.0 0.202 1.306 0.28102573181302626 1
0.51815 0.9882 0.0 0.202 1.307 0.25566342386083063 1
0.5182 0.9882 0.0 0.202 1.308 0.2311367203285589 1
0.51825 0.9882 0.0 0.202 1.3084999999999973 0.20965391094003127 1
0.5183 0.9882 0.0 0.203 1.309 0.1926161782534099 1
0.51835 0.9881 0.0 0.203 1.31 0.1819975979860928 1
0.5184 0.9881 0.0 0.203 1.311 0.17912862352068637 1
0.51845 0.9881 0.0 0.203 1.312 0.18531387295750615 1
0.5185 0.9881 0.0 0.203 1.313 0.2014565488521729 1
0.51855 0.9881 0.0 0.203 1.314 0.22751834398754156 1
0.5186 0.9881 0.0 0.203 1.315 0.26079580159186244 1
0.51865 0.9881 0.0 0.203 1.3155000000000028 0.2978404055594172 1
0.5187 0.9881 0.0 0.203 1.317 0.3362162061721456 1
0.51875 0.988 0.0 0.203 1.3175000000000028 0.3728138550391858 1
0.518799951171875 0.988 0.0 0.203 1.318 0.4055425415959116 1
0.51885 0.988 0.0 0.203 1.319 0.43204238029513237 1
0.5189 0.988 0.0 0.203 1.32 0.4516521184358695 1
0.51895 0.988 0.0 0.2035000000000028 1.321 0.4615366486504899 1
0.519 0.988 0.0 0.204 1.322 0.4611868372236363 1
0.51905 0.988 0.0 0.204 1.323 0.45040222200940166 1
0.5191 0.988 0.0 0.204 1.324 0.43108772428670794 1
0.51915 0.98795 0.0 0.204 1.3245 0.4068838277215006 1
0.5192 0.9879 0.0 0.204 1.326 0.3800156733178967 1
0.51925 0.9879 0.0 0.204 1.3264999999999971 0.35370601875105273 1
0.5193 0.9879 0.0 0.204 1.327 0.32931420310193593 1
0.51935 0.9879 0.0 0.204 1.328 0.30999566749846164 1
0.5194 0.9879 0.0 0.204 1.329 0.29830445461167143 1
0.51945 0.9879 0.0 0.204 1.33 0.2976220298354574 1
0.5195 0.9879 0.0 0.204 1.331 0.31132479579964895 1
0.51955 0.9878500000000003 0.0 0.204 1.332 0.3409508106227101 1
0.519600048828125 0.9878 0.0 0.204 1.333 0.3825722542569509 1
0.51965 0.9878 0.0 0.204 1.3334999999999972 0.43092555030663754 1
0.5197 0.9878 0.0 0.205 1.334 0.4807662326757892 1
0.51975 0.9878 0.0 0.205 1.3355000000000028 0.5263266122525248 1
0.5198 0.9878 0.0 0.205 1.336 0.5652066766767075 1
0.51985 0.9878 0.0 0.205 1.337 0.5935067032734952 1
0.5199 0.9878 0.0 0.205 1.338 0.6088336679544797 1
0.51995 0.9877 0.0 0.205 1.339 0.610595976825426 1
0.52 0.9877 0.0 0.205 1.34 0.5979871725460328 1
0.52005 0.9877 0.0 0.205 1.341 0.5720217251572025 1
0.5201 0.9877 0.0 0.205 1.342 0.535653086777183 1
0.52015 0.9877 0.0 0.205 1.3425 0.49612965936514036 1
0.5202 0.9877 0.0 0.205 1.343 0.45415601498374275 1
0.52025 0.9876 0.0 0.205 1.3445 0.41184129834093136 1
0.5203 0.9876 0.0 0.205 1.345 0.37038970150187894 1
0.52035 0.9876 0.0 0.205 1.346 0.3310330471825237 1
0.520399951171875 0.9876 0.0 0.205 1.347 0.29617048396365425 1
0.52045 0.9876 0.0 0.206 1.348 0.2680557293526203 1
0.5205 0.9875 0.0 0.206 1.349 0.25015298268342506 1
0.52055 0.9875 0.0 0.206 1.35 0.2449479666808227 1
0.5206 0.9875 0.0 0.206 1.351 0.25116628259594753 1
0.52065 0.9875 0.0 0.206 1.3514999999999973 0.26625303101271286 1
0.5207 0.9874 0.0 0.206 1.352 0.287681382475212 1
0.52075 0.9874 0.0 0.206 1.3535000000000028 0.31266436053513574 1
0.5208 0.9874 0.0 0.206 1.354 0.3388131701858091 1
0.52085 0.9874 0.0 0.206 1.355 0.36360492176105785 1
0.5209 0.9873 0.0 0.206 1.356 0.38529317515118666 1
0.52095 0.9873 0.0 0.206 1.357 0.40114511777504847 1
0.521 0.9873 0.0 0.206 1.358 0.40981388864949375 1
0.52105 0.9873 0.0 0.206 1.359 0.40912880495909537 1
0.5211 0.9873 0.0 0.206 1.36 0.40243705810154207 1
0.52115 0.98725 0.0 0.206 1.3605 0.3909361436966508 1
0.521200048828125 0.9872 0.0 0.206 1.3610024414062494 0.3763528312988963 1
0.52125 0.9872 0.0 0.206 1.3625 0.3609938106702979 1
0.5213 0.9872 0.0 0.206 1.363 0.3452756255630257 1
0.52135 0.9872 0.0 0.207 1.364 0.3318265010666073 1
0.5214 0.9871 0.0 0.207 1.365 0.3211980117567515 1
0.52145 0.9871 0.0 0.207 1.366 0.31650316728067324 1
0.5215 0.9871 0.0 0.207 1.367 0.3185108371640683 1
0.52155 0.9870500000000002 0.0 0.207 1.368 0.3299367394681094 1
0.5216 0.987 0.0 0.207 1.369 0.3488276118514408 1
0.52165 0.987 0.0 0.207 1.3694999999999973 0.37361619556260967 1
0.5217 0.987 0.0 0.207 1.37 0.40205953247952314 1
0.52175 0.987 0.0 0.207 1.3715000000000028 0.4320186683709881 1
0.5218 0.9869 0.0 0.207 1.372 0.461242878233032 1
0.52185 0.9869 0.0 0.207 1.373 0.48672022922401137 1
0.5219 0.9869 0.0 0.207 1.374 0.5067001968283 1
0.52195 0.9869 0.0 0.207 1.375 0.5184524917259044 1
0.521999951171875 0.9869 0.0 0.207 1.376 0.519274706889246 1
0.52205 0.9868 0.0 0.207 1.377 0.5087068120227332 1
0.5221 0.9868 0.0 0.207 1.378 0.4865039239176422 1
0.52215 0.9868 0.0 0.207 1.3784999999999998 0.45576871651015066 1
0.5222 0.9867 0.0 0.207 1.379 0.4195575928477802 1
0.52225 0.9867 0.0 0.207 1.3805 0.3796505775477584 1
0.5223 0.9867 0.0 0.207 1.381 0.33896669638313154 1
0.52235 0.9866500000000002 0.0 0.208 1.382 0.30035337520721545 1
0.5224 0.9866 0.0 0.208 1.383 0.26506565426628065 1
0.52245 0.9866 0.0 0.208 1.384 0.23593404759498426 1
0.5225 0.9865 0.0 0.208 1.385 0.214018319732407 1
0.52255 0.9865 0.0 0.208 1.386 0.2012175193165031 1
0.5226 0.9865 0.0 0.208 1.387 0.19608097378846753 1
0.52265 0.9865 0.0 0.208 1.387499999999997 0.19790389771535913 1
0.5227 0.9864 0.0 0.208 1.388 0.20519679115946438 1
0.52275 0.9864 0.0005000000000027756 0.208 1.3895000000000026 0.216711212057901 1
0.522800048828125 0.9864 0.0 0.208 1.3900024414062493 0.23159411508513528 1
0.52285 0.9863499999999997 0.0 0.208 1.391 0.24784806579487004 1
0.5229 0.9863 0.0 0.208 1.392 0.2649518882854592 1
0.52295 0.9863 0.0 0.208 1.393 0.28114778562553605 1
0.523 0.9863 0.0 0.208 1.394 0.29498564567763064 1
0.52305 0.9862 0.0 0.208 1.395 0.30524151069526534 1
0.5231 0.9862 0.0 0.208 1.396 0.3117641073621219 1
0.52315 0.98615 0.0 0.208 1.3965 0.31493598825093805 1
0.5232 0.9861 0.0 0.208 1.397 0.3146913331793978 1
0.52325 0.9861 0.0 0.208 1.3984999999999999 0.3119581997009816 1
0.5233 0.986 0.001 0.208 1.399 0.30768658022694817 1
0.52335 0.986 0.0 0.208 1.4 0.3020874916974042 1
0.5234 0.986 0.001 0.208 1.401 0.29632770370067135 1
0.52345 0.9859500000000003 0.0 0.208 1.402 0.29105675094152006 1
0.5235 0.9859 0.001 0.208 1.403 0.2864107345232473 1
0.52355 0.9858000000000006 0.001999999999988898 0.209 1.404 0.28336752167504153 1
0.523599951171875 0.9858 0.0 0.209 1.4049975585937506 0.28199036313755205 1
0.52365 0.9857500000000003 0.0014999999999916734 0.209 1.4054999999999973 0.28201508427213073 1
0.5237 0.9858 0.0 0.209 1.406 0.2831993103446222 1
0.52375 0.9857499999999997 0.0 0.209 1.407 0.28556144633138636 1
0.5238 0.9857 0.002 0.209 1.408 0.2881144460548613 1
0.52385 0.9857 0.0 0.209 1.409 0.29086472877827924 1
0.5239 0.9856 0.001 0.209 1.41 0.2927902580442855 1
0.52395 0.9856 0.0 0.209 1.411 0.2941301304568735 1
0.524 0.9855 0.002 0.209 1.412 0.2935851791672527 1
0.52405 0.9855 0.0 0.209 1.4125000000000028 0.29074127095370444 1
0.5241 0.9855 0.0 0.209 1.414 0.2861363890127764 1
0.52415 0.98515 0.009999999999999998 0.209 1.4144999999999999 0.2799323243827873 1
0.5242 0.9854 0.002 0.209 1.415 0.2723191799775745 1
0.52425 0.9854 0.0005 0.209 1.416 0.263972886434622 1
0.5243 0.9853 0.0 0.209 1.417 0.2555398335988311 1
0.52435 0.9853 0.0005000000000027756 0.209 1.418 0.24696307441982912 1
0.524400048828125 0.9852 0.0019951171875012305 0.209 1.419 0.23905808874645837 1
0.52445 0.9852 0.0004999999999972245 0.209 1.42 0.23260230821361721 1
0.5245 0.9851 0.002 0.209 1.421 0.22785794404595455 1
0.52455 0.9851 0.0010000000000055511 0.209 1.4214999999999973 0.22454703923528946 1
0.5246 0.9851 0.003 0.209 1.422 0.2232313960581475 1
0.52465 0.9849500000000009 0.004999999999977796 0.209 1.423 0.2230909700645821 1
0.5247 0.985 0.0 0.209 1.424 0.22375834143313864 1
0.52475 0.985 0.0 0.209 1.425 0.22558639149802812 1
0.5248 0.9849 0.001 0.209 1.426 0.22758762203727392 1
0.52485 0.9849 0.0004999999999972245 0.209 1.427 0.22994944881045865 1
0.5249 0.9849 0.0 0.209 1.428 0.231922258347375 1
0.52495 0.9848499999999998 0.0005000000000027756 0.209 1.4285000000000028 0.2329829493716056 1
0.525 0.9848 0.0 0.209 1.429 0.23364385000639687 1
0.52505 0.9848 0.0 0.209 1.4305000000000028 0.23325851432051328 1
0.5251 0.9847 0.003 0.21 1.431 0.23258494979544042 1
0.52515 0.9844999999999999 0.007500000000000001 0.21 1.432 0.23087864308950828 1
0.525199951171875 0.9847 0.0 0.21 1.433 0.22896094574713027 1
0.52525 0.98465 0.0 0.21 1.434 0.22764105067936657 1
0.5253 0.9846 0.001 0.21 1.435 0.22611834058737607 1
0.52535 0.9845000000000006 0.001999999999988898 0.21 1.4354999999999971 0.22489994182361622 1
0.5254 0.9845 0.0 0.21 1.437 0.2244853278286576 1
0.52545 0.9843500000000008 0.00449999999997502 0.21 1.4374999999999973 0.22452189039904802 1
0.5255 0.9844 0.0 0.21 1.438 0.22516435491923464 1
0.52555 0.9844 0.0 0.21 1.439 0.22668041602043026 1
0.5256 0.9844 0.0 0.21 1.44 0.22816532179260923 1
0.52565 0.9843500000000003 0.0 0.21 1.441 0.22889403043126597 1
0.5257 0.9843 0.0 0.21 1.442 0.22820599945024084 1
0.52575 0.9843 0.0 0.21 1.4425000000000028 0.22586030917385425 1
0.5258 0.9843 0.0 0.21 1.444 0.22104984005989708 1
0.52585 0.9842 0.0 0.21 1.4445000000000028 0.21514416285666155 1
0.5259 0.9842 0.0 0.21 1.445 0.20684771552422462 1
0.52595 0.9841 0.0005000000000027756 0.21 1.446 0.19734001078422214 1
0.526000048828125 0.9841 0.0 0.21 1.447 0.18570016825658534 1
0.52605 0.9841 0.0 0.21 1.448 0.17287897160821442 1
0.5261 0.984 0.0 0.21 1.449 0.15893637711597547 1
0.52615 0.984 0.0 0.21 1.4495 0.14515651624642428 1
0.5262 0.9839 0.0 0.21 1.451 0.1313656452497894 1
0.52625 0.9839 0.0 0.21 1.4515 0.11738947912851588 1
0.5263 0.9839 0.001 0.21 1.452 0.10313652495409846 1
0.52635 0.9838 0.0 0.21 1.453 0.088505100757158 1
0.5264 0.9838 0.0 0.21 1.454 0.07394751905233586 1
0.52645 0.9837500000000003 0.0 0.21 1.455 0.059900549135925324 1
0.5265 0.9836 0.002 0.21 1.456 0.04699968028761739 1
0.52655 0.9836500000000004 0.0 0.21 1.4564999999999972 0.035944269856923554 1
0.5266 0.9836 0.0 0.21 1.457 0.027097254168871994 1
0.52665 0.9836 0.001 0.21 1.4584999999999972 0.020669591085824765 1
0.5267 0.9835 0.0 0.21 1.459 0.017040178770975987 1
0.52675 0.9834499999999997 0.0010000000000055511 0.21 1.46 0.016342158872974195 1
0.526799951171875 0.9831997558593745 0.008004882812509872 0.21 1.461 0.018637668637571533 1
0.52685 0.9834 0.0015000000000027756 0.21 1.462 0.024031669808020517 1
0.5269 0.9834 0.0 0.21 1.463 0.03245552952024521 1
0.52695 0.9833499999999997 0.0 0.21 1.463500000000003 0.043759310529367615 1
0.527 0.9833 0.0 0.21 1.464 0.057993694838031955 1
0.52705 0.9830999999999994 0.004500000000013878 0.21 1.465 0.07472980800646226 1
0.5271 0.9832 0.0 0.21 1.466 0.09357835605101786 1
0.52715 0.9832 0.0 0.2105 1.467 0.11311438192706519 1
0.5272 0.9831 0.001 0.211 1.468 0.13309373766787044 1
0.52725 0.983 0.0035 0.211 1.469 0.15238337494409482 1
0.5273 0.9831 0.0 0.211 1.47 0.17069852082450593 1
0.52735 0.983 0.0015000000000083267 0.211 1.4704999999999973 0.18710906242398767 1
0.5274 0.983 0.0 0.211 1.471 0.20120285390498133 1
0.52745 0.983 0.0 0.211 1.472 0.2122805051593527 1
0.5275 0.9829 0.0 0.211 1.473 0.22025381466826277 1
0.52755 0.9829 0.0005000000000027756 0.211 1.474 0.2238357513256684 1
0.527600048828125 0.9828997558593751 0.0 0.211 1.475 0.224029939909905 1
0.52765 0.9828 0.0 0.211 1.4754999999999971 0.22131654811336493 1
0.5277 0.9828 0.0 0.211 1.476 0.2160917296364568 1
0.52775 0.9827499999999998 0.0010000000000055511 0.211 1.477 0.20843598008349196 1
0.5278 0.9827 0.0 0.211 1.478 0.19853793275893075 1
0.52785 0.9826000000000006 0.0029999999999833467 0.211 1.479 0.1865138411284755 1
0.5279 0.9826 0.0 0.211 1.48 0.17321846976078864 1
0.52795 0.9826 0.0 0.211 1.4805000000000028 0.15962592031718786 1
0.528 0.9826 0.0 0.211 1.481 0.14648251658335604 1
0.52805 0.9825 0.0 0.211 1.482 0.13494104275526428 1
0.5281 0.9825 0.0 0.211 1.483 0.125247621368394 1
0.52815 0.9825 0.0 0.211 1.484 0.11793211401885254 1
0.5282 0.9824 0.0 0.211 1.485 0.11291444055558267 1
0.52825 0.9824 0.0 0.211 1.486 0.11057478128193349 1
0.5283 0.9824 0.0 0.211 1.487 0.11140892369511005 1
0.52835 0.9823 0.0 0.211 1.4874999999999972 0.11496365198719855 1
0.528399951171875 0.9823 0.0 0.211 1.488 0.12168243220276773 1
0.52845 0.9823 0.0 0.211 1.489 0.13135619173931717 1
0.5285 0.9821 0.005 0.211 1.49 0.14394350413505785 1
0.52855 0.9822 0.0 0.211 1.491 0.1588989220295949 1
0.5286 0.982 0.004 0.211 1.492 0.17569257679306183 1
0.52865 0.9821 0.0 0.211 1.4924999999999973 0.19254102688090774 1
0.5287 0.9821 0.0 0.211 1.493 0.2089752644200843 1
0.52875 0.982 0.0 0.211 1.494 0.223770553605264 1
0.5288 0.982 0.001 0.211 1.495 0.2369194388922903 1
0.52885 0.982 0.0 0.211 1.496 0.24712293144967534 1
0.5289 0.9819 0.0 0.211 1.497 0.25505248112808254 1
0.52895 0.9818500000000003 0.000999999999994449 0.211 1.4975000000000027 0.25986302648467546 1
0.529 0.9819 0.0 0.211 1.498 0.26133651563503585 1
0.52905 0.9818499999999997 0.0 0.211 1.499 0.25979373575282755 1
0.5291 0.9818 0.0 0.211 1.5 0.25569375706747594 1
0.52915 0.9818 0.0 0.211 1.501 0.24954534713972756 1
0.529200048828125 0.9814007324218749 0.007980468750004922 0.211 1.502 0.24232744915363733 1
0.52925 0.9817 0.0 0.211 1.5025 0.23301511544313278 1
0.5293 0.9817 0.0 0.211 1.503 0.22194157851450452 1
0.52935 0.9816 0.0 0.211 1.504 0.20953031731141186 1
0.5294 0.9816 0.0 0.211 1.505 0.19584902677261373 1
0.52945 0.9816 0.0 0.211 1.5054999999999972 0.18109938586439944 1
0.5295 0.9816 0.0 0.211 1.506 0.16660941165796517 1
0.52955 0.9815 0.0 0.211 1.507 0.15297988719542038 1
0.5296 0.9815 0.0 0.211 1.508 0.14078881294445425 1
0.52965 0.9815 0.0005000000000027756 0.211 1.509 0.1306132969093567 1
0.5297 0.9814 0.0 0.211 1.51 0.1229649412885769 1
0.52975 0.9814 0.0004999999999972245 0.211 1.5105000000000026 0.11806084888620288 1
0.5298 0.9814 0.0 0.211 1.511 0.11649826667050346 1
0.52985 0.9813 0.0 0.211 1.512 0.11864805956615551 1
0.5299 0.9812 0.003 0.212 1.513 0.12458183819525168 1
0.52995 0.9813 0.0 0.212 1.514 0.1347678543886059 1
0.529999951171875 0.9812 0.0 0.212 1.5149975585937505 0.1491654430751573 1
0.53005 0.9812 0.0005000000000027756 0.212 1.5155000000000027 0.1678078315513926 1
0.5301 0.9812 0.0 0.212 1.516 0.18983240832303055 1
0.53015 0.9811499999999997 0.0010000000000055511 0.212 1.517 0.21391724056705036 1
0.5302 0.9811 0.0 0.212 1.518 0.23954513180706838 1
0.53025 0.9811 0.0005 0.212 1.519 0.2652499439146525 1
0.5303 0.9811 0.0 0.212 1.519 0.29048259850569896 1
0.53035 0.9810500000000002 0.0 0.212 1.52 0.31428327565961073 1
0.5304 0.981 0.0 0.212 1.521 0.3356648954854806 1
0.53045 0.9809499999999998 0.0025000000000083267 0.212 1.522 0.3542556193074768 1
0.5305 0.981 0.0 0.212 1.523 0.36901101181003 1
0.53055 0.9809 0.0 0.212 1.5234999999999972 0.378703200979748 1
0.5306 0.9809 0.001 0.212 1.524 0.3839433612940182 1
0.53065 0.9809 0.0 0.212 1.525 0.38592759246326597 1
0.5307 0.9808 0.001 0.212 1.526 0.3844087046632817 1
0.53075 0.9808 0.000999999999994449 0.212 1.527 0.37981749045529184 1
0.530800048828125 0.9808 0.0 0.212 1.5270024414062493 0.3719892722289862 1
0.53085 0.9808 0.0 0.212 1.528 0.36097761844917986 1
0.5309 0.9808 0.0 0.212 1.529 0.3475416685830469 1
0.53095 0.9807 0.0 0.212 1.53 0.3325811029437601 1
0.531 0.9807 0.002 0.212 1.531 0.31616776880624503 1
0.53105 0.9807 0.0 0.212 1.5315000000000027 0.2994931690785363 1
0.5311 0.9807 0.0 0.212 1.532 0.28338692567546087 1
0.53115 0.9806499999999998 0.0005000000000027756 0.212 1.533 0.2676426577872439 1
0.5312 0.9806 0.0 0.212 1.534 0.2540054226753234 1
0.53125 0.9806 0.0 0.212 1.5345 0.24244230821901624 1
0.5313 0.9806 0.0 0.212 1.535 0.23425326756847867 1
0.53135 0.9805500000000003 0.0 0.212 1.536 0.22976594350707452 1
0.5314 0.9805 0.002 0.212 1.537 0.2295458591811843 1
0.53145 0.9805 0.0010000000000055511 0.212 1.538 0.234229451245216 1
0.5315 0.9805 0.0 0.212 1.539 0.24372132140009706 1
0.53155 0.9805 0.0 0.212 1.539 0.2583823801240235 1
0.531599951171875 0.9805 0.0 0.212 1.54 0.27701845774428313 1
0.53165 0.9804 0.0 0.212 1.541 0.29766369329732256 1
0.5317 0.9804 0.0 0.212 1.542 0.3195977693138432 1
0.53175 0.9804 0.0 0.212 1.5424999999999973 0.3410038921685393 1
0.5318 0.9804 0.0 0.212 1.543 0.3610869918158895 1
0.53185 0.9803499999999997 0.0010000000000055511 0.212 1.544 0.37866860275785413 1
0.5319 0.9803 0.002 0.212 1.545 0.3932307686510282 1
0.53195 0.9803 0.0 0.212 1.5455000000000028 0.40339105860931906 1
0.532 0.9803 0.0 0.212 1.546 0.40833474323619445 1
0.53205 0.9803 0.0 0.212 1.547 0.40755289680507173 1
0.5321 0.9803 0.0 0.212 1.548 0.40189928943021286 1
0.53215 0.9803 0.0 0.212 1.5485000000000029 0.391803690769111 1
0.5322 0.9803 0.0 0.212 1.549 0.37820637318807016 1
0.53225 0.9803 0.0 0.212 1.55 0.3613611840313523 1
0.5323 0.9803 0.0 0.212 1.551 0.3415602523401097 1
0.53235 0.9802 0.0 0.212 1.552 0.3189642753369588 1
0.532400048828125 0.9802 0.0 0.212 1.5520024414062494 0.2943630014773673 1
0.53245 0.9802 0.0 0.21249999999999722 1.553 0.26872920988771953 1
0.5325 0.9802 0.001 0.213 1.554 0.24233544614850172 1
0.53255 0.9802 0.0 0.213 1.555 0.2167470509946283 1
0.5326 0.9802 0.0 0.213 1.556 0.19223526338796354 1
0.53265 0.9802 0.0 0.213 1.556 0.16981564587638054 1
0.5327 0.9802 0.0 0.213 1.557 0.15024099383193115 1
0.53275 0.9801500000000003 0.0 0.213 1.558 0.13437761603919912 1
0.5328 0.9801 0.0 0.213 1.559 0.12320076839445217 1
0.53285 0.9801 0.0 0.213 1.5595000000000028 0.11730717266912176 1
0.5329 0.9801 0.0 0.213 1.56 0.1175591325624702 1
0.53295 0.9801 0.0004999999999972245 0.213 1.561 0.12446614844346404 1
0.533 0.9801 0.0 0.213 1.562 0.1389356950397877 1
0.53305 0.9801 0.0 0.213 1.5625000000000027 0.16097489286821343 1
0.5331 0.9801 0.001 0.213 1.563 0.188987227548198 1
0.53315 0.9801 0.0 0.213 1.564 0.22130307955834935 1
0.533199951171875 0.9801 0.0 0.213 1.5649975585937506 0.255509521656314 1
0.53325 0.9801 0.0 0.213 1.5655000000000001 0.28995244179114354 1
0.5333 0.9801 0.0 0.213 1.566 0.3225455935907854 1
0.53335 0.9801 0.0 0.213 1.567 0.35155077767569354 1
0.5334 0.9801 0.0 0.213 1.568 0.3747984564173265 1
0.53345 0.9801 0.0 0.213 1.569 0.3909972765454683 1
0.5335 0.9801 0.0 0.213 1.569 0.3979343291435591 1
0.53355 0.9801 0.0 0.213 1.57 0.3937461667686056 1
0.5336 0.9801 0.0 0.213 1.571 0.38072993615678674 1
0.53365 0.9801 0.0 0.213 1.572 0.36062898293282375 1
0.5337 0.9801 0.0 0.213 1.573 0.33521003978968705 1
0.53375 0.9801 0.0004999999999972245 0.213 1.5734999999999972 0.30651197699923005 1
0.5338 0.9801 0.0 0.213 1.574 0.27631922528586866 1
0.53385 0.9801 0.0 0.213 1.575 0.2472129083215652 1
0.5339 0.9801 0.0 0.213 1.576 0.22098958015255488 1
0.53395 0.9801 0.0 0.213 1.576500000000003 0.20022595651813807 1
0.534000048828125 0.9801 0.0 0.213 1.5770024414062493 0.1875339383106462 1
0.53405 0.9801 0.0 0.213 1.578 0.18443668531298152 1
0.5341 0.9801 0.0 0.213 1.579 0.19023591893940875 1
0.53415 0.9801 0.0005000000000027756 0.213 1.58 0.20255966645199674 1
0.5342 0.9801 0.0 0.213 1.58 0.2192933203022736 1
0.53425 0.9801 0.0 0.213 1.581 0.23823767009136562 1
0.5343 0.9801 0.0 0.213 1.582 0.25775309823935344 1
0.53435 0.9801 0.0 0.213 1.583 0.2753387374727145 1
0.5344 0.9801 0.0 0.214 1.584 0.28977884695242506 1
0.53445 0.9801 0.0 0.214 1.5844999999999971 0.298934711642158 1
0.5345 0.9801 0.0 0.214 1.585 0.3014354157093266 1
0.53455 0.9801 0.0 0.214 1.586 0.29624499823194883 1
0.5346 0.9801 0.0 0.214 1.587 0.2849148996696957 1
0.53465 0.9801499999999996 0.0 0.214 1.588 0.26909415057359193 1
0.5347 0.9802 0.0 0.214 1.589 0.2506368653344457 1
0.53475 0.9802 0.0 0.214 1.589 0.2305057516860858 1
0.534799951171875 0.9802 0.0 0.214 1.59 0.21027516130944235 1
0.53485 0.9802 0.0 0.214 1.591 0.19147069400566086 1
0.5349 0.9802 0.0 0.214 1.592 0.1749636932479315 1
0.53495 0.9802 0.0 0.214 1.592500000000003 0.16230094222067026 1
0.535 0.9802 0.0 0.214 1.593 0.15479129075262787 1
0.53505 0.9802 0.0005000000000027756 0.214 1.594 0.1530825904645158 1
0.5351 0.9802 0.0 0.214 1.595 0.15686051104367896 1
0.53515 0.9802 0.0 0.214 1.596 0.16484122813028795 1
0.5352 0.9803 0.0 0.214 1.597 0.17613730144639855 1
0.53525 0.9803 0.0 0.214 1.5975000000000001 0.19001421923890363 1
0.5353 0.9803 0.0 0.214 1.598 0.2050360370969606 1
0.53535 0.9803 0.0 0.214 1.599 0.2206052648918592 1
0.5354 0.9803 0.0 0.214 1.6 0.23564365708041135 1
0.53545 0.9803 0.0 0.214 1.601 0.24903913310447706 1
0.5355 0.9803 0.0 0.214 1.602 0.25999009269187856 1
0.53555 0.9803 0.0005000000000027756 0.214 1.6024999999999974 0.2675831920925762 1
0.535600048828125 0.9803 0.0 0.214 1.6030024414062494 0.2720318773755024 1
0.53565 0.9803 0.0 0.214 1.6044999999999972 0.27339471655782155 1
0.5357 0.9804 0.0 0.214 1.605 0.27210007656947344 1
0.53575 0.9804 0.0 0.214 1.606 0.2683897615016386 1
0.5358 0.9804 0.0 0.214 1.607 0.2625054268332673 1
0.53585 0.9804 0.0 0.215 1.608 0.25451820125837676 1
0.5359 0.9804 0.0 0.215 1.609 0.2448431540763783 1
0.53595 0.9804 0.0 0.215 1.6095000000000028 0.23387157989754037 1
0.536 0.9804 0.0 0.215 1.61 0.22196090223450904 1
0.53605 0.9804 0.0 0.215 1.611 0.20889359970012536 1
0.5361 0.9804 0.0 0.215 1.612 0.19542364438857893 1
0.53615 0.9804 0.0 0.215 1.613 0.18161126320456147 1
0.5362 0.9804 0.0 0.215 1.614 0.16803460421000688 1
0.53625 0.9804 0.0 0.215 1.615 0.15478521409468174 1
0.5363 0.9804 0.0 0.215 1.616 0.1424056800348994 1
0.53635 0.9804 0.0005 0.215 1.6165 0.13102748485844315 1
0.536399951171875 0.9804 0.0 0.215 1.6179975585937507 0.12101780286087657 1
0.53645 0.9804 0.0 0.215 1.6184999999999974 0.11278398681293986 1
0.5365 0.9804 0.0 0.215 1.619 0.10663190660860732 1
0.53655 0.9804499999999998 0.0005000000000027756 0.215 1.62 0.10290362480235196 1
0.5366 0.9805 0.0 0.215 1.621 0.10147187909378057 1
0.53665 0.9805 0.0 0.215 1.622 0.10213045262553493 1
0.5367 0.9805 0.0 0.215 1.623 0.10480269666262634 1
0.53675 0.9805 0.0 0.215 1.624 0.10927096234815187 1
0.5368 0.9805 0.0 0.215 1.625 0.11545184615325596 1
0.53685 0.9805 0.0 0.215 1.626 0.12311325691862615 1
0.5369 0.9805 0.0 0.215 1.627 0.1321717728118312 1
0.53695 0.9805 0.0 0.215 1.6275000000000026 0.142378678109929 1
0.537 0.9805 0.0 0.216 1.629 0.15365644112555787 1
0.53705 0.9805 0.0 0.216 1.6295000000000028 0.1658158581464117 1
0.5371 0.9805 0.0 0.216 1.631 0.17830983870587902 1
0.53715 0.9805 0.0 0.216 1.6315000000000026 0.19111905557038117 1
