# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# Reference populations and intensities from the O2 population model for lines
# with HITRAN2020 data (intensities consistent with pmd_reflineint_mol.dat)
# 
# Column names:
# lam: vacuum wavelength in µm (HITRAN2020)
# ID: 13 characters describing upper and lower states (HITRAN2020)
#     (see pmd_reflineint_mol.dat for details)
# isot: isotopologue (1616 or 1618)
# eli: electronic upper state (a or b)
# vi: vibrational level of upper state
# Ni: rotational level of upper state
# Ei: energy of upper state in 1/cm (HITRAN2020)
# Aij: Einstein-A coefficient in 1/s (HITRAN2020)
# gi: statistical weight (HITRAN2020)
# y: natural logarithm of population (exp(y) in Rs)
# I: reference intensity in R (based on product of exp(y), Aij, and gi)
# 
# References:
# HITRAN2020: https://doi.org/10.1016/j.jqsrt.2021.107949
# 
      lam             ID  isot   eli  vi  Ni         Ei        Aij   gi         y           I 
 0.759783  OQbX00RQ1121d  1618     b   0  21  13730.859  2.131e-02   43   -3.8145   2.020e-02 
 0.759785  O2bX00RR1224d  1616     b   0  24  13954.822  2.038e-02   49    0.9900   2.688e+00 
 0.759794  OQbX00RR1224d  1618     b   0  24  13911.496  2.020e-02   49   -5.1863   5.536e-03 
 0.759795  O2bX00RQ1138d  1616     b   0  38  15172.032  2.120e-02   77   -3.3175   5.916e-02 
 0.759801  OQbX00RR1235d  1618     b   0  35  14772.882  2.059e-02   71   -9.4615   1.137e-04 
 0.759826  OQbX00RR1223d  1618     b   0  23  13848.686  2.015e-02   47   -4.7117   8.514e-03 
 0.759831  O2bX00RQ1120d  1616     b   0  20  13705.383  2.157e-02   41    2.8815   1.578e+01 
 0.759832  OQbX00RQ1120d  1618     b   0  20  13675.847  2.130e-02   41   -3.3939   2.932e-02 
 0.759835  OQbX00RR1236d  1618     b   0  36  14866.598  2.062e-02   73   -9.5700   1.051e-04 
 0.759836  O2bX00RR1236d  1616     b   0  36  14965.614  2.103e-02   73   -3.1603   6.511e-02 
 0.759848  O2bX00RS1320q  1616     b   0  20  13705.383  2.749e-07   41    2.8815   2.011e-04 
 0.759859  O2bX00RR1222d  1616     b   0  22  13824.603  2.030e-02   45    1.9724   6.566e+00 
 0.759864  OQbX00RR1222d  1618     b   0  22  13788.473  2.009e-02   45   -4.2540   1.284e-02 
 0.759886  OQbX00RQ1119d  1618     b   0  19  13623.438  2.129e-02   39   -2.9925   4.165e-02 
 0.759907  OQbX00RR1221d  1618     b   0  21  13730.859  2.003e-02   43   -3.8145   1.899e-02 
 0.759911  O2bX00RQ1140d  1616     b   0  40  15389.196  2.113e-02   81   -3.4666   5.344e-02 
 0.759928  O2bX00RR1238d  1616     b   0  38  15172.032  2.049e-02   77   -3.3175   5.718e-02 
 0.759945  OQbX00RQ1118d  1618     b   0  18  13573.636  2.128e-02   37   -2.6107   5.786e-02 
 0.759951  O2bX00RQ1118d  1616     b   0  18  13597.185  2.158e-02   37    3.7100   3.262e+01 
 0.759955  O2bX00RR1220d  1616     b   0  20  13705.383  2.019e-02   41    2.8815   1.477e+01 
 0.759955  OQbX00RR1220d  1618     b   0  20  13675.847  1.996e-02   41   -3.3939   2.748e-02 
 0.759966  O2bX00RS1318q  1616     b   0  18  13597.185  2.714e-07   37    3.7100   4.102e-04 
 0.760008  OQbX00RR1219d  1618     b   0  19  13623.438  1.988e-02   39   -2.9925   3.889e-02 
 0.760010  OQbX00RQ1117d  1618     b   0  17  13526.442  2.126e-02   35   -2.2487   7.853e-02 
 0.760045  O2bX00RR1240d  1616     b   0  40  15389.196  2.046e-02   81   -3.4666   5.174e-02 
 0.760052  O2bX00RQ1142d  1616     b   0  42  15617.066  2.106e-02   85   -3.6190   4.799e-02 
 0.760067  OQbX00RR1218d  1618     b   0  18  13573.636  1.979e-02   37   -2.6107   5.380e-02 
 0.760073  O2bX00RR1218d  1616     b   0  18  13597.185  2.004e-02   37    3.7100   3.029e+01 
 0.760080  OQbX00RQ1116d  1618     b   0  16  13481.859  2.125e-02   33   -1.9066   1.042e-01 
 0.760093  O2bX00RQ1116d  1616     b   0  16  13500.028  2.158e-02   33    4.4553   6.130e+01 
 0.760106  O2bX00RS1316q  1616     b   0  16  13500.028  2.681e-07   33    4.4553   7.616e-04 
 0.760132  OQbX00RR1217d  1618     b   0  17  13526.442  1.969e-02   35   -2.2487   7.273e-02 
 0.760155  OQbX00RQ1115d  1618     b   0  15  13439.888  2.123e-02   31   -1.5844   1.350e-01 
 0.760187  O2bX00RR1242d  1616     b   0  42  15617.066  2.043e-02   85   -3.6190   4.655e-02 
 0.760201  OQbX00RR1216d  1618     b   0  16  13481.859  1.958e-02   33   -1.9066   9.601e-02 
 0.760215  O2bX00RR1216d  1616     b   0  16  13500.028  1.986e-02   33    4.4553   5.642e+01 
 0.760219  O2bX00RQ1144d  1616     b   0  44  15855.598  2.098e-02   89   -3.7776   4.272e-02 
 0.760236  OQbX00RQ1114d  1618     b   0  14  13400.531  2.119e-02   29   -1.2822   1.705e-01 
 0.760258  O2bX00RQ1114d  1616     b   0  14  13413.931  2.158e-02   29    5.1162   1.043e+02 
 0.760268  O2bX00RS1314q  1616     b   0  14  13413.931  2.636e-07   29    5.1162   1.274e-03 
 0.760276  OQbX00RR1215d  1618     b   0  15  13439.888  1.946e-02   31   -1.5844   1.237e-01 
 0.760322  OQbX00RQ1113d  1618     b   0  13  13363.791  2.117e-02   27   -1.0000   2.103e-01 
 0.760355  O2bX00RR1244d  1616     b   0  44  15855.598  2.039e-02   89   -3.7776   4.151e-02 
 0.760356  OQbX00RR1214d  1618     b   0  14  13400.531  1.931e-02   29   -1.2822   1.554e-01 
 0.760378  O2bX00RR1214d  1616     b   0  14  13413.931  1.961e-02   29    5.1162   9.480e+01 
 0.760411  O2bX00RQ1146d  1616     b   0  46  16104.748  2.091e-02   93   -3.9431   3.770e-02 
 0.760413  OQbX00RQ1112d  1618     b   0  12  13329.667  2.115e-02   25   -0.7379   2.528e-01 
 0.760441  OQbX00RR1213d  1618     b   0  13  13363.791  1.914e-02   27   -1.0000   1.901e-01 
 0.760445  O2bX00RQ1112d  1616     b   0  12  13338.910  2.155e-02   25    5.6924   1.598e+02 
 0.760453  O2bX00RS1312q  1616     b   0  12  13338.910  2.571e-07   25    5.6924   1.906e-03 
 0.760509  OQbX00RQ1111d  1618     b   0  11  13298.163  2.111e-02   23   -0.4959   2.957e-01 
 0.760532  OQbX00RR1212d  1618     b   0  12  13329.668  1.895e-02   25   -0.7379   2.265e-01 
 0.760548  O2bX00RR1246d  1616     b   0  46  16104.748  2.034e-02   93   -3.9431   3.667e-02 
 0.760564  O2bX00RR1212d  1616     b   0  12  13338.910  1.926e-02   25    5.6924   1.428e+02 
 0.760587  O2bX00TS1104q  1616     b   0   4  13149.829  1.930e-08    9    7.1449   2.202e-04 
 0.760610  OQbX00RQ1110d  1618     b   0  10  13269.280  2.107e-02   21   -0.2741   3.364e-01 
 0.760627  OQbX00RR1211d  1618     b   0  11  13298.164  1.873e-02   23   -0.4959   2.624e-01 
 0.760654  O2bX00RQ1110d  1616     b   0  10  13274.978  2.150e-02   21    6.1835   2.188e+02 
 0.760660  O2bX00RS1310q  1616     b   0  10  13274.978  2.482e-07   21    6.1835   2.526e-03 
 0.760717  OQbX00RQ1109d  1618     b   0   9  13243.018  2.103e-02   19   -0.0723   3.717e-01 
 0.760728  OQbX00RR1210d  1618     b   0  10  13269.280  1.846e-02   21   -0.2741   2.947e-01 
 0.760772  O2bX00RR1210d  1616     b   0  10  13274.978  1.878e-02   21    6.1835   1.911e+02 
 0.760829  OQbX00RQ1108d  1618     b   0   8  13219.379  2.096e-02   17    0.1093   3.975e-01 
 0.760834  OQbX00RR1209d  1618     b   0   9  13243.018  1.814e-02   19   -0.0723   3.206e-01 
 0.760885  O2bX00RQ1108d  1616     b   0   8  13222.148  2.143e-02   17    6.5893   2.650e+02 
 0.760888  O2bX00RS1308q  1616     b   0   8  13222.148  2.360e-07   17    6.5893   2.918e-03 
 0.760946  OQbX00RR1208d  1618     b   0   8  13219.379  1.774e-02   17    0.1093   3.364e-01 
 0.760946  OQbX00RQ1107d  1618     b   0   7  13198.365  2.088e-02   15    0.2707   4.106e-01 
 0.761002  O2bX00RR1208d  1616     b   0   8  13222.148  1.805e-02   17    6.5893   2.232e+02 
 0.761062  OQbX00RR1207d  1618     b   0   7  13198.365  1.723e-02   15    0.2707   3.388e-01 
 0.761068  OQbX00RQ1106d  1618     b   0   6  13179.975  2.078e-02   13    0.4120   4.079e-01 
 0.761138  O2bX00RS1306q  1616     b   0   6  13180.429  2.154e-07   13    6.9098   2.806e-03 
 0.761139  O2bX00RQ1106d  1616     b   0   6  13180.429  2.129e-02   13    6.9098   2.773e+02 
 0.761184  OQbX00RR1206d  1618     b   0   6  13179.974  1.657e-02   13    0.4120   3.252e-01 
 0.761196  OQbX00RQ1105d  1618     b   0   5  13164.210  2.063e-02   11    0.5331   3.867e-01 
 0.761254  O2bX00RR1206d  1616     b   0   6  13180.429  1.687e-02   13    6.9098   2.198e+02 
 0.761310  OQbX00RR1205d  1618     b   0   5  13164.210  1.567e-02   11    0.5331   2.938e-01 
 0.761329  OQbX00RQ1104d  1618     b   0   4  13151.072  2.044e-02    9    0.6341   3.468e-01 
 0.761407  O2bX00RS1304q  1616     b   0   4  13149.829  1.734e-07    9    7.1449   1.978e-03 
 0.761415  O2bX00RQ1104d  1616     b   0   4  13149.829  2.101e-02    9    7.1449   2.397e+02 
 0.761442  OQbX00RR1204d  1618     b   0   4  13151.072  1.436e-02    9    0.6341   2.437e-01 
 0.761468  OQbX00RQ1103d  1618     b   0   3  13140.561  2.011e-02    7    0.7148   2.877e-01 
 0.761528  O2bX00RR1204d  1616     b   0   4  13149.829  1.462e-02    9    7.1449   1.668e+02 
 0.761580  OQbX00RR1203d  1618     b   0   3  13140.561  1.231e-02    7    0.7148   1.761e-01 
 0.761594  O2bX00RS1302q  1616     b   0   2  13130.353  2.303e-08    5    7.2945   1.695e-04 
 0.761612  OQbX00RQ1102d  1618     b   0   2  13132.677  1.953e-02    5    0.7754   2.120e-01 
 0.761715  O2bX00RQ1102d  1616     b   0   2  13130.353  2.025e-02    5    7.2945   1.491e+02 
 0.761722  OQbX00RR1202d  1618     b   0   2  13132.677  8.615e-03    5    0.7754   9.353e-02 
 0.761764  OQbX00RQ1101d  1618     b   0   1  13127.421  1.809e-02    3    0.8158   1.227e-01 
 0.761824  O2bX00RR1202d  1616     b   0   2  13130.353  8.778e-03    5    7.2945   6.462e+01 
 0.762180  OQbX00PP1200d  1618     b   0   0  13124.793  8.612e-02    1    0.8360   1.987e-01 
 0.762200  O2bX00PO1100q  1616     b   0   0  13122.006  1.020e-06    1    7.3587   1.601e-03 
 0.762217  OQbX00PQ1301d  1618     b   0   1  13127.421  2.496e-02    3    0.8158   1.693e-01 
 0.762309  O2bX00PP1200d  1616     b   0   0  13122.006  8.776e-02    1    7.3587   1.378e+02 
 0.762342  OQbX00PP1201d  1618     b   0   1  13127.421  4.306e-02    3    0.8158   2.921e-01 
 0.762390  OQbX00PQ1302d  1618     b   0   2  13132.677  2.352e-02    5    0.7754   2.554e-01 
 0.762510  OQbX00PP1202d  1618     b   0   2  13132.677  3.441e-02    5    0.7754   3.736e-01 
 0.762538  O2bX00PQ1302d  1616     b   0   2  13130.353  2.361e-02    5    7.2945   1.738e+02 
 0.762546  O2bX00PO1102q  1616     b   0   2  13130.353  4.654e-07    5    7.2945   3.426e-03 
 0.762566  OQbX00PQ1303d  1618     b   0   3  13140.561  2.294e-02    7    0.7148   3.282e-01 
 0.762659  O2bX00PP1202d  1616     b   0   2  13130.353  3.509e-02    5    7.2945   2.583e+02 
 0.762684  OQbX00PP1203d  1618     b   0   3  13140.561  3.073e-02    7    0.7148   4.396e-01 
 0.762745  OQbX00PQ1304d  1618     b   0   4  13151.072  2.262e-02    9    0.6341   3.838e-01 
 0.762862  OQbX00PP1204d  1618     b   0   4  13151.072  2.869e-02    9    0.6341   4.868e-01 
 0.762915  O2bX00PQ1304d  1616     b   0   4  13149.829  2.284e-02    9    7.1449   2.606e+02 
 0.762916  O2bX00PO1104q  1616     b   0   4  13149.829  3.916e-07    9    7.1449   4.468e-03 
 0.762930  OQbX00PQ1305d  1618     b   0   5  13164.210  2.240e-02   11    0.5331   4.199e-01 
 0.763024  O2bX00NO1300q  1616     b   0   0  13122.006  3.461e-07    1    7.3587   5.433e-04 
 0.763032  O2bX00PP1204d  1616     b   0   4  13149.829  2.923e-02    9    7.1449   3.335e+02 
 0.763045  OQbX00PP1205d  1618     b   0   5  13164.210  2.738e-02   11    0.5331   5.133e-01 
 0.763119  OQbX00PQ1306d  1618     b   0   6  13179.975  2.227e-02   13    0.4120   4.371e-01 
 0.763234  OQbX00PP1206d  1618     b   0   6  13179.975  2.649e-02   13    0.4120   5.199e-01 
 0.763308  O2bX00PO1106q  1616     b   0   6  13180.429  3.619e-07   13    6.9098   4.714e-03 
 0.763311  O2bX00PQ1306d  1616     b   0   6  13180.429  2.254e-02   13    6.9098   2.936e+02 
 0.763314  OQbX00PQ1307d  1618     b   0   7  13198.365  2.217e-02   15    0.2707   4.359e-01 
 0.763426  O2bX00PP1206d  1616     b   0   6  13180.429  2.696e-02   13    6.9098   3.512e+02 
 0.763428  OQbX00PP1207d  1618     b   0   7  13198.365  2.582e-02   15    0.2707   5.077e-01 
 0.763514  OQbX00PQ1308d  1618     b   0   8  13219.379  2.210e-02   17    0.1093   4.191e-01 
 0.763627  OQbX00PP1208d  1618     b   0   8  13219.380  2.531e-02   17    0.1093   4.800e-01 
 0.763718  OQbX00PQ1309d  1618     b   0   9  13243.018  2.202e-02   19   -0.0723   3.892e-01 
 0.763723  O2bX00PO1108q  1616     b   0   8  13222.148  3.453e-07   17    6.5893   4.269e-03 
 0.763729  O2bX00PQ1308d  1616     b   0   8  13222.148  2.238e-02   17    6.5893   2.767e+02 
 0.763831  OQbX00PP1209d  1618     b   0   9  13243.018  2.490e-02   19   -0.0723   4.401e-01 
 0.763842  O2bX00PP1208d  1616     b   0   8  13222.148  2.575e-02   17    6.5893   3.184e+02 
 0.763928  OQbX00PQ1310d  1618     b   0  10  13269.280  2.197e-02   21   -0.2741   3.508e-01 
 0.764041  OQbX00PP1210d  1618     b   0  10  13269.280  2.458e-02   21   -0.2741   3.924e-01 
 0.764050  O2bX00NO1302q  1616     b   0   2  13130.353  1.285e-07    5    7.2945   9.459e-04 
 0.764143  OQbX00PQ1311d  1618     b   0  11  13298.164  2.193e-02   23   -0.4959   3.072e-01 
 0.764160  O2bX00PO1110q  1616     b   0  10  13274.978  3.346e-07   21    6.1835   3.406e-03 
 0.764168  O2bX00PQ1310d  1616     b   0  10  13274.978  2.226e-02   21    6.1835   2.266e+02 
 0.764255  OQbX00PP1211d  1618     b   0  11  13298.164  2.431e-02   23   -0.4959   3.405e-01 
 0.764280  O2bX00PP1210d  1616     b   0  10  13274.978  2.499e-02   21    6.1835   2.544e+02 
 0.764364  OQbX00PQ1312d  1618     b   0  12  13329.667  2.188e-02   25   -0.7379   2.615e-01 
 0.764475  OQbX00PP1212d  1618     b   0  12  13329.668  2.407e-02   25   -0.7379   2.877e-01 
 0.764589  OQbX00PQ1313d  1618     b   0  13  13363.791  2.185e-02   27   -1.0000   2.170e-01 
 0.764619  O2bX00PO1112q  1616     b   0  12  13338.910  3.266e-07   25    5.6924   2.422e-03 
 0.764630  O2bX00PQ1312d  1616     b   0  12  13338.910  2.218e-02   25    5.6924   1.645e+02 
 0.764700  OQbX00PP1213d  1618     b   0  13  13363.791  2.389e-02   27   -1.0000   2.373e-01 
 0.764741  O2bX00PP1212d  1616     b   0  12  13338.910  2.447e-02   25    5.6924   1.814e+02 
 0.764820  OQbX00PQ1314d  1618     b   0  14  13400.531  2.182e-02   29   -1.2822   1.756e-01 
 0.764930  OQbX00PP1214d  1618     b   0  14  13400.531  2.371e-02   29   -1.2822   1.908e-01 
 0.765056  OQbX00PQ1315d  1618     b   0  15  13439.888  2.180e-02   31   -1.5844   1.386e-01 
 0.765098  O2bX00NO1304q  1616     b   0   4  13149.829  9.951e-08    9    7.1449   1.135e-03 
 0.765100  O2bX00PO1114q  1616     b   0  14  13413.931  3.207e-07   29    5.1162   1.550e-03 
 0.765113  O2bX00PQ1314d  1616     b   0  14  13413.931  2.210e-02   29    5.1162   1.068e+02 
 0.765166  OQbX00PP1215d  1618     b   0  15  13439.888  2.356e-02   31   -1.5844   1.498e-01 
 0.765223  O2bX00PP1214d  1616     b   0  14  13413.931  2.407e-02   29    5.1162   1.164e+02 
 0.765297  OQbX00PQ1316d  1618     b   0  16  13481.859  2.177e-02   33   -1.9066   1.067e-01 
 0.765407  OQbX00PP1216d  1618     b   0  16  13481.859  2.344e-02   33   -1.9066   1.149e-01 
 0.765544  OQbX00PQ1317d  1618     b   0  17  13526.442  2.175e-02   35   -2.2487   8.034e-02 
 0.765604  O2bX00PO1116q  1616     b   0  16  13500.028  3.158e-07   33    4.4553   8.971e-04 
 0.765619  O2bX00PQ1316d  1616     b   0  16  13500.028  2.203e-02   33    4.4553   6.258e+01 
 0.765653  OQbX00PP1217d  1618     b   0  17  13526.442  2.332e-02   35   -2.2487   8.614e-02 
 0.765728  O2bX00PP1216d  1616     b   0  16  13500.028  2.377e-02   33    4.4553   6.752e+01 
 0.765796  OQbX00PQ1318d  1618     b   0  18  13573.636  2.173e-02   37   -2.6107   5.908e-02 
 0.765904  OQbX00PP1218d  1618     b   0  18  13573.636  2.321e-02   37   -2.6107   6.310e-02 
 0.766053  OQbX00PQ1319d  1618     b   0  19  13623.438  2.171e-02   39   -2.9925   4.247e-02 
 0.766130  O2bX00PO1118q  1616     b   0  18  13597.185  3.120e-07   37    3.7100   4.716e-04 
 0.766147  O2bX00PQ1318d  1616     b   0  18  13597.185  2.198e-02   37    3.7100   3.322e+01 
 0.766161  OQbX00PP1219d  1618     b   0  19  13623.438  2.312e-02   39   -2.9925   4.523e-02 
 0.766170  O2bX00NO1306q  1616     b   0   6  13180.429  8.752e-08   13    6.9098   1.140e-03 
 0.766255  O2bX00PP1218d  1616     b   0  18  13597.185  2.351e-02   37    3.7100   3.554e+01 
 0.766315  OQbX00PQ1320d  1618     b   0  20  13675.847  2.169e-02   41   -3.3939   2.986e-02 
 0.766423  OQbX00PP1220d  1618     b   0  20  13675.847  2.303e-02   41   -3.3939   3.171e-02 
 0.766583  OQbX00PQ1321d  1618     b   0  21  13730.859  2.167e-02   43   -3.8145   2.055e-02 
 0.766678  O2bX00PO1120q  1616     b   0  20  13705.383  3.082e-07   41    2.8815   2.254e-04 
 0.766690  OQbX00PP1221d  1618     b   0  21  13730.859  2.295e-02   43   -3.8145   2.176e-02 
 0.766698  O2bX00PQ1320d  1616     b   0  20  13705.383  2.191e-02   41    2.8815   1.603e+01 
 0.766805  O2bX00PP1220d  1616     b   0  20  13705.383  2.330e-02   41    2.8815   1.704e+01 
 0.766856  OQbX00PQ1322d  1618     b   0  22  13788.473  2.165e-02   45   -4.2540   1.384e-02 
 0.766963  OQbX00PP1222d  1618     b   0  22  13788.473  2.288e-02   45   -4.2540   1.463e-02 
 0.767134  OQbX00PQ1323d  1618     b   0  23  13848.686  2.164e-02   47   -4.7117   9.143e-03 
 0.767241  OQbX00PP1223d  1618     b   0  23  13848.686  2.281e-02   47   -4.7117   9.638e-03 
 0.767250  O2bX00PO1122q  1616     b   0  22  13824.603  3.056e-07   45    1.9724   9.885e-05 
 0.767266  O2bX00NO1308q  1616     b   0   8  13222.148  8.051e-08   17    6.5893   9.954e-04 
 0.767271  O2bX00PQ1322d  1616     b   0  22  13824.603  2.185e-02   45    1.9724   7.068e+00 
 0.767378  O2bX00PP1222d  1616     b   0  22  13824.603  2.311e-02   45    1.9724   7.475e+00 
 0.767418  OQbX00PQ1324d  1618     b   0  24  13911.495  2.163e-02   49   -5.1863   5.928e-03 
 0.767524  OQbX00PP1224d  1618     b   0  24  13911.496  2.274e-02   49   -5.1863   6.232e-03 
 0.767708  OQbX00PQ1325d  1618     b   0  25  13976.898  2.162e-02   51   -5.6759   3.779e-03 
 0.767813  OQbX00PP1225d  1618     b   0  25  13976.898  2.270e-02   51   -5.6759   3.968e-03 
 0.767844  O2bX00PO1124q  1616     b   0  24  13954.822  3.022e-07   49    0.9900   3.985e-05 
 0.767868  O2bX00PQ1324d  1616     b   0  24  13954.822  2.180e-02   49    0.9900   2.875e+00 
 0.767973  O2bX00PP1224d  1616     b   0  24  13954.822  2.295e-02   49    0.9900   3.027e+00 
 0.768002  OQbX00PQ1326d  1618     b   0  26  14044.892  2.160e-02   53   -6.1772   2.377e-03 
 0.768107  OQbX00PP1226d  1618     b   0  26  14044.892  2.264e-02   53   -6.1772   2.491e-03 
 0.768303  OQbX00PQ1327d  1618     b   0  27  14115.473  2.159e-02   55   -6.6848   1.484e-03 
 0.768386  O2bX00NO1310q  1616     b   0  10  13274.978  7.623e-08   21    6.1835   7.759e-04 
 0.768407  OQbX00PP1227d  1618     b   0  27  14115.473  2.259e-02   55   -6.6848   1.553e-03 
 0.768461  O2bX00PO1126q  1616     b   0  26  14096.016  2.995e-07   53   -0.0452   1.517e-05 
 0.768487  O2bX00PQ1326d  1616     b   0  26  14096.016  2.173e-02   53   -0.0452   1.101e+00 
 0.768592  O2bX00PP1226d  1616     b   0  26  14096.016  2.280e-02   53   -0.0452   1.155e+00 
 0.768604  O2bX11RQ1128d  1616     b   1  28  15638.025  1.756e-02   57   -1.9361   1.444e-01 
 0.768608  OQbX00PQ1328d  1618     b   0  28  14188.639  2.158e-02   57   -7.1901   9.275e-04 
 0.768613  O2bX11RQ1126d  1616     b   1  26  15487.900  1.755e-02   53   -1.8970   1.395e-01 
 0.768621  O2bX11RQ1130d  1616     b   1  30  15798.923  1.756e-02   61   -1.9750   1.486e-01 
 0.768646  O2bX11RQ1124d  1616     b   1  24  15348.575  1.754e-02   49   -1.8533   1.347e-01 
 0.768705  O2bX11RQ1122d  1616     b   1  22  15220.079  1.752e-02   45   -1.7960   1.308e-01 
 0.768713  OQbX00PP1228d  1618     b   0  28  14188.639  2.255e-02   57   -7.1901   9.692e-04 
 0.768735  O2bX11RR1228d  1616     b   1  28  15638.025  1.674e-02   57   -1.9361   1.377e-01 
 0.768743  O2bX11RR1226d  1616     b   1  26  15487.900  1.668e-02   53   -1.8970   1.326e-01 
 0.768753  O2bX11RR1230d  1616     b   1  30  15798.923  1.680e-02   61   -1.9750   1.422e-01 
 0.768775  O2bX11RR1224d  1616     b   1  24  15348.575  1.659e-02   49   -1.8533   1.274e-01 
 0.768788  O2bX11RQ1120d  1616     b   1  20  15102.434  1.750e-02   41   -1.7088   1.299e-01 
 0.768833  O2bX11RR1222d  1616     b   1  22  15220.079  1.649e-02   45   -1.7960   1.232e-01 
 0.768895  O2bX11RQ1118d  1616     b   1  18  14995.664  1.748e-02   37   -1.5700   1.346e-01 
 0.768915  O2bX11RR1220d  1616     b   1  20  15102.434  1.637e-02   41   -1.7088   1.215e-01 
 0.768919  OQbX00PQ1329d  1618     b   0  29  14264.386  2.156e-02   59   -7.6798   5.878e-04 
 0.769021  O2bX11RR1218d  1616     b   1  18  14995.664  1.623e-02   37   -1.5700   1.249e-01 
 0.769023  OQbX00PP1229d  1618     b   0  29  14264.386  2.250e-02   59   -7.6798   6.134e-04 
 0.769027  O2bX11RQ1116d  1616     b   1  16  14899.789  1.744e-02   33   -1.3613   1.475e-01 
 0.769101  O2bX00PO1128q  1616     b   0  28  14248.158  2.977e-07   57   -1.0771   5.779e-06 
 0.769130  O2bX00PQ1328d  1616     b   0  28  14248.158  2.167e-02   57   -1.0771   4.207e-01 
 0.769151  O2bX11RR1216d  1616     b   1  16  14899.789  1.604e-02   33   -1.3613   1.357e-01 
 0.769182  O2bX11RQ1114d  1616     b   1  14  14814.827  1.740e-02   29   -1.0836   1.707e-01 
 0.769233  O2bX00PP1228d  1616     b   0  28  14248.158  2.265e-02   57   -1.0771   4.397e-01 
 0.769236  OQbX00PQ1330d  1618     b   0  30  14342.711  2.156e-02   61   -8.1360   3.851e-04 
 0.769306  O2bX11RR1214d  1616     b   1  14  14814.827  1.581e-02   29   -1.0836   1.551e-01 
 0.769340  OQbX00PP1230d  1618     b   0  30  14342.711  2.246e-02   61   -8.1360   4.012e-04 
 0.769362  O2bX11RQ1112d  1616     b   1  12  14740.793  1.735e-02   25   -0.7613   2.026e-01 
 0.769485  O2bX11RR1212d  1616     b   1  12  14740.793  1.551e-02   25   -0.7613   1.811e-01 
 0.769530  O2bX00NO1312q  1616     b   0  12  13338.910  7.340e-08   25    5.6924   5.443e-04 
 0.769559  OQbX00PQ1331d  1618     b   0  31  14423.611  2.155e-02   63   -8.5386   2.658e-04 
 0.769566  O2bX11RQ1110d  1616     b   1  10  14677.703  1.729e-02   21   -0.4303   2.361e-01 
 0.769662  OQbX00PP1231d  1618     b   0  31  14423.611  2.242e-02   63   -8.5386   2.765e-04 
 0.769687  O2bX11RR1210d  1616     b   1  10  14677.703  1.509e-02   21   -0.4303   2.061e-01 
 0.769793  O2bX11RQ1108d  1616     b   1   8  14625.568  1.719e-02   17   -0.1230   2.584e-01 
 0.769796  O2bX00PQ1330d  1616     b   0  30  14411.221  2.160e-02   61   -1.9806   1.818e-01 
 0.769887  OQbX00PQ1332d  1618     b   0  32  14507.081  2.153e-02   65   -8.8712   1.964e-04 
 0.769899  O2bX00PP1230d  1616     b   0  30  14411.221  2.252e-02   61   -1.9806   1.896e-01 
 0.769913  O2bX11RR1208d  1616     b   1   8  14625.568  1.449e-02   17   -0.1230   2.178e-01 
 0.769989  OQbX00PP1232d  1618     b   0  32  14507.081  2.238e-02   65   -8.8712   2.042e-04 
 0.770045  O2bX11RQ1106d  1616     b   1   6  14584.397  1.705e-02   13    0.1374   2.543e-01 
 0.770163  O2bX11RR1206d  1616     b   1   6  14584.397  1.352e-02   13    0.1374   2.016e-01 
 0.770220  OQbX00PQ1333d  1618     b   0  33  14593.119  2.152e-02   67   -9.1289   1.564e-04 
 0.770320  O2bX11RQ1104d  1616     b   1   4  14554.199  1.679e-02    9    0.3365   2.116e-01 
 0.770322  OQbX00PP1233d  1618     b   0  33  14593.119  2.235e-02   67   -9.1289   1.624e-04 
 0.770436  O2bX11RR1204d  1616     b   1   4  14554.199  1.171e-02    9    0.3365   1.476e-01 
 0.770486  O2bX00PQ1332d  1616     b   0  32  14585.173  2.153e-02   65   -2.6071   1.032e-01 
 0.770559  OQbX00PQ1334d  1618     b   0  34  14681.721  2.151e-02   69   -9.3202   1.330e-04 
 0.770588  O2bX00PP1232d  1616     b   0  32  14585.173  2.239e-02   65   -2.6071   1.073e-01 
 0.770621  O2bX11RQ1102d  1616     b   1   2  14534.980  1.613e-02    5    0.4664   1.286e-01 
 0.770661  OQbX00PP1234d  1618     b   0  34  14681.721  2.231e-02   69   -9.3202   1.379e-04 
 0.770699  O2bX00NO1314q  1616     b   0  14  13413.931  7.062e-08   29    5.1162   3.414e-04 
 0.770733  O2bX11RR1202d  1616     b   1   2  14534.980  7.015e-03    5    0.4664   5.592e-02 
 0.771200  O2bX00PQ1334d  1616     b   0  34  14769.983  2.147e-02   69   -2.9564   7.705e-02 
 0.771223  O2bX11PP1200d  1616     b   1   0  14526.742  7.000e-02    1    0.5227   1.181e-01 
 0.771301  O2bX00PP1234d  1616     b   0  34  14769.983  2.227e-02   69   -2.9564   7.992e-02 
 0.771455  O2bX11PQ1302d  1616     b   1   2  14534.980  1.890e-02    5    0.4664   1.507e-01 
 0.771579  O2bX11PP1202d  1616     b   1   2  14534.980  2.796e-02    5    0.4664   2.229e-01 
