# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# Reference populations and intensities from the O2 population model for lines
# with HITRAN2020 data (intensities consistent with pmd_reflineint_mol.dat)
# 
# Column names:
# lam: vacuum wavelength in µm (HITRAN2020)
# ID: 13 characters describing upper and lower states (HITRAN2020)
#     (see pmd_reflineint_mol.dat for details)
# isot: isotopologue (1616 or 1618)
# eli: electronic upper state (a or b)
# vi: vibrational level of upper state
# Ni: rotational level of upper state
# Ei: energy of upper state in 1/cm (HITRAN2020)
# Aij: Einstein-A coefficient in 1/s (HITRAN2020)
# gi: statistical weight (HITRAN2020)
# y: natural logarithm of population (exp(y) in Rs)
# I: reference intensity in R (based on product of exp(y), Aij, and gi)
# 
# References:
# HITRAN2020: https://doi.org/10.1016/j.jqsrt.2021.107949
# 
      lam             ID  isot   eli  vi  Ni         Ei        Aij   gi         y           I 
 1.272359  O2aX11RQ1120d  1616     a   1  20   9954.363  6.180e-05   41    0.3779   3.697e-03 
 1.272379  O2aX00QP1135d  1616     a   0  35   9661.883  2.657e-05   71    2.5575   2.434e-02 
 1.272379  O2aX00QP1135q  1616     a   0  35   9661.883  2.229e-07   71    2.5575   2.042e-04 
 1.272474  O2aX00QR1335q  1616     a   0  35   9661.883  2.503e-07   71    2.5575   2.293e-04 
 1.272474  O2aX00QR1335d  1616     a   0  35   9661.883  3.204e-05   71    2.5575   2.935e-02 
 1.272526  OQaX00QQ1236d  1618     a   0  36   9661.197  1.180e-04   73   -2.9563   4.480e-04 
 1.272536  O2aX00OP1303d  1616     a   0   3   7900.524  1.277e-05    7   15.6836   5.789e+02 
 1.272536  O2aX00OP1303q  1616     a   0   3   7900.524  1.681e-07    7   15.6836   7.620e+00 
 1.272595  OQaX00PP1208d  1618     a   0   8   7981.940  4.323e-05   17    9.5579   1.040e+01 
 1.272601  O2aX11SR1109d  1616     a   1   9   9492.986  3.938e-05   19    3.8162   3.399e-02 
 1.272706  O2aX11RR1220d  1616     a   1  20   9954.363  7.059e-05   41    0.3779   4.223e-03 
 1.272723  O2aX00PO1108q  1616     a   0   8   7985.569  3.803e-08   17   15.0498   2.221e+00 
 1.272738  O2aX00PQ1308q  1616     a   0   8   7985.569  3.638e-07   17   15.0498   2.125e+01 
 1.272738  O2aX00PQ1308d  1616     a   0   8   7985.569  5.716e-05   17   15.0498   3.339e+03 
 1.272749  O2aX00QQ1235d  1616     a   0  35   9661.883  1.176e-04   71    2.5575   1.077e-01 
 1.272758  OQaX00QQ1237d  1618     a   0  37   9759.370  1.179e-04   75   -3.6879   2.213e-04 
 1.272776  OQaX00PQ1309d  1618     a   0   9   8006.031  5.910e-05   19    9.3783   1.328e+01 
 1.272862  O2aX00QP1137q  1616     a   0  37   9866.900  2.237e-07   75    1.0297   4.698e-05 
 1.272862  O2aX00QP1137d  1616     a   0  37   9866.900  2.673e-05   75    1.0297   5.614e-03 
 1.272962  O2aX00QR1337q  1616     a   0  37   9866.900  2.501e-07   75    1.0297   5.253e-05 
 1.272962  O2aX00QR1337d  1616     a   0  37   9866.900  3.196e-05   75    1.0297   6.712e-03 
 1.272996  OQaX00OP1304d  1618     a   0   4   7912.327  1.639e-05    9   10.0766   3.508e+00 
 1.272997  OQaX00QQ1238d  1618     a   0  38   9860.145  1.178e-04   77   -4.4389   1.071e-04 
 1.273006  O2aX11RQ1118d  1616     a   1  18   9845.411  6.159e-05   37    1.1899   7.490e-03 
 1.273053  O2aX00PP1208d  1616     a   0   8   7985.569  4.181e-05   17   15.0498   2.442e+03 
 1.273053  O2aX00PP1208q  1616     a   0   8   7985.569  5.975e-10   17   15.0498   3.490e-02 
 1.273089  OQaX00PP1209d  1618     a   0   9   8006.031  4.470e-05   19    9.3783   1.005e+01 
 1.273235  O2aX00QQ1237d  1616     a   0  37   9866.900  1.180e-04   75    1.0297   2.478e-02 
 1.273243  OQaX00QQ1239d  1618     a   0  39   9963.517  1.178e-04   79   -5.2092   5.087e-05 
 1.273277  OQaX00PQ1310d  1618     a   0  10   8032.796  5.915e-05   21    9.1789   1.204e+01 
 1.273351  O2aX11RR1218d  1616     a   1  18   9845.411  7.137e-05   37    1.1899   8.679e-03 
 1.273375  O2aX00QP1139d  1616     a   0  39  10082.914  2.686e-05   79   -0.5801   1.188e-03 
 1.273375  O2aX00QP1139q  1616     a   0  39  10082.914  2.246e-07   79   -0.5801   9.934e-06 
 1.273480  O2aX00QR1339d  1616     a   0  39  10082.914  3.191e-05   79   -0.5801   1.411e-03 
 1.273480  O2aX00QR1339q  1616     a   0  39  10082.914  2.501e-07   79   -0.5801   1.106e-05 
 1.273589  OQaX00PP1210d  1618     a   0  10   8032.796  4.591e-05   21    9.1789   9.342e+00 
 1.273684  O2aX11RQ1116d  1616     a   1  16   9747.581  6.130e-05   33    1.9189   1.378e-02 
 1.273750  O2aX00QQ1239d  1616     a   0  39  10082.914  1.184e-04   79   -0.5801   5.237e-03 
 1.273772  O2aX00PO1110q  1616     a   0  10   8039.411  4.063e-08   21   14.6485   1.963e+00 
 1.273785  OQaX00PQ1311d  1618     a   0  11   8062.232  5.916e-05   23    8.9595   1.059e+01 
 1.273795  O2aX00PQ1310q  1616     a   0  10   8039.411  3.662e-07   21   14.6485   1.769e+01 
 1.273795  O2aX00PQ1310d  1616     a   0  10   8039.411  5.746e-05   21   14.6485   2.776e+03 
 1.273910  OQaX00OP1305d  1618     a   0   5   7925.716  1.847e-05   11    9.9769   4.373e+00 
 1.273915  O2aX00NO1302q  1616     a   0   2   7892.018  1.538e-08    5   15.7469   5.306e-01 
 1.273916  O2aX00QP1141q  1616     a   0  41  10309.888  2.255e-07   83   -2.2715   1.931e-06 
 1.273916  O2aX00QP1141d  1616     a   0  41  10309.888  2.701e-05   83   -2.2715   2.313e-04 
 1.274026  O2aX11RR1216d  1616     a   1  16   9747.581  7.239e-05   33    1.9189   1.628e-02 
 1.274027  O2aX00QR1341q  1616     a   0  41  10309.888  2.501e-07   83   -2.2715   2.141e-06 
 1.274027  O2aX00QR1341d  1616     a   0  41  10309.888  3.186e-05   83   -2.2715   2.728e-04 
 1.274096  OQaX00PP1211d  1618     a   0  11   8062.232  4.690e-05   23    8.9595   8.394e+00 
 1.274107  O2aX00PP1210d  1616     a   0  10   8039.411  4.441e-05   21   14.6485   2.145e+03 
 1.274107  O2aX00PP1210q  1616     a   0  10   8039.411  5.757e-10   21   14.6485   2.781e-02 
 1.274295  O2aX00QQ1241d  1616     a   0  41  10309.888  1.189e-04   83   -2.2715   1.018e-03 
 1.274300  OQaX00PQ1312d  1618     a   0  12   8094.340  5.913e-05   25    8.7202   9.055e+00 
 1.274332  O2aX11SR1107d  1616     a   1   7   9445.387  4.149e-05   15    4.1709   4.031e-02 
 1.274392  O2aX11RQ1114d  1616     a   1  14   9660.889  6.096e-05   29    2.5650   2.298e-02 
 1.274464  O2aX00OP1305d  1616     a   0   5   7926.041  1.778e-05   11   15.4934   1.047e+03 
 1.274464  O2aX00OP1305q  1616     a   0   5   7926.041  2.263e-07   11   15.4934   1.333e+01 
 1.274487  O2aX00QP1143d  1616     a   0  43  10547.782  2.715e-05   87   -4.0444   4.139e-05 
 1.274605  O2aX00QR1343d  1616     a   0  43  10547.782  3.181e-05   87   -4.0444   4.849e-05 
 1.274609  OQaX00PP1212d  1618     a   0  12   8094.340  4.774e-05   25    8.7202   7.311e+00 
 1.274731  O2aX11RR1214d  1616     a   1  14   9660.889  7.372e-05   29    2.5650   2.779e-02 
 1.274785  O2aX00OO1205q  1616     a   0   5   7926.041  2.471e-10   11   15.4934   1.455e-02 
 1.274820  OQaX00PQ1313d  1618     a   0  13   8129.118  5.909e-05   27    8.4611   7.542e+00 
 1.274829  OQaX00OP1306d  1618     a   0   6   7941.781  1.996e-05   13    9.8571   4.955e+00 
 1.274849  O2aX00PO1112q  1616     a   0  12   8104.569  4.241e-08   25   14.1630   1.501e+00 
 1.274870  O2aX00QQ1243d  1616     a   0  43  10547.782  1.193e-04   87   -4.0444   1.819e-04 
 1.274878  O2aX00PQ1312q  1616     a   0  12   8104.569  3.675e-07   25   14.1630   1.300e+01 
 1.274878  O2aX00PQ1312d  1616     a   0  12   8104.569  5.760e-05   25   14.1630   2.038e+03 
 1.275089  O2aX00QP1145d  1616     a   0  45  10796.555  2.728e-05   91   -5.8983   6.813e-06 
 1.275128  OQaX00PP1213d  1618     a   0  13   8129.118  4.845e-05   27    8.4611   6.184e+00 
 1.275130  O2aX11RQ1112d  1616     a   1  12   9585.351  6.052e-05   25    3.1279   3.454e-02 
 1.275187  O2aX00PP1212d  1616     a   0  12   8104.569  4.621e-05   25   14.1630   1.635e+03 
 1.275187  O2aX00PP1212q  1616     a   0  12   8104.569  5.584e-10   25   14.1630   1.976e-02 
 1.275212  O2aX00QR1345d  1616     a   0  45  10796.555  3.176e-05   91   -5.8983   7.931e-06 
 1.275347  OQaX00PQ1314d  1618     a   0  14   8166.563  5.903e-05   29    8.1820   6.122e+00 
 1.275466  O2aX11RR1212d  1616     a   1  12   9585.351  7.553e-05   25    3.1279   4.310e-02 
 1.275475  O2aX00QQ1245d  1616     a   0  45  10796.555  1.199e-04   91   -5.8983   2.994e-05 
 1.275654  OQaX00PP1214d  1618     a   0  14   8166.563  4.906e-05   29    8.1820   5.088e+00 
 1.275722  O2aX00QP1147d  1616     a   0  47  11056.161  2.742e-05   95   -7.8329   1.033e-06 
 1.275756  OQaX00OP1307d  1618     a   0   7   7960.523  2.107e-05   15    9.7175   5.248e+00 
 1.275850  O2aX00QR1347d  1616     a   0  47  11056.161  3.173e-05   95   -7.8329   1.195e-06 
 1.275880  OQaX00PQ1315d  1618     a   0  15   8206.676  5.898e-05   31    7.8831   4.849e+00 
 1.275898  O2aX11RQ1110d  1616     a   1  10   9520.980  5.990e-05   21    3.6076   4.639e-02 
 1.275952  O2aX00PO1114q  1616     a   0  14   8181.032  4.370e-08   29   13.5932   1.015e+00 
 1.275988  O2aX00PQ1314q  1616     a   0  14   8181.032  3.682e-07   29   13.5932   8.549e+00 
 1.275988  O2aX00PQ1314d  1616     a   0  14   8181.032  5.766e-05   29   13.5932   1.339e+03 
 1.276097  O2aX11SR1105d  1616     a   1   5   9408.980  4.536e-05   11    4.4422   4.239e-02 
 1.276111  O2aX00QQ1247d  1616     a   0  47  11056.161  1.204e-04   95   -7.8329   4.535e-06 
 1.276186  OQaX00PP1215d  1618     a   0  15   8206.676  4.958e-05   31    7.8831   4.076e+00 
 1.276231  O2aX11RR1210d  1616     a   1  10   9520.980  7.812e-05   21    3.6076   6.050e-02 
 1.276294  O2aX00PP1214d  1616     a   0  14   8181.032  4.752e-05   29   13.5932   1.103e+03 
 1.276294  O2aX00PP1214q  1616     a   0  14   8181.032  5.447e-10   29   13.5932   1.265e-02 
 1.276386  O2aX00QP1149d  1616     a   0  49  11326.557  2.755e-05   99   -9.8479   1.442e-07 
 1.276420  OQaX00PQ1316d  1618     a   0  16   8249.454  5.891e-05   33    7.5643   3.748e+00 
 1.276422  O2aX00OP1307q  1616     a   0   7   7962.894  2.629e-07   15   15.2188   1.604e+01 
 1.276422  O2aX00OP1307d  1616     a   0   7   7962.894  2.035e-05   15   15.2188   1.242e+03 
 1.276520  O2aX00QR1349d  1616     a   0  49  11326.557  3.170e-05   99   -9.8479   1.659e-07 
 1.276690  OQaX00OP1308d  1618     a   0   8   7981.940  2.192e-05   17    9.5579   5.275e+00 
 1.276695  O2aX11RQ1108d  1616     a   1   8   9467.788  5.894e-05   17    4.0040   5.492e-02 
 1.276724  OQaX00PP1216d  1618     a   0  16   8249.454  5.004e-05   33    7.5643   3.184e+00 
 1.276739  O2aX00OO1207q  1616     a   0   7   7962.894  1.804e-10   15   15.2188   1.101e-02 
 1.276771  O2aX00NO1304q  1616     a   0   4   7911.865  3.273e-08    9   15.5990   1.753e+00 
 1.276778  O2aX00QQ1249d  1616     a   0  49  11326.557  1.210e-04   99   -9.8479   6.332e-07 
 1.276966  OQaX00PQ1317d  1618     a   0  17   8294.895  5.882e-05   35    7.2257   2.829e+00 
 1.277025  O2aX11RR1208d  1616     a   1   8   9467.788  8.209e-05   17    4.0040   7.650e-02 
 1.277083  O2aX00PO1116q  1616     a   0  16   8268.785  4.469e-08   33   12.9392   6.140e-01 
 1.277125  O2aX00PQ1316q  1616     a   0  16   8268.785  3.688e-07   33   12.9392   5.067e+00 
 1.277125  O2aX00PQ1316d  1616     a   0  16   8268.785  5.769e-05   33   12.9392   7.926e+02 
 1.277269  OQaX00PP1217d  1618     a   0  17   8294.895  5.043e-05   35    7.2257   2.426e+00 
 1.277429  O2aX00PP1216d  1616     a   0  16   8268.785  4.853e-05   33   12.9392   6.667e+02 
 1.277429  O2aX00PP1216q  1616     a   0  16   8268.785  5.333e-10   33   12.9392   7.327e-03 
 1.277518  OQaX00PQ1318d  1618     a   0  18   8342.998  5.876e-05   37    6.8672   2.088e+00 
 1.277523  O2aX11RQ1106d  1616     a   1   6   9425.784  5.719e-05   13    4.3170   5.573e-02 
 1.277631  OQaX00OP1309d  1618     a   0   9   8006.031  2.260e-05   19    9.3783   5.079e+00 
 1.277820  OQaX00PP1218d  1618     a   0  18   8342.998  5.078e-05   37    6.8672   1.804e+00 
 1.277848  O2aX11RR1206d  1616     a   1   6   9425.784  8.889e-05   13    4.3170   8.663e-02 
 1.277901  O2aX11SR1103d  1616     a   1   3   9383.770  5.422e-05    7    4.6301   3.891e-02 
 1.278077  OQaX00PQ1319d  1618     a   0  19   8393.760  5.869e-05   39    6.4889   1.506e+00 
 1.278241  O2aX00PO1118q  1616     a   0  18   8367.815  4.540e-08   37   12.2012   3.343e-01 
 1.278290  O2aX00PQ1318d  1616     a   0  18   8367.815  5.768e-05   37   12.2012   4.248e+02 
 1.278290  O2aX00PQ1318q  1616     a   0  18   8367.815  3.690e-07   37   12.2012   2.717e+00 
 1.278378  OQaX00PP1219d  1618     a   0  19   8393.760  5.108e-05   39    6.4889   1.310e+00 
 1.278381  O2aX11RQ1104d  1616     a   1   4   9394.975  5.318e-05    9    4.5466   4.514e-02 
 1.278409  O2aX00OP1309d  1616     a   0   9   8011.075  2.189e-05   19   14.8597   1.182e+03 
 1.278409  O2aX00OP1309q  1616     a   0   9   8011.075  2.923e-07   19   14.8597   1.578e+01 
 1.278580  OQaX00OP1310d  1618     a   0  10   8032.796  2.314e-05   21    9.1789   4.709e+00 
 1.278591  O2aX00PP1218q  1616     a   0  18   8367.815  5.240e-10   37   12.2012   3.859e-03 
 1.278591  O2aX00PP1218d  1616     a   0  18   8367.815  4.932e-05   37   12.2012   3.632e+02 
 1.278642  OQaX00PQ1320d  1618     a   0  20   8447.180  5.859e-05   41    6.0908   1.061e+00 
 1.278701  O2aX11RR1204d  1616     a   1   4   9394.975  1.030e-04    9    4.5466   8.743e-02 
 1.278723  O2aX00OO1209q  1616     a   0   9   8011.075  2.836e-10   19   14.8597   1.531e-02 
 1.278942  OQaX00PP1220d  1618     a   0  20   8447.180  5.135e-05   41    6.0908   9.301e-01 
 1.279214  OQaX00PQ1321d  1618     a   0  21   8503.255  5.852e-05   43    5.6729   7.320e-01 
 1.279275  O2aX11RQ1102d  1616     a   1   2   9375.367  3.782e-05    5    4.6927   2.064e-02 
 1.279427  O2aX00PO1120q  1616     a   0  20   8478.103  4.601e-08   41   11.3793   1.650e-01 
 1.279481  O2aX00PQ1320q  1616     a   0  20   8478.103  3.692e-07   41   11.3793   1.324e+00 
 1.279481  O2aX00PQ1320d  1616     a   0  20   8478.103  5.767e-05   41   11.3793   2.069e+02 
 1.279512  OQaX00PP1221d  1618     a   0  21   8503.255  5.159e-05   43    5.6729   6.453e-01 
 1.279535  OQaX00OP1311d  1618     a   0  11   8062.232  2.358e-05   23    8.9595   4.220e+00 
 1.279583  O2aX11RR1202d  1616     a   1   2   9375.367  1.480e-04    5    4.6927   8.077e-02 
 1.279663  O2aX00NO1306q  1616     a   0   6   7943.051  4.155e-08   13   15.3666   2.548e+00 
 1.279780  O2aX00PP1220q  1616     a   0  20   8478.103  5.158e-10   41   11.3793   1.850e-03 
 1.279780  O2aX00PP1220d  1616     a   0  20   8478.103  4.998e-05   41   11.3793   1.793e+02 
 1.279792  OQaX00PQ1322d  1618     a   0  22   8561.983  5.844e-05   45    5.2353   4.938e-01 
 1.280089  OQaX00PP1222d  1618     a   0  22   8561.983  5.179e-05   45    5.2353   4.376e-01 
 1.280194  O2aX11QR1303d  1616     a   1   3   9383.770  6.336e-05    7    4.6301   4.547e-02 
 1.280215  O2aX11QP1103d  1616     a   1   3   9383.771  1.261e-05    7    4.6301   9.050e-03 
 1.280268  O2aX11QR1305d  1616     a   1   5   9408.980  4.907e-05   11    4.4422   4.586e-02 
 1.280271  O2aX11QP1105d  1616     a   1   5   9408.980  1.808e-05   11    4.4422   1.690e-02 
 1.280357  O2aX11QP1107d  1616     a   1   7   9445.387  2.104e-05   15    4.1709   2.044e-02 
 1.280364  O2aX11QR1307d  1616     a   1   7   9445.387  4.348e-05   15    4.1709   4.225e-02 
 1.280377  OQaX00PQ1323d  1618     a   0  23   8623.362  5.836e-05   47    4.7779   3.260e-01 
 1.280427  O2aX00OP1311d  1616     a   0  11   8070.577  2.290e-05   23   14.4163   9.605e+02 
 1.280427  O2aX00OP1311q  1616     a   0  11   8070.577  3.185e-07   23   14.4163   1.336e+01 
 1.280471  O2aX11QP1109d  1616     a   1   9   9492.986  2.288e-05   19    3.8162   1.975e-02 
 1.280487  O2aX11QR1309d  1616     a   1   9   9492.986  4.049e-05   19    3.8162   3.495e-02 
 1.280497  OQaX00OP1312d  1618     a   0  12   8094.340  2.394e-05   25    8.7202   3.666e+00 
 1.280536  O2aX11QQ1203d  1616     a   1   3   9383.770  1.025e-04    7    4.6301   7.356e-02 
 1.280598  O2aX11QQ1205d  1616     a   1   5   9408.980  1.148e-04   11    4.4422   1.073e-01 
 1.280614  O2aX11QP1111d  1616     a   1  11   9551.769  2.411e-05   23    3.3781   1.626e-02 
 1.280637  O2aX11QR1311d  1616     a   1  11   9551.769  3.863e-05   23    3.3781   2.605e-02 
 1.280640  O2aX00PO1122q  1616     a   0  22   8599.631  4.649e-08   45   10.4737   7.400e-02 
 1.280673  OQaX00PP1223d  1618     a   0  23   8623.362  5.199e-05   47    4.7779   2.904e-01 
 1.280689  O2aX11QQ1207d  1616     a   1   7   9445.387  1.186e-04   15    4.1709   1.152e-01 
 1.280700  O2aX00PQ1322q  1616     a   0  22   8599.631  3.693e-07   45   10.4737   5.878e-01 
 1.280700  O2aX00PQ1322d  1616     a   0  22   8599.631  5.765e-05   45   10.4737   9.176e+01 
 1.280739  O2aX00OO1211q  1616     a   0  11   8070.577  3.500e-10   23   14.4163   1.468e-02 
 1.280785  O2aX11QP1113d  1616     a   1  13   9621.725  2.502e-05   27    2.8568   1.176e-02 
 1.280807  O2aX11QQ1209d  1616     a   1   9   9492.986  1.202e-04   19    3.8162   1.038e-01 
 1.280815  O2aX11QR1313d  1616     a   1  13   9621.725  3.737e-05   27    2.8568   1.756e-02 
 1.280953  O2aX11QQ1211d  1616     a   1  11   9551.769  1.211e-04   23    3.3781   8.165e-02 
 1.280968  OQaX00PQ1324d  1618     a   0  24   8687.388  5.826e-05   49    4.3007   2.105e-01 
 1.280984  O2aX11QP1115d  1616     a   1  15   9702.841  2.570e-05   31    2.2523   7.576e-03 
 1.280997  O2aX00PP1222q  1616     a   0  22   8599.631  5.088e-10   45   10.4737   8.099e-04 
 1.280997  O2aX00PP1222d  1616     a   0  22   8599.631  5.052e-05   45   10.4737   8.041e+01 
 1.281020  O2aX11QR1315d  1616     a   1  15   9702.841  3.642e-05   31    2.2523   1.074e-02 
 1.281127  O2aX11QQ1213d  1616     a   1  13   9621.725  1.215e-04   27    2.8568   5.710e-02 
 1.281211  O2aX11QP1117d  1616     a   1  17   9795.105  2.623e-05   35    1.5648   4.390e-03 
 1.281254  O2aX11QR1317d  1616     a   1  17   9795.105  3.573e-05   35    1.5648   5.980e-03 
 1.281263  OQaX00PP1224d  1618     a   0  24   8687.388  5.215e-05   49    4.3007   1.885e-01 
 1.281330  O2aX11QQ1215d  1616     a   1  15   9702.841  1.218e-04   31    2.2523   3.591e-02 
 1.281467  OQaX00OP1313d  1618     a   0  13   8129.118  2.424e-05   27    8.4611   3.094e+00 
 1.281467  O2aX11QP1119d  1616     a   1  19   9898.498  2.665e-05   39    0.7942   2.300e-03 
 1.281516  O2aX11QR1319d  1616     a   1  19   9898.498  3.516e-05   39    0.7942   3.034e-03 
 1.281560  O2aX11QQ1217d  1616     a   1  17   9795.105  1.219e-04   35    1.5648   2.040e-02 
 1.281566  OQaX00PQ1325d  1618     a   0  25   8754.061  5.817e-05   51    3.8039   1.331e-01 
 1.281573  O2aX11PQ1302d  1616     a   1   2   9375.367  4.419e-05    5    4.6927   2.412e-02 
 1.281752  O2aX11QP1121d  1616     a   1  21  10013.004  2.699e-05   43   -0.0591   1.094e-03 
 1.281807  O2aX11QR1321d  1616     a   1  21  10013.004  3.471e-05   43   -0.0591   1.407e-03 
 1.281820  O2aX11QQ1219d  1616     a   1  19   9898.498  1.220e-04   39    0.7942   1.053e-02 
 1.281860  OQaX00PP1225d  1618     a   0  25   8754.061  5.230e-05   51    3.8039   1.197e-01 
 1.281880  O2aX00PO1124q  1616     a   0  24   8732.377  4.689e-08   49    9.4844   3.022e-02 
 1.281915  O2aX11PP1202d  1616     a   1   2   9375.367  1.635e-05    5    4.6927   8.923e-03 
 1.281947  O2aX00PQ1324q  1616     a   0  24   8732.377  3.693e-07   49    9.4844   2.380e-01 
 1.281947  O2aX00PQ1324d  1616     a   0  24   8732.377  5.764e-05   49    9.4844   3.715e+01 
 1.282066  O2aX11QP1123d  1616     a   1  23  10138.602  2.728e-05   47   -0.9951   4.740e-04 
 1.282108  O2aX11QQ1221d  1616     a   1  21  10013.004  1.220e-04   43   -0.0591   4.945e-03 
 1.282127  O2aX11QR1323d  1616     a   1  23  10138.602  3.432e-05   47   -0.9951   5.963e-04 
 1.282170  OQaX00PQ1326d  1618     a   0  26   8823.376  5.808e-05   53    3.2873   8.241e-02 
 1.282241  O2aX00PP1224q  1616     a   0  24   8732.377  5.025e-10   49    9.4844   3.239e-04 
 1.282241  O2aX00PP1224d  1616     a   0  24   8732.377  5.099e-05   49    9.4844   3.286e+01 
 1.282409  O2aX11QP1125d  1616     a   1  25  10275.270  2.750e-05   51   -2.0135   1.873e-04 
 1.282425  O2aX11QQ1223d  1616     a   1  23  10138.602  1.220e-04   47   -0.9951   2.120e-03 
 1.282444  OQaX00OP1314d  1618     a   0  14   8166.563  2.450e-05   29    8.1820   2.541e+00 
 1.282463  OQaX00PP1226d  1618     a   0  26   8823.376  5.241e-05   53    3.2873   7.436e-02 
 1.282476  O2aX00OP1313q  1616     a   0  13   8141.388  3.435e-07   27   13.8886   9.978e+00 
 1.282476  O2aX00OP1313d  1616     a   0  13   8141.388  2.361e-05   27   13.8886   6.858e+02 
 1.282476  O2aX11QR1325d  1616     a   1  25  10275.270  3.398e-05   51   -2.0135   2.314e-04 
 1.282568  O2aX11PQ1304d  1616     a   1   4   9394.975  5.752e-05    9    4.5466   4.882e-02 
 1.282591  O2aX00NO1308q  1616     a   0   8   7985.569  4.674e-08   17   15.0498   2.730e+00 
 1.282771  O2aX11QQ1225d  1616     a   1  25  10275.270  1.220e-04   51   -2.0135   8.307e-04 
 1.282781  OQaX00PQ1327d  1618     a   0  27   8895.330  5.800e-05   55    2.7511   4.995e-02 
 1.282782  O2aX11QP1127d  1616     a   1  27  10422.983  2.770e-05   55   -3.1143   6.766e-05 
 1.282785  O2aX00OO1213q  1616     a   0  13   8141.388  2.970e-10   27   13.8886   8.627e-03 
 1.282855  O2aX11QR1327d  1616     a   1  27  10422.983  3.371e-05   55   -3.1143   8.234e-05 
 1.282899  O2aX11PP1204d  1616     a   1   4   9394.975  3.263e-05    9    4.5466   2.770e-02 
 1.283073  OQaX00PP1227d  1618     a   0  27   8895.331  5.253e-05   55    2.7511   4.524e-02 
 1.283147  O2aX11QQ1227d  1616     a   1  27  10422.983  1.220e-04   55   -3.1143   2.980e-04 
 1.283149  O2aX00PO1126q  1616     a   0  26   8876.318  4.721e-08   53    8.4117   1.126e-02 
 1.283184  O2aX11QP1129d  1616     a   1  29  10581.716  2.786e-05   59   -4.2972   2.236e-05 
 1.283222  O2aX00PQ1326d  1616     a   0  26   8876.319  5.760e-05   53    8.4117   1.374e+01 
 1.283222  O2aX00PQ1326q  1616     a   0  26   8876.319  3.694e-07   53    8.4117   8.809e-02 
 1.283263  O2aX11QR1329d  1616     a   1  29  10581.716  3.346e-05   59   -4.2972   2.686e-05 
 1.283398  OQaX00PQ1328d  1618     a   0  28   8969.922  5.789e-05   57    2.1952   2.964e-02 
 1.283428  OQaX00OP1315d  1618     a   0  15   8206.676  2.471e-05   31    7.8831   2.031e+00 
 1.283513  O2aX00PP1226q  1616     a   0  26   8876.318  4.970e-10   53    8.4117   1.185e-04 
 1.283513  O2aX00PP1226d  1616     a   0  26   8876.318  5.138e-05   53    8.4117   1.225e+01 
 1.283552  O2aX11QQ1229d  1616     a   1  29  10581.716  1.219e-04   59   -4.2972   9.786e-05 
 1.283586  O2aX11PQ1306d  1616     a   1   6   9425.784  5.993e-05   13    4.3170   5.840e-02 
 1.283617  O2aX11QP1131d  1616     a   1  31  10751.441  2.800e-05   63   -5.5621   6.775e-06 
 1.283689  OQaX00PP1228d  1618     a   0  28   8969.922  5.262e-05   57    2.1952   2.694e-02 
 1.283701  O2aX11QR1331d  1616     a   1  31  10751.441  3.325e-05   63   -5.5621   8.046e-06 
 1.283912  O2aX11PP1206d  1616     a   1   6   9425.784  4.023e-05   13    4.3170   3.921e-02 
 1.283988  O2aX11QQ1231d  1616     a   1  31  10751.441  1.218e-04   63   -5.5621   2.947e-05 
 1.284023  OQaX00PQ1329d  1618     a   0  29   9047.148  5.780e-05   59    1.6197   1.723e-02 
 1.284170  O2aX11QR1333d  1616     a   1  33  10932.127  3.303e-05   67   -6.9086   2.211e-06 
 1.284312  OQaX00PP1229d  1618     a   0  29   9047.148  5.272e-05   59    1.6197   1.571e-02 
 1.284413  O2aX11OP1303d  1616     a   1   3   9383.771  1.364e-05    7    4.6301   9.789e-03 
 1.284419  OQaX00OP1316d  1618     a   0  16   8249.454  2.490e-05   33    7.5643   1.584e+00 
 1.284446  O2aX00PO1128q  1616     a   0  28   9031.431  4.751e-08   57    7.2558   3.835e-03 
 1.284454  O2aX11QQ1233d  1616     a   1  33  10932.127  1.217e-04   67   -6.9086   8.147e-06 
 1.284524  O2aX00PQ1328q  1616     a   0  28   9031.431  3.693e-07   57    7.2558   2.981e-02 
 1.284524  O2aX00PQ1328d  1616     a   0  28   9031.431  5.757e-05   57    7.2558   4.648e+00 
 1.284555  O2aX00OP1315q  1616     a   0  15   8223.498  3.684e-07   31   13.2767   6.663e+00 
 1.284555  O2aX00OP1315d  1616     a   0  15   8223.498  2.412e-05   31   13.2767   4.362e+02 
 1.284632  O2aX11PQ1308d  1616     a   1   8   9467.788  6.061e-05   17    4.0040   5.648e-02 
 1.284653  OQaX00PQ1330d  1618     a   0  30   9127.005  5.773e-05   61    1.0246   9.811e-03 
 1.284814  O2aX00PP1228d  1616     a   0  28   9031.431  5.176e-05   57    7.2558   4.179e+00 
 1.284862  O2aX00OO1215q  1616     a   0  15   8223.498  3.439e-10   31   13.2767   6.220e-03 
 1.284942  OQaX00PP1230d  1618     a   0  30   9127.005  5.279e-05   61    1.0246   8.971e-03 
 1.284951  O2aX11QQ1235d  1616     a   1  35  11123.743  1.216e-04   71   -8.3365   2.069e-06 
