# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# Reference continuum components of PALACE (consistent with palace_cont.fits)
# based on X-shooter-related measurements (noll+24)
# 
# Column names:
# lam: vacuum wavelength in µm
# trans: atmospheric transmission for standard conditions at Cerro Paranal
#        (noll+12), PWV = 2.5 mm, and zenith
# fH2O: fraction of H2O with respect to optical depth (based on transmission
#       spectra with PWV = 1 and 5 mm)
# fcHO2: reference continuum flux in R/nm for variability class HO2
# fcFeO: reference continuum flux in R/nm for variability class FeO
# fcO2Ac: reference continuum flux in R/nm for variability class O2Ac
# isX: wavelength with X-shooter measurements (noll+24)? 1 = yes, 0 = no
# 
# References:
# noll+12: https://doi.org/10.1051/0004-6361/201219040
# noll+24: https://doi.org/10.5194/acp-24-1143-2024
# 
     lam   trans   fH2O    fcHO2    fcFeO   fcO2Ac  isX 
 0.35628  0.9990  0.000    0.186    0.480    2.658    1 
 0.35630  0.9990  0.000    0.186    0.480    2.634    1 
 0.35632  0.9990  0.000    0.186    0.480    2.610    1 
 0.35634  0.9990  0.000    0.186    0.480    2.586    1 
 0.35636  0.9990  0.000    0.186    0.480    2.562    1 
 0.35638  0.9990  0.000    0.186    0.480    2.538    1 
 0.35640  0.9990  0.000    0.186    0.480    2.514    1 
 0.35642  0.9989  0.000    0.186    0.481    2.491    1 
 0.35644  0.9989  0.000    0.186    0.481    2.467    1 
 0.35646  0.9989  0.000    0.186    0.481    2.444    1 
 0.35648  0.9989  0.000    0.186    0.481    2.422    1 
 0.35650  0.9989  0.000    0.186    0.481    2.399    1 
 0.35652  0.9989  0.000    0.185    0.481    2.378    1 
 0.35654  0.9989  0.000    0.185    0.481    2.356    1 
 0.35656  0.9988  0.000    0.185    0.481    2.336    1 
 0.35658  0.9988  0.000    0.185    0.481    2.316    1 
 0.35660  0.9988  0.000    0.185    0.481    2.297    1 
 0.35662  0.9987  0.000    0.185    0.481    2.278    1 
 0.35664  0.9987  0.000    0.185    0.481    2.260    1 
 0.35666  0.9987  0.000    0.185    0.481    2.243    1 
 0.35668  0.9986  0.000    0.185    0.481    2.226    1 
 0.35670  0.9986  0.000    0.185    0.481    2.210    1 
 0.35672  0.9986  0.000    0.185    0.481    2.195    1 
 0.35674  0.9986  0.000    0.185    0.481    2.180    1 
 0.35676  0.9986  0.000    0.185    0.481    2.165    1 
 0.35678  0.9985  0.000    0.185    0.481    2.151    1 
 0.35680  0.9985  0.000    0.185    0.481    2.138    1 
 0.35682  0.9985  0.000    0.185    0.481    2.125    1 
 0.35684  0.9985  0.000    0.185    0.481    2.112    1 
 0.35686  0.9985  0.000    0.185    0.481    2.100    1 
 0.35688  0.9985  0.000    0.185    0.481    2.089    1 
 0.35690  0.9984  0.000    0.185    0.482    2.077    1 
 0.35692  0.9984  0.000    0.185    0.482    2.066    1 
 0.35694  0.9984  0.000    0.185    0.482    2.056    1 
 0.35696  0.9984  0.000    0.185    0.482    2.046    1 
 0.35698  0.9984  0.000    0.185    0.482    2.036    1 
 0.35700  0.9984  0.000    0.185    0.482    2.026    1 
 0.35702  0.9984  0.000    0.185    0.482    2.017    1 
 0.35704  0.9984  0.000    0.185    0.482    2.008    1 
 0.35706  0.9984  0.000    0.185    0.482    1.999    1 
 0.35708  0.9984  0.000    0.185    0.482    1.990    1 
 0.35710  0.9984  0.000    0.185    0.482    1.981    1 
 0.35712  0.9984  0.000    0.185    0.482    1.973    1 
 0.35714  0.9984  0.000    0.185    0.482    1.965    1 
 0.35716  0.9984  0.000    0.185    0.482    1.957    1 
 0.35718  0.9984  0.000    0.185    0.482    1.949    1 
 0.35720  0.9984  0.000    0.185    0.482    1.941    1 
 0.35722  0.9984  0.000    0.185    0.482    1.933    1 
 0.35724  0.9984  0.000    0.185    0.482    1.926    1 
 0.35726  0.9984  0.000    0.185    0.482    1.918    1 
 0.35728  0.9984  0.000    0.185    0.482    1.911    1 
 0.35730  0.9983  0.000    0.185    0.482    1.904    1 
 0.35732  0.9983  0.000    0.185    0.482    1.897    1 
 0.35734  0.9983  0.000    0.185    0.482    1.890    1 
 0.35736  0.9983  0.000    0.185    0.482    1.883    1 
 0.35738  0.9983  0.000    0.185    0.483    1.876    1 
 0.35740  0.9983  0.000    0.185    0.483    1.869    1 
 0.35742  0.9983  0.000    0.185    0.483    1.862    1 
 0.35744  0.9983  0.000    0.185    0.483    1.855    1 
 0.35746  0.9982  0.000    0.185    0.483    1.848    1 
 0.35748  0.9982  0.000    0.185    0.483    1.841    1 
 0.35750  0.9982  0.000    0.185    0.483    1.834    1 
 0.35752  0.9982  0.000    0.185    0.483    1.827    1 
 0.35754  0.9982  0.000    0.185    0.483    1.821    1 
 0.35756  0.9982  0.000    0.185    0.483    1.814    1 
 0.35758  0.9982  0.000    0.185    0.483    1.807    1 
 0.35760  0.9982  0.000    0.185    0.483    1.800    1 
 0.35762  0.9982  0.000    0.185    0.483    1.793    1 
 0.35764  0.9982  0.000    0.185    0.483    1.786    1 
 0.35766  0.9981  0.000    0.185    0.483    1.779    1 
 0.35768  0.9981  0.000    0.185    0.483    1.772    1 
 0.35770  0.9981  0.000    0.185    0.483    1.765    1 
 0.35772  0.9981  0.000    0.185    0.483    1.757    1 
 0.35774  0.9981  0.000    0.185    0.483    1.750    1 
 0.35776  0.9981  0.000    0.185    0.483    1.743    1 
 0.35778  0.9981  0.000    0.185    0.483    1.736    1 
 0.35780  0.9981  0.000    0.185    0.483    1.729    1 
 0.35782  0.9981  0.000    0.185    0.483    1.722    1 
 0.35784  0.9981  0.000    0.185    0.483    1.715    1 
 0.35786  0.9981  0.000    0.185    0.484    1.708    1 
 0.35788  0.9981  0.000    0.185    0.484    1.702    1 
 0.35790  0.9981  0.000    0.184    0.484    1.695    1 
 0.35792  0.9980  0.000    0.184    0.484    1.688    1 
 0.35794  0.9980  0.000    0.184    0.484    1.681    1 
 0.35796  0.9980  0.000    0.184    0.484    1.675    1 
 0.35798  0.9980  0.000    0.184    0.484    1.668    1 
 0.35800  0.9980  0.000    0.184    0.484    1.662    1 
 0.35802  0.9980  0.000    0.184    0.484    1.656    1 
 0.35804  0.9980  0.000    0.184    0.484    1.649    1 
 0.35806  0.9979  0.000    0.184    0.484    1.643    1 
 0.35808  0.9979  0.000    0.184    0.484    1.637    1 
 0.35810  0.9979  0.000    0.184    0.484    1.631    1 
 0.35812  0.9979  0.000    0.184    0.484    1.626    1 
 0.35814  0.9979  0.000    0.184    0.484    1.620    1 
 0.35816  0.9979  0.000    0.184    0.484    1.615    1 
 0.35818  0.9979  0.000    0.184    0.484    1.609    1 
 0.35820  0.9979  0.000    0.184    0.484    1.604    1 
 0.35822  0.9979  0.000    0.184    0.484    1.599    1 
 0.35824  0.9978  0.000    0.184    0.484    1.594    1 
 0.35826  0.9978  0.000    0.184    0.484    1.589    1 
 0.35828  0.9978  0.000    0.184    0.484    1.584    1 
 0.35830  0.9978  0.000    0.184    0.484    1.579    1 
 0.35832  0.9978  0.000    0.184    0.485    1.574    1 
 0.35834  0.9978  0.000    0.184    0.485    1.570    1 
 0.35836  0.9978  0.000    0.184    0.485    1.565    1 
 0.35838  0.9978  0.000    0.184    0.485    1.561    1 
 0.35840  0.9978  0.000    0.184    0.485    1.556    1 
 0.35842  0.9977  0.000    0.184    0.485    1.552    1 
 0.35844  0.9977  0.000    0.184    0.485    1.547    1 
 0.35846  0.9977  0.000    0.184    0.485    1.543    1 
 0.35848  0.9977  0.000    0.184    0.485    1.539    1 
 0.35850  0.9977  0.000    0.184    0.485    1.535    1 
 0.35852  0.9977  0.000    0.184    0.485    1.530    1 
 0.35854  0.9977  0.000    0.184    0.485    1.526    1 
 0.35856  0.9977  0.000    0.184    0.485    1.522    1 
 0.35858  0.9976  0.000    0.184    0.485    1.518    1 
 0.35860  0.9976  0.000    0.184    0.485    1.514    1 
 0.35862  0.9976  0.000    0.184    0.485    1.510    1 
 0.35864  0.9976  0.000    0.184    0.485    1.505    1 
 0.35866  0.9976  0.000    0.184    0.485    1.501    1 
 0.35868  0.9976  0.000    0.184    0.485    1.497    1 
 0.35870  0.9976  0.000    0.184    0.485    1.493    1 
 0.35872  0.9976  0.000    0.184    0.485    1.489    1 
 0.35874  0.9975  0.000    0.184    0.485    1.486    1 
 0.35876  0.9975  0.000    0.184    0.485    1.482    1 
 0.35878  0.9975  0.000    0.184    0.485    1.478    1 
 0.35880  0.9975  0.000    0.184    0.486    1.475    1 
 0.35882  0.9975  0.000    0.184    0.486    1.471    1 
 0.35884  0.9975  0.000    0.184    0.486    1.468    1 
 0.35886  0.9975  0.000    0.184    0.486    1.465    1 
 0.35888  0.9974  0.000    0.184    0.486    1.462    1 
 0.35890  0.9974  0.000    0.184    0.486    1.459    1 
 0.35892  0.9974  0.000    0.184    0.486    1.456    1 
 0.35894  0.9974  0.000    0.184    0.486    1.453    1 
 0.35896  0.9974  0.000    0.184    0.486    1.451    1 
 0.35898  0.9974  0.000    0.184    0.486    1.449    1 
 0.35900  0.9973  0.000    0.184    0.486    1.447    1 
 0.35902  0.9973  0.000    0.184    0.486    1.445    1 
 0.35904  0.9973  0.000    0.184    0.486    1.444    1 
 0.35906  0.9973  0.000    0.184    0.486    1.442    1 
 0.35908  0.9973  0.000    0.184    0.486    1.441    1 
 0.35910  0.9973  0.000    0.184    0.486    1.440    1 
 0.35912  0.9972  0.000    0.184    0.486    1.440    1 
 0.35914  0.9972  0.000    0.184    0.486    1.439    1 
 0.35916  0.9972  0.000    0.184    0.486    1.439    1 
 0.35918  0.9972  0.000    0.184    0.486    1.439    1 
 0.35920  0.9972  0.000    0.184    0.486    1.439    1 
 0.35922  0.9972  0.000    0.184    0.486    1.440    1 
 0.35924  0.9971  0.000    0.184    0.486    1.440    1 
 0.35926  0.9971  0.000    0.183    0.487    1.441    1 
 0.35928  0.9971  0.000    0.183    0.487    1.442    1 
 0.35930  0.9971  0.000    0.183    0.487    1.443    1 
 0.35932  0.9971  0.000    0.183    0.487    1.444    1 
 0.35934  0.9971  0.000    0.183    0.487    1.445    1 
 0.35936  0.9970  0.000    0.183    0.487    1.446    1 
 0.35938  0.9970  0.000    0.183    0.487    1.447    1 
 0.35940  0.9970  0.000    0.183    0.487    1.448    1 
 0.35942  0.9970  0.000    0.183    0.487    1.449    1 
 0.35944  0.9969  0.000    0.183    0.487    1.451    1 
 0.35946  0.9969  0.000    0.183    0.487    1.452    1 
 0.35948  0.9969  0.000    0.183    0.487    1.453    1 
 0.35950  0.9969  0.000    0.183    0.487    1.454    1 
 0.35952  0.9969  0.000    0.183    0.487    1.455    1 
 0.35954  0.9969  0.000    0.183    0.487    1.456    1 
 0.35956  0.9969  0.000    0.183    0.487    1.457    1 
 0.35958  0.9969  0.000    0.183    0.487    1.458    1 
 0.35960  0.9968  0.000    0.183    0.487    1.459    1 
 0.35962  0.9968  0.000    0.183    0.487    1.460    1 
 0.35964  0.9968  0.000    0.183    0.487    1.460    1 
 0.35966  0.9968  0.000    0.183    0.487    1.461    1 
 0.35968  0.9968  0.000    0.183    0.487    1.461    1 
 0.35970  0.9968  0.000    0.183    0.487    1.461    1 
 0.35972  0.9968  0.000    0.183    0.488    1.461    1 
 0.35974  0.9968  0.000    0.183    0.488    1.461    1 
 0.35976  0.9968  0.000    0.183    0.488    1.461    1 
 0.35978  0.9968  0.000    0.183    0.488    1.461    1 
 0.35980  0.9968  0.000    0.183    0.488    1.461    1 
 0.35982  0.9968  0.000    0.183    0.488    1.460    1 
 0.35984  0.9967  0.000    0.183    0.488    1.460    1 
 0.35986  0.9967  0.000    0.183    0.488    1.459    1 
 0.35988  0.9967  0.000    0.183    0.488    1.458    1 
 0.35990  0.9967  0.000    0.183    0.488    1.457    1 
 0.35992  0.9967  0.000    0.183    0.488    1.456    1 
 0.35994  0.9967  0.000    0.183    0.488    1.455    1 
 0.35996  0.9967  0.000    0.183    0.488    1.453    1 
 0.35998  0.9967  0.000    0.183    0.488    1.452    1 
 0.36000  0.9967  0.000    0.183    0.488    1.450    1 
 0.36002  0.9967  0.000    0.183    0.488    1.448    1 
 0.36004  0.9967  0.000    0.183    0.488    1.446    1 
 0.36006  0.9967  0.000    0.183    0.488    1.444    1 
 0.36008  0.9967  0.000    0.183    0.488    1.442    1 
 0.36010  0.9967  0.000    0.183    0.488    1.440    1 
 0.36012  0.9967  0.000    0.183    0.488    1.437    1 
 0.36014  0.9967  0.000    0.183    0.488    1.435    1 
 0.36016  0.9967  0.000    0.183    0.488    1.432    1 
 0.36018  0.9967  0.000    0.183    0.489    1.430    1 
 0.36020  0.9967  0.000    0.183    0.489    1.427    1 
 0.36022  0.9967  0.000    0.183    0.489    1.424    1 
 0.36024  0.9967  0.000    0.183    0.489    1.421    1 
 0.36026  0.9967  0.000    0.183    0.489    1.418    1 
 0.36028  0.9967  0.000    0.183    0.489    1.415    1 
 0.36030  0.9967  0.000    0.183    0.489    1.412    1 
 0.36032  0.9967  0.000    0.183    0.489    1.410    1 
 0.36034  0.9967  0.000    0.183    0.489    1.407    1 
 0.36036  0.9967  0.000    0.183    0.489    1.404    1 
 0.36038  0.9967  0.000    0.183    0.489    1.401    1 
 0.36040  0.9967  0.000    0.183    0.489    1.399    1 
 0.36042  0.9967  0.000    0.183    0.489    1.396    1 
 0.36044  0.9966  0.000    0.183    0.489    1.394    1 
 0.36046  0.9966  0.000    0.183    0.489    1.392    1 
 0.36048  0.9966  0.000    0.183    0.489    1.390    1 
 0.36050  0.9966  0.000    0.183    0.489    1.388    1 
 0.36052  0.9966  0.000    0.183    0.489    1.386    1 
 0.36054  0.9966  0.000    0.183    0.489    1.385    1 
 0.36056  0.9966  0.000    0.183    0.489    1.383    1 
 0.36058  0.9966  0.000    0.183    0.489    1.382    1 
 0.36060  0.9966  0.000    0.183    0.489    1.381    1 
 0.36062  0.9966  0.000    0.183    0.489    1.381    1 
 0.36064  0.9966  0.000    0.182    0.490    1.380    1 
 0.36066  0.9966  0.000    0.182    0.490    1.380    1 
 0.36068  0.9966  0.000    0.182    0.490    1.381    1 
 0.36070  0.9966  0.000    0.182    0.490    1.381    1 
 0.36072  0.9966  0.000    0.182    0.490    1.382    1 
 0.36074  0.9967  0.000    0.182    0.490    1.382    1 
 0.36076  0.9967  0.000    0.182    0.490    1.384    1 
 0.36078  0.9967  0.000    0.182    0.490    1.385    1 
 0.36080  0.9967  0.000    0.182    0.490    1.387    1 
 0.36082  0.9967  0.000    0.182    0.490    1.388    1 
 0.36084  0.9967  0.000    0.182    0.490    1.390    1 
 0.36086  0.9967  0.000    0.182    0.490    1.393    1 
 0.36088  0.9967  0.000    0.182    0.490    1.395    1 
 0.36090  0.9967  0.000    0.182    0.490    1.398    1 
 0.36092  0.9967  0.000    0.182    0.490    1.401    1 
 0.36094  0.9967  0.000    0.182    0.490    1.404    1 
 0.36096  0.9967  0.000    0.182    0.490    1.407    1 
 0.36098  0.9967  0.000    0.182    0.490    1.411    1 
 0.36100  0.9967  0.000    0.182    0.490    1.414    1 
 0.36102  0.9968  0.000    0.182    0.490    1.418    1 
 0.36104  0.9968  0.000    0.182    0.490    1.423    1 
 0.36106  0.9968  0.000    0.182    0.490    1.427    1 
 0.36108  0.9968  0.000    0.182    0.490    1.432    1 
 0.36110  0.9968  0.000    0.182    0.491    1.436    1 
 0.36112  0.9968  0.000    0.182    0.491    1.441    1 
 0.36114  0.9968  0.000    0.182    0.491    1.446    1 
 0.36116  0.9969  0.000    0.182    0.491    1.452    1 
 0.36118  0.9969  0.000    0.182    0.491    1.457    1 
 0.36120  0.9969  0.000    0.182    0.491    1.463    1 
 0.36122  0.9969  0.000    0.182    0.491    1.469    1 
 0.36124  0.9969  0.000    0.182    0.491    1.475    1 
 0.36126  0.9969  0.000    0.182    0.491    1.481    1 
 0.36128  0.9969  0.000    0.182    0.491    1.488    1 
 0.36130  0.9970  0.000    0.182    0.491    1.494    1 
 0.36132  0.9970  0.000    0.182    0.491    1.501    1 
 0.36134  0.9970  0.000    0.182    0.491    1.508    1 
 0.36136  0.9970  0.000    0.182    0.491    1.515    1 
 0.36138  0.9971  0.000    0.182    0.491    1.523    1 
 0.36140  0.9971  0.000    0.182    0.491    1.530    1 
 0.36142  0.9971  0.000    0.182    0.491    1.538    1 
 0.36144  0.9971  0.000    0.182    0.491    1.545    1 
 0.36146  0.9971  0.000    0.182    0.491    1.553    1 
 0.36148  0.9972  0.000    0.182    0.491    1.561    1 
 0.36150  0.9972  0.000    0.182    0.491    1.569    1 
 0.36152  0.9972  0.000    0.182    0.491    1.578    1 
 0.36154  0.9972  0.000    0.182    0.491    1.586    1 
 0.36156  0.9973  0.000    0.182    0.492    1.595    1 
 0.36158  0.9973  0.000    0.182    0.492    1.603    1 
 0.36160  0.9973  0.000    0.182    0.492    1.612    1 
 0.36162  0.9973  0.000    0.182    0.492    1.621    1 
 0.36164  0.9973  0.000    0.182    0.492    1.630    1 
 0.36166  0.9974  0.000    0.182    0.492    1.639    1 
 0.36168  0.9974  0.000    0.182    0.492    1.649    1 
 0.36170  0.9974  0.000    0.182    0.492    1.658    1 
 0.36172  0.9974  0.000    0.182    0.492    1.668    1 
 0.36174  0.9975  0.000    0.182    0.492    1.678    1 
 0.36176  0.9975  0.000    0.182    0.492    1.688    1 
 0.36178  0.9975  0.000    0.182    0.492    1.698    1 
 0.36180  0.9975  0.000    0.182    0.492    1.708    1 
 0.36182  0.9976  0.000    0.182    0.492    1.719    1 
 0.36184  0.9976  0.000    0.182    0.492    1.730    1 
 0.36186  0.9976  0.000    0.182    0.492    1.741    1 
 0.36188  0.9976  0.000    0.182    0.492    1.752    1 
 0.36190  0.9977  0.000    0.182    0.492    1.763    1 
 0.36192  0.9977  0.000    0.182    0.492    1.775    1 
 0.36194  0.9977  0.000    0.182    0.492    1.786    1 
 0.36196  0.9978  0.000    0.182    0.492    1.798    1 
 0.36198  0.9978  0.000    0.182    0.492    1.811    1 
 0.36200  0.9978  0.000    0.181    0.493    1.823    1 
 0.36202  0.9978  0.000    0.181    0.493    1.836    1 
 0.36204  0.9978  0.000    0.181    0.493    1.849    1 
 0.36206  0.9979  0.000    0.181    0.493    1.862    1 
 0.36208  0.9979  0.000    0.181    0.493    1.875    1 
 0.36210  0.9979  0.000    0.181    0.493    1.889    1 
 0.36212  0.9980  0.000    0.181    0.493    1.903    1 
 0.36214  0.9980  0.000    0.181    0.493    1.917    1 
 0.36216  0.9980  0.000    0.181    0.493    1.931    1 
 0.36218  0.9980  0.000    0.181    0.493    1.946    1 
 0.36220  0.9981  0.000    0.181    0.493    1.961    1 
 0.36222  0.9981  0.000    0.181    0.493    1.976    1 
 0.36224  0.9981  0.000    0.181    0.493    1.991    1 
 0.36226  0.9981  0.000    0.181    0.493    2.006    1 
 0.36228  0.9982  0.000    0.181    0.493    2.021    1 
 0.36230  0.9982  0.000    0.181    0.493    2.037    1 
 0.36232  0.9982  0.000    0.181    0.493    2.053    1 
 0.36234  0.9982  0.000    0.181    0.493    2.068    1 
 0.36236  0.9983  0.000    0.181    0.493    2.084    1 
 0.36238  0.9983  0.000    0.181    0.493    2.100    1 
 0.36240  0.9983  0.000    0.181    0.493    2.116    1 
 0.36242  0.9983  0.000    0.181    0.493    2.132    1 
 0.36244  0.9984  0.000    0.181    0.494    2.148    1 
 0.36246  0.9984  0.000    0.181    0.494    2.165    1 
 0.36248  0.9984  0.000    0.181    0.494    2.181    1 
 0.36250  0.9984  0.000    0.181    0.494    2.197    1 
 0.36252  0.9984  0.000    0.181    0.494    2.213    1 
 0.36254  0.9985  0.000    0.181    0.494    2.229    1 
 0.36256  0.9985  0.000    0.181    0.494    2.246    1 
 0.36258  0.9985  0.000    0.181    0.494    2.262    1 
 0.36260  0.9985  0.000    0.181    0.494    2.278    1 
 0.36262  0.9985  0.000    0.181    0.494    2.294    1 
 0.36264  0.9986  0.000    0.181    0.494    2.310    1 
 0.36266  0.9986  0.000    0.181    0.494    2.325    1 
 0.36268  0.9986  0.000    0.181    0.494    2.341    1 
 0.36270  0.9986  0.000    0.181    0.494    2.356    1 
 0.36272  0.9986  0.000    0.181    0.494    2.372    1 
 0.36274  0.9987  0.000    0.181    0.494    2.387    1 
 0.36276  0.9987  0.000    0.181    0.494    2.402    1 
 0.36278  0.9987  0.000    0.181    0.494    2.416    1 
 0.36280  0.9987  0.000    0.181    0.494    2.430    1 
 0.36282  0.9988  0.000    0.181    0.494    2.444    1 
 0.36284  0.9988  0.000    0.181    0.494    2.458    1 
 0.36286  0.9988  0.000    0.181    0.494    2.471    1 
 0.36288  0.9988  0.000    0.181    0.494    2.484    1 
 0.36290  0.9988  0.000    0.181    0.495    2.497    1 
 0.36292  0.9989  0.000    0.181    0.495    2.509    1 
 0.36294  0.9989  0.000    0.181    0.495    2.521    1 
 0.36296  0.9989  0.000    0.181    0.495    2.532    1 
 0.36298  0.9989  0.000    0.181    0.495    2.543    1 
 0.36300  0.9989  0.000    0.181    0.495    2.553    1 
 0.36302  0.9989  0.000    0.181    0.495    2.563    1 
 0.36304  0.9989  0.000    0.181    0.495    2.572    1 
 0.36306  0.9990  0.000    0.181    0.495    2.581    1 
 0.36308  0.9990  0.000    0.181    0.495    2.589    1 
 0.36310  0.9990  0.000    0.181    0.495    2.596    1 
 0.36312  0.9990  0.000    0.181    0.495    2.603    1 
 0.36314  0.9990  0.000    0.181    0.495    2.610    1 
 0.36316  0.9990  0.000    0.181    0.495    2.615    1 
 0.36318  0.9990  0.000    0.181    0.495    2.621    1 
 0.36320  0.9990  0.000    0.181    0.495    2.626    1 
 0.36322  0.9991  0.000    0.181    0.495    2.630    1 
 0.36324  0.9991  0.000    0.181    0.495    2.634    1 
 0.36326  0.9991  0.000    0.181    0.495    2.638    1 
 0.36328  0.9991  0.000    0.181    0.495    2.641    1 
 0.36330  0.9991  0.000    0.181    0.495    2.645    1 
 0.36332  0.9991  0.000    0.181    0.495    2.648    1 
 0.36334  0.9991  0.000    0.181    0.496    2.650    1 
 0.36336  0.9992  0.000    0.181    0.496    2.653    1 
 0.36338  0.9992  0.000    0.180    0.496    2.656    1 
 0.36340  0.9992  0.000    0.180    0.496    2.658    1 
 0.36342  0.9992  0.000    0.180    0.496    2.660    1 
 0.36344  0.9992  0.000    0.180    0.496    2.663    1 
 0.36346  0.9992  0.000    0.180    0.496    2.665    1 
 0.36348  0.9992  0.000    0.180    0.496    2.668    1 
 0.36350  0.9992  0.000    0.180    0.496    2.670    1 
 0.36352  0.9993  0.000    0.180    0.496    2.673    1 
 0.36354  0.9993  0.000    0.180    0.496    2.676    1 
 0.36356  0.9993  0.000    0.180    0.496    2.679    1 
 0.36358  0.9993  0.000    0.180    0.496    2.682    1 
 0.36360  0.9993  0.000    0.180    0.496    2.686    1 
 0.36362  0.9993  0.000    0.180    0.496    2.689    1 
 0.36364  0.9993  0.000    0.180    0.496    2.693    1 
 0.36366  0.9993  0.000    0.180    0.496    2.698    1 
 0.36368  0.9994  0.000    0.180    0.496    2.702    1 
 0.36370  0.9994  0.000    0.180    0.496    2.707    1 
 0.36372  0.9994  0.000    0.180    0.496    2.711    1 
 0.36374  0.9994  0.000    0.180    0.496    2.716    1 
 0.36376  0.9994  0.000    0.180    0.496    2.721    1 
 0.36378  0.9994  0.000    0.180    0.497    2.726    1 
 0.36380  0.9994  0.000    0.180    0.497    2.731    1 
 0.36382  0.9994  0.000    0.180    0.497    2.736    1 
 0.36384  0.9994  0.000    0.180    0.497    2.741    1 
 0.36386  0.9994  0.000    0.180    0.497    2.745    1 
 0.36388  0.9995  0.000    0.180    0.497    2.750    1 
 0.36390  0.9995  0.000    0.180    0.497    2.755    1 
 0.36392  0.9995  0.000    0.180    0.497    2.759    1 
 0.36394  0.9995  0.000    0.180    0.497    2.763    1 
 0.36396  0.9995  0.000    0.180    0.497    2.767    1 
 0.36398  0.9995  0.000    0.180    0.497    2.771    1 
 0.36400  0.9995  0.000    0.180    0.497    2.774    1 
 0.36402  0.9995  0.000    0.180    0.497    2.778    1 
 0.36404  0.9995  0.000    0.180    0.497    2.781    1 
 0.36406  0.9995  0.000    0.180    0.497    2.783    1 
 0.36408  0.9995  0.000    0.180    0.497    2.785    1 
 0.36410  0.9995  0.000    0.180    0.497    2.787    1 
 0.36412  0.9995  0.000    0.180    0.497    2.788    1 
 0.36414  0.9995  0.000    0.180    0.497    2.789    1 
 0.36416  0.9995  0.000    0.180    0.497    2.790    1 
 0.36418  0.9995  0.000    0.180    0.497    2.790    1 
 0.36420  0.9995  0.000    0.180    0.497    2.790    1 
 0.36422  0.9995  0.000    0.180    0.498    2.790    1 
 0.36424  0.9995  0.000    0.180    0.498    2.789    1 
 0.36426  0.9995  0.000    0.180    0.498    2.788    1 
 0.36428  0.9995  0.000    0.180    0.498    2.786    1 
 0.36430  0.9995  0.000    0.180    0.498    2.785    1 
 0.36432  0.9995  0.000    0.180    0.498    2.783    1 
 0.36434  0.9995  0.000    0.180    0.498    2.781    1 
 0.36436  0.9995  0.000    0.180    0.498    2.778    1 
 0.36438  0.9996  0.000    0.180    0.498    2.775    1 
 0.36440  0.9996  0.000    0.180    0.498    2.772    1 
 0.36442  0.9996  0.000    0.180    0.498    2.769    1 
 0.36444  0.9996  0.000    0.180    0.498    2.766    1 
 0.36446  0.9996  0.000    0.180    0.498    2.762    1 
 0.36448  0.9996  0.000    0.180    0.498    2.758    1 
 0.36450  0.9996  0.000    0.180    0.498    2.754    1 
 0.36452  0.9996  0.000    0.180    0.498    2.750    1 
 0.36454  0.9996  0.000    0.180    0.498    2.746    1 
 0.36456  0.9996  0.000    0.180    0.498    2.741    1 
 0.36458  0.9996  0.000    0.180    0.498    2.736    1 
 0.36460  0.9996  0.000    0.180    0.498    2.732    1 
 0.36462  0.9996  0.000    0.180    0.498    2.727    1 
 0.36464  0.9996  0.000    0.180    0.498    2.722    1 
 0.36466  0.9996  0.000    0.180    0.499    2.717    1 
 0.36468  0.9996  0.000    0.180    0.499    2.712    1 
 0.36470  0.9996  0.000    0.180    0.499    2.707    1 
 0.36472  0.9996  0.000    0.180    0.499    2.702    1 
 0.36474  0.9996  0.000    0.180    0.499    2.697    1 
 0.36476  0.9996  0.000    0.179    0.499    2.692    1 
 0.36478  0.9996  0.000    0.179    0.499    2.688    1 
 0.36480  0.9996  0.000    0.179    0.499    2.683    1 
 0.36482  0.9996  0.000    0.179    0.499    2.678    1 
 0.36484  0.9996  0.000    0.179    0.499    2.674    1 
 0.36486  0.9996  0.000    0.179    0.499    2.670    1 
 0.36488  0.9996  0.000    0.179    0.499    2.666    1 
 0.36490  0.9996  0.000    0.179    0.499    2.663    1 
 0.36492  0.9997  0.000    0.179    0.499    2.659    1 
 0.36494  0.9997  0.000    0.179    0.499    2.656    1 
 0.36496  0.9997  0.000    0.179    0.499    2.653    1 
 0.36498  0.9997  0.000    0.179    0.499    2.651    1 
 0.36500  0.9997  0.000    0.179    0.499    2.649    1 
 0.36502  0.9997  0.000    0.179    0.499    2.648    1 
 0.36504  0.9997  0.000    0.179    0.499    2.646    1 
 0.36506  0.9997  0.000    0.179    0.499    2.646    1 
 0.36508  0.9997  0.000    0.179    0.500    2.645    1 
 0.36510  0.9997  0.000    0.179    0.500    2.646    1 
 0.36512  0.9997  0.000    0.179    0.500    2.646    1 
 0.36514  0.9997  0.000    0.179    0.500    2.647    1 
 0.36516  0.9997  0.000    0.179    0.500    2.649    1 
 0.36518  0.9997  0.000    0.179    0.500    2.651    1 
 0.36520  0.9997  0.000    0.179    0.500    2.653    1 
 0.36522  0.9997  0.000    0.179    0.500    2.655    1 
 0.36524  0.9997  0.000    0.179    0.500    2.658    1 
 0.36526  0.9997  0.000    0.179    0.500    2.661    1 
 0.36528  0.9997  0.000    0.179    0.500    2.664    1 
