# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# Illustration of the calculation of the PALACE reference intensities for O
# recombination lines as listed in pmd_reflineint_atom.dat
# 
# Column names:
# lam: vacuum wavelength in µm (NIST)
# ID: 12 characters describing upper and lower states (NIST)
#     (see pmd_reflineint_atom.dat for details)
# Ei: energy of upper state in 1/cm (NIST)
# Aij: Einstein-A coefficient in 1/s (NIST)
# gi: statistical weight (NIST)
# wmp: weight of multiplet component (based on Aij and gi)
# rc: radiative recombination coefficient in cm3/s for optically thin case and
#     a temperature of 1,000 K (escalante+92)
# reffeat: reference feature measured in X-shooter data
#          (see pmd_intdata_atom.dat):
#          OI0777 for quintet and OI0845 for triplet upper states
# Iref: reference intensity in R for reffeat (see pmd_intdata_atom.dat)
# rI: intensity of line relative to Iref (based on wmp and rc)
# I: reference intensity in R (based on Iref and rI)
# 
# References:
# escalante+92: https://doi.org/10.1016/0032-0633(92)90127-A
# NIST: https://physics.nist.gov/asd
# 
         lam            ID          Ei        Aij  gi     wmp         rc  reffeat        Iref          rI           I 
   1.1290005  O_3d3D3p3P32   97488.538  3.090e+07   7  0.4663  6.640e-14   OI0845   6.654e+00   3.885e-01   2.585e+00 
   1.1290120  O_3d3D3p3P22   97488.448  7.740e+06   5  0.0834  6.640e-14   OI0845   6.654e+00   6.950e-02   4.625e-01 
   1.1290209  O_3d3D3p3P12   97488.378  8.600e+05   3  0.0056  6.640e-14   OI0845   6.654e+00   4.634e-03   3.083e-02 
   1.1290409  O_3d3D3p3P10   97488.378  1.720e+07   3  0.1112  6.640e-14   OI0845   6.654e+00   9.267e-02   6.166e-01 
   1.1298195  O_4s5S3p5P21   95476.728  5.340e+06   5  0.1997  8.960e-14   OI0777   1.614e+01   3.351e-02   5.408e-01 
   1.1300776  O_4s5S3p5P22   95476.728  8.900e+06   5  0.3328  8.960e-14   OI0777   1.614e+01   5.585e-02   9.013e-01 
   1.1305472  O_4s5S3p5P23   95476.728  1.250e+07   5  0.4675  8.960e-14   OI0777   1.614e+01   7.844e-02   1.266e+00 
   1.1791702  O_7d5D4p5P01  107573.508  4.700e+05   1  0.0400  2.550e-15   OI0777   1.614e+01   1.909e-04   3.082e-03 
   1.1791708  O_7d5D4p5P11  107573.504  3.530e+05   3  0.0901  2.550e-15   OI0777   1.614e+01   4.302e-04   6.943e-03 
   1.1791720  O_7d5D4p5P21  107573.495  1.650e+05   5  0.0702  2.550e-15   OI0777   1.614e+01   3.352e-04   5.409e-03 
   1.1792643  O_7d5D4p5P12  107573.504  1.180e+05   3  0.0301  2.550e-15   OI0777   1.614e+01   1.438e-04   2.321e-03 
   1.1792656  O_7d5D4p5P22  107573.495  2.740e+05   5  0.1166  2.550e-15   OI0777   1.614e+01   5.566e-04   8.983e-03 
   1.1792671  O_7d5D4p5P32  107573.484  3.130e+05   7  0.1864  2.550e-15   OI0777   1.614e+01   8.901e-04   1.437e-02 
   1.1794319  O_7d5D4p5P23  107573.495  3.130e+04   5  0.0133  2.550e-15   OI0777   1.614e+01   6.358e-05   1.026e-03 
   1.1794335  O_7d5D4p5P33  107573.484  1.570e+05   7  0.0935  2.550e-15   OI0777   1.614e+01   4.465e-04   7.206e-03 
   1.1794346  O_7d5D4p5P43  107573.476  4.700e+05   9  0.3599  2.550e-15   OI0777   1.614e+01   1.718e-03   2.773e-02 
   1.1871334  O_6p3P3d3D11  105912.031  2.130e+04   3  0.0834  3.440e-16   OI0845   6.654e+00   3.598e-04   2.394e-03 
   1.1871334  O_6p3P3d3D01  105912.031  8.520e+04   1  0.1111  3.440e-16   OI0845   6.654e+00   4.797e-04   3.192e-03 
   1.1871334  O_6p3P3d3D21  105912.031  8.520e+02   5  0.0056  3.440e-16   OI0845   6.654e+00   2.399e-05   1.596e-04 
   1.1871433  O_6p3P3d3D12  105912.031  6.390e+04   3  0.2501  3.440e-16   OI0845   6.654e+00   1.079e-03   7.182e-03 
   1.1871433  O_6p3P3d3D22  105912.031  1.280e+04   5  0.0835  3.440e-16   OI0845   6.654e+00   3.604e-04   2.398e-03 
   1.1871560  O_6p3P3d3D23  105912.031  7.150e+04   5  0.4664  3.440e-16   OI0845   6.654e+00   2.013e-03   1.339e-02 
   1.1949964  O_6p5P3d5D34  105788.856  1.610e+04   7  0.3602  5.310e-16   OI0777   1.614e+01   3.581e-04   5.780e-03 
   1.1950087  O_6p5P3d5D33  105788.856  4.170e+03   7  0.0933  5.310e-16   OI0777   1.614e+01   9.276e-05   1.497e-03 
   1.1950263  O_6p5P3d5D32  105788.856  5.950e+02   7  0.0133  5.310e-16   OI0777   1.614e+01   1.324e-05   2.136e-04 
   1.1950460  O_6p5P3d5D23  105788.595  1.170e+04   5  0.1869  5.310e-16   OI0777   1.614e+01   1.859e-04   3.000e-03 
   1.1950635  O_6p5P3d5D22  105788.595  7.290e+03   5  0.1165  5.310e-16   OI0777   1.614e+01   1.158e-04   1.869e-03 
   1.1950782  O_6p5P3d5D21  105788.595  1.880e+03   5  0.0300  5.310e-16   OI0777   1.614e+01   2.987e-05   4.821e-04 
   1.1950869  O_6p5P3d5D12  105788.431  7.290e+03   3  0.0699  5.310e-16   OI0777   1.614e+01   6.950e-05   1.122e-03 
   1.1951017  O_6p5P3d5D11  105788.431  9.380e+03   3  0.0899  5.310e-16   OI0777   1.614e+01   8.942e-05   1.443e-03 
   1.1951087  O_6p5P3d5D10  105788.431  4.170e+03   3  0.0400  5.310e-16   OI0777   1.614e+01   3.975e-05   6.416e-04 
   1.1971649  O_8s5S4p5P21  107446.036  1.240e+05   5  0.2003  6.500e-16   OI0777   1.614e+01   2.438e-04   3.935e-03 
   1.1972614  O_8s5S4p5P22  107446.036  2.060e+05   5  0.3328  6.500e-16   OI0777   1.614e+01   4.051e-04   6.538e-03 
   1.1974328  O_8s5S4p5P23  107446.036  2.890e+05   5  0.4669  6.500e-16   OI0777   1.614e+01   5.683e-04   9.172e-03 
   1.2270115  O_5p5P4s5S32  103626.611  2.350e+05   7  0.4667  5.440e-15   OI0777   1.614e+01   4.754e-03   7.673e-02 
   1.2270868  O_5p5P4s5S22  103626.111  2.350e+05   5  0.3333  5.440e-15   OI0777   1.614e+01   3.396e-03   5.481e-02 
   1.2271405  O_5p5P4s5S12  103625.754  2.350e+05   3  0.2000  5.440e-15   OI0777   1.614e+01   2.037e-03   3.288e-02 
   1.2467250  O_5f5F3d5D54  105441.645  4.960e+06  11  0.3140  3.350e-14   OI0777   1.614e+01   1.970e-02   3.179e-01 
   1.2467250  O_5f5F3d5D44  105441.645  8.270e+05   9  0.0428  3.350e-14   OI0777   1.614e+01   2.687e-03   4.337e-02 
   1.2467250  O_5f5F3d5D34  105441.645  7.090e+04   7  0.0029  3.350e-14   OI0777   1.614e+01   1.792e-04   2.892e-03 
   1.2467384  O_5f5F3d5D23  105441.645  1.980e+05   5  0.0057  3.350e-14   OI0777   1.614e+01   3.574e-04   5.769e-03 
   1.2467384  O_5f5F3d5D43  105441.645  4.140e+06   9  0.2144  3.350e-14   OI0777   1.614e+01   1.345e-02   2.171e-01 
   1.2467384  O_5f5F3d5D33  105441.645  1.490e+06   7  0.0600  3.350e-14   OI0777   1.614e+01   3.766e-03   6.077e-02 
   1.2467575  O_5f5F3d5D32  105441.645  3.410e+06   7  0.1374  3.350e-14   OI0777   1.614e+01   8.618e-03   1.391e-01 
   1.2467575  O_5f5F3d5D22  105441.645  1.980e+06   5  0.0570  3.350e-14   OI0777   1.614e+01   3.574e-03   5.769e-02 
   1.2467575  O_5f5F3d5D12  105441.645  3.310e+05   3  0.0057  3.350e-14   OI0777   1.614e+01   3.585e-04   5.786e-03 
   1.2467735  O_5f5F3d5D11  105441.645  2.320e+06   3  0.0401  3.350e-14   OI0777   1.614e+01   2.513e-03   4.056e-02 
   1.2467735  O_5f5F3d5D21  105441.645  2.780e+06   5  0.0800  3.350e-14   OI0777   1.614e+01   5.018e-03   8.099e-02 
   1.2467811  O_5f5F3d5D10  105441.645  2.320e+06   3  0.0401  3.350e-14   OI0777   1.614e+01   2.513e-03   4.056e-02 
   1.2573324  O_5f3F3d3D21  105441.724  4.050e+06   5  0.2001  3.260e-14   OI0845   6.654e+00   8.184e-02   5.445e-01 
   1.2573435  O_5f3F3d3D32  105441.724  4.280e+06   7  0.2960  3.260e-14   OI0845   6.654e+00   1.211e-01   8.056e-01 
   1.2573435  O_5f3F3d3D22  105441.724  7.520e+05   5  0.0371  3.260e-14   OI0845   6.654e+00   1.520e-02   1.011e-01 
   1.2573577  O_5f3F3d3D33  105441.724  5.370e+05   7  0.0371  3.260e-14   OI0845   6.654e+00   1.519e-02   1.011e-01 
   1.2573577  O_5f3F3d3D43  105441.724  4.820e+06   9  0.4286  3.260e-14   OI0845   6.654e+00   1.753e-01   1.166e+00 
   1.2573577  O_5f3F3d3D23  105441.724  2.120e+04   5  0.0010  3.260e-14   OI0845   6.654e+00   4.284e-04   2.850e-03 
   1.2655330  O_7d3D4p3P21  107582.777  1.760e+05   5  0.2505  1.310e-16   OI0845   6.654e+00   4.118e-04   2.740e-03 
   1.2655330  O_7d3D4p3P11  107582.777  9.750e+04   3  0.0833  1.310e-16   OI0845   6.654e+00   1.369e-04   9.107e-04 
   1.2655460  O_7d3D4p3P12  107582.777  6.500e+03   3  0.0056  1.310e-16   OI0845   6.654e+00   9.125e-06   6.072e-05 
   1.2655460  O_7d3D4p3P32  107582.777  2.340e+05   7  0.4663  1.310e-16   OI0845   6.654e+00   7.665e-04   5.100e-03 
   1.2655460  O_7d3D4p3P22  107582.777  5.850e+04   5  0.0833  1.310e-16   OI0845   6.654e+00   1.369e-04   9.107e-04 
   1.2655876  O_7d3D4p3P10  107582.777  1.300e+05   3  0.1110  1.310e-16   OI0845   6.654e+00   1.825e-04   1.214e-03 
   1.3057343  O_6d5D4p5P01  106751.494  8.650e+05   1  0.0400  4.830e-15   OI0777   1.614e+01   3.617e-04   5.838e-03 
   1.3057355  O_6d5D4p5P11  106751.487  6.490e+05   3  0.0900  4.830e-15   OI0777   1.614e+01   8.142e-04   1.314e-02 
   1.3057377  O_6d5D4p5P21  106751.474  3.030e+05   5  0.0700  4.830e-15   OI0777   1.614e+01   6.336e-04   1.023e-02 
   1.3058502  O_6d5D4p5P12  106751.487  2.160e+05   3  0.0300  4.830e-15   OI0777   1.614e+01   2.710e-04   4.374e-03 
   1.3058525  O_6d5D4p5P22  106751.474  5.050e+05   5  0.1167  4.830e-15   OI0777   1.614e+01   1.056e-03   1.704e-02 
   1.3058552  O_6d5D4p5P32  106751.458  5.770e+05   7  0.1867  4.830e-15   OI0777   1.614e+01   1.689e-03   2.726e-02 
   1.3060564  O_6d5D4p5P23  106751.474  5.770e+04   5  0.0133  4.830e-15   OI0777   1.614e+01   1.206e-04   1.947e-03 
   1.3060592  O_6d5D4p5P33  106751.458  2.880e+05   7  0.0932  4.830e-15   OI0777   1.614e+01   8.431e-04   1.361e-02 
   1.3060610  O_6d5D4p5P43  106751.447  8.650e+05   9  0.3599  4.830e-15   OI0777   1.614e+01   3.256e-03   5.254e-02 
   1.3080097  O_5p3P4s3S01  103870.252  2.860e+05   1  0.1111  9.060e-16   OI0845   6.654e+00   1.263e-03   8.404e-03 
   1.3080481  O_5p3P4s3S11  103870.028  2.860e+05   3  0.3333  9.060e-16   OI0845   6.654e+00   3.789e-03   2.521e-02 
   1.3080583  O_5p3P4s3S21  103869.968  2.860e+05   5  0.5556  9.060e-16   OI0845   6.654e+00   6.315e-03   4.202e-02 
   1.3167490  O_4s3S3p3P11   96225.049  7.140e+06   3  0.3333  1.590e-15   OI0845   6.654e+00   6.650e-03   4.425e-02 
   1.3168459  O_4s3S3p3P12   96225.049  1.190e+07   3  0.5556  1.590e-15   OI0845   6.654e+00   1.108e-02   7.375e-02 
   1.3168731  O_4s3S3p3P10   96225.049  2.380e+06   3  0.1111  1.590e-15   OI0845   6.654e+00   2.217e-03   1.475e-02 
   1.3418521  O_7s5S4p5P21  106545.354  2.080e+05   5  0.2004  1.290e-15   OI0777   1.614e+01   4.841e-04   7.813e-03 
   1.3419733  O_7s5S4p5P22  106545.354  3.460e+05   5  0.3333  1.290e-15   OI0777   1.614e+01   8.052e-04   1.300e-02 
   1.3421887  O_7s5S4p5P23  106545.354  4.840e+05   5  0.4663  1.290e-15   OI0777   1.614e+01   1.126e-03   1.818e-02 
   1.4114655  O_6d3D4p3P21  106765.803  3.490e+05   5  0.2502  2.980e-16   OI0845   6.654e+00   9.355e-04   6.224e-03 
   1.4114655  O_6d3D4p3P11  106765.803  1.940e+05   3  0.0834  2.980e-16   OI0845   6.654e+00   3.120e-04   2.076e-03 
   1.4114816  O_6d3D4p3P12  106765.803  1.290e+04   3  0.0055  2.980e-16   OI0845   6.654e+00   2.075e-05   1.380e-04 
   1.4114816  O_6d3D4p3P32  106765.803  4.650e+05   7  0.4667  2.980e-16   OI0845   6.654e+00   1.745e-03   1.161e-02 
   1.4114816  O_6d3D4p3P22  106765.803  1.160e+05   5  0.0832  2.980e-16   OI0845   6.654e+00   3.109e-04   2.069e-03 
   1.4115334  O_6d3D4p3P10  106765.803  2.580e+05   3  0.1110  2.980e-16   OI0845   6.654e+00   4.149e-04   2.761e-03 
   1.5669379  O_5p3P3d3D01  103870.252  1.830e+05   1  0.1111  5.360e-16   OI0845   6.654e+00   7.471e-04   4.971e-03 
   1.5669929  O_5p3P3d3D11  103870.028  4.570e+04   3  0.0832  5.360e-16   OI0845   6.654e+00   5.597e-04   3.724e-03 
   1.5670076  O_5p3P3d3D21  103869.968  1.830e+03   5  0.0056  5.360e-16   OI0845   6.654e+00   3.736e-05   2.486e-04 
   1.5670101  O_5p3P3d3D12  103870.028  1.370e+05   3  0.2495  5.360e-16   OI0845   6.654e+00   1.678e-03   1.116e-02 
   1.5670248  O_5p3P3d3D22  103869.968  2.740e+04   5  0.0832  5.360e-16   OI0845   6.654e+00   5.593e-04   3.722e-03 
   1.5670469  O_5p3P3d3D23  103869.968  1.540e+05   5  0.4674  5.360e-16   OI0845   6.654e+00   3.144e-03   2.092e-02 
   1.5891983  O_5d5D4p5P01  105385.449  1.930e+06   1  0.0400  1.070e-14   OI0777   1.614e+01   8.007e-04   1.292e-02 
   1.5892016  O_5d5D4p5P11  105385.436  1.450e+06   3  0.0901  1.070e-14   OI0777   1.614e+01   1.805e-03   2.913e-02 
   1.5892084  O_5d5D4p5P21  105385.409  6.750e+05   5  0.0699  1.070e-14   OI0777   1.614e+01   1.400e-03   2.260e-02 
   1.5893716  O_5d5D4p5P12  105385.436  4.820e+05   3  0.0299  1.070e-14   OI0777   1.614e+01   5.999e-04   9.682e-03 
   1.5893784  O_5d5D4p5P22  105385.409  1.130e+06   5  0.1170  1.070e-14   OI0777   1.614e+01   2.344e-03   3.783e-02 
   1.5893865  O_5d5D4p5P32  105385.377  1.290e+06   7  0.1870  1.070e-14   OI0777   1.614e+01   3.746e-03   6.046e-02 
   1.5896806  O_5d5D4p5P23  105385.409  1.290e+05   5  0.0134  1.070e-14   OI0777   1.614e+01   2.676e-04   4.319e-03 
   1.5896886  O_5d5D4p5P33  105385.377  6.430e+05   7  0.0932  1.070e-14   OI0777   1.614e+01   1.867e-03   3.014e-02 
   1.5896945  O_5d5D4p5P43  105385.354  1.930e+06   9  0.3596  1.070e-14   OI0777   1.614e+01   7.206e-03   1.163e-01 
   1.6113488  O_5p5P3d5D34  103626.611  3.120e+04   7  0.3605  8.570e-16   OI0777   1.614e+01   5.786e-04   9.338e-03 
   1.6113711  O_5p5P3d5D33  103626.611  8.080e+03   7  0.0934  8.570e-16   OI0777   1.614e+01   1.498e-04   2.418e-03 
   1.6114031  O_5p5P3d5D32  103626.611  1.150e+03   7  0.0133  8.570e-16   OI0777   1.614e+01   2.133e-05   3.442e-04 
   1.6115010  O_5p5P3d5D23  103626.111  2.260e+04   5  0.1865  8.570e-16   OI0777   1.614e+01   2.994e-04   4.832e-03 
   1.6115329  O_5p5P3d5D22  103626.111  1.410e+04   5  0.1164  8.570e-16   OI0777   1.614e+01   1.868e-04   3.014e-03 
   1.6115597  O_5p5P3d5D21  103626.111  3.630e+03   5  0.0300  8.570e-16   OI0777   1.614e+01   4.808e-05   7.761e-04 
   1.6116256  O_5p5P3d5D12  103625.754  1.410e+04   3  0.0698  8.570e-16   OI0777   1.614e+01   1.121e-04   1.809e-03 
   1.6116524  O_5p5P3d5D11  103625.754  1.820e+04   3  0.0901  8.570e-16   OI0777   1.614e+01   1.447e-04   2.335e-03 
   1.6116651  O_5p5P3d5D10  103625.754  8.070e+03   3  0.0400  8.570e-16   OI0777   1.614e+01   6.414e-05   1.035e-03 
   1.6873824  O_6s5S4p5P21  105019.307  3.990e+05   5  0.2002  2.950e-15   OI0777   1.614e+01   1.106e-03   1.785e-02 
   1.6875740  O_6s5S4p5P22  105019.307  6.640e+05   5  0.3332  2.950e-15   OI0777   1.614e+01   1.841e-03   2.970e-02 
   1.6879147  O_6s5S4p5P23  105019.307  9.300e+05   5  0.4666  2.950e-15   OI0777   1.614e+01   2.578e-03   4.160e-02 
   1.7457979  O_5d3D4p3P11  105409.008  4.920e+05   3  0.0834  8.740e-16   OI0845   6.654e+00   9.143e-04   6.084e-03 
   1.7457979  O_5d3D4p3P21  105409.008  8.850e+05   5  0.2500  8.740e-16   OI0845   6.654e+00   2.741e-03   1.824e-02 
   1.7458226  O_5d3D4p3P12  105409.008  3.280e+04   3  0.0056  8.740e-16   OI0845   6.654e+00   6.096e-05   4.056e-04 
   1.7458226  O_5d3D4p3P32  105409.008  1.180e+06   7  0.4666  8.740e-16   OI0845   6.654e+00   5.117e-03   3.405e-02 
   1.7458226  O_5d3D4p3P22  105409.008  2.950e+05   5  0.0833  8.740e-16   OI0845   6.654e+00   9.137e-04   6.080e-03 
   1.7459018  O_5d3D4p3P10  105409.008  6.560e+05   3  0.1112  8.740e-16   OI0845   6.654e+00   1.219e-03   8.112e-03 
   1.8025750  O_4f5F3d5D54  102968.249  1.480e+07  11  0.3149  1.800e-13   OI0777   1.614e+01   1.061e-01   1.713e+00 
   1.8025750  O_4f5F3d5D44  102968.249  2.460e+06   9  0.0428  1.800e-13   OI0777   1.614e+01   1.443e-02   2.330e-01 
   1.8025750  O_4f5F3d5D34  102968.249  2.110e+05   7  0.0029  1.800e-13   OI0777   1.614e+01   9.629e-04   1.554e-02 
   1.8026030  O_4f5F3d5D23  102968.249  5.910e+05   5  0.0057  1.800e-13   OI0777   1.614e+01   1.926e-03   3.109e-02 
   1.8026030  O_4f5F3d5D43  102968.249  1.230e+07   9  0.2141  1.800e-13   OI0777   1.614e+01   7.217e-02   1.165e+00 
   1.8026030  O_4f5F3d5D33  102968.249  4.430e+06   7  0.0600  1.800e-13   OI0777   1.614e+01   2.022e-02   3.263e-01 
   1.8026430  O_4f5F3d5D32  102968.249  1.010e+07   7  0.1367  1.800e-13   OI0777   1.614e+01   4.609e-02   7.439e-01 
   1.8026430  O_4f5F3d5D22  102968.249  5.910e+06   5  0.0572  1.800e-13   OI0777   1.614e+01   1.926e-02   3.109e-01 
   1.8026430  O_4f5F3d5D12  102968.249  9.850e+05   3  0.0057  1.800e-13   OI0777   1.614e+01   1.926e-03   3.109e-02 
   1.8026770  O_4f5F3d5D11  102968.249  6.900e+06   3  0.0400  1.800e-13   OI0777   1.614e+01   1.350e-02   2.178e-01 
   1.8026770  O_4f5F3d5D21  102968.249  8.270e+06   5  0.0800  1.800e-13   OI0777   1.614e+01   2.696e-02   4.351e-01 
   1.8026920  O_4f5F3d5D10  102968.249  6.900e+06   3  0.0400  1.800e-13   OI0777   1.614e+01   1.350e-02   2.178e-01 
   1.8248290  O_4f3F3d3D21  102968.343  1.240e+07   5  0.2005  1.780e-13   OI0845   6.654e+00   4.477e-01   2.979e+00 
   1.8248520  O_4f3F3d3D22  102968.343  2.300e+06   5  0.0372  1.780e-13   OI0845   6.654e+00   8.304e-02   5.525e-01 
   1.8248520  O_4f3F3d3D32  102968.343  1.310e+07   7  0.2965  1.780e-13   OI0845   6.654e+00   6.621e-01   4.406e+00 
   1.8248820  O_4f3F3d3D43  102968.343  1.470e+07   9  0.4277  1.780e-13   OI0845   6.654e+00   9.553e-01   6.356e+00 
   1.8248820  O_4f3F3d3D23  102968.343  6.480e+04   5  0.0010  1.780e-13   OI0845   6.654e+00   2.339e-03   1.557e-02 
   1.8248820  O_4f3F3d3D33  102968.343  1.640e+06   7  0.0371  1.780e-13   OI0845   6.654e+00   8.289e-02   5.516e-01 
   2.1143290  O_7f5F4d5D44  107595.140  1.310e+05   9  0.0428  3.380e-15   OI0777   1.614e+01   2.706e-04   4.368e-03 
   2.1143290  O_7f5F4d5D54  107595.140  7.880e+05  11  0.3144  3.380e-15   OI0777   1.614e+01   1.990e-03   3.211e-02 
   2.1143290  O_7f5F4d5D34  107595.140  1.130e+04   7  0.0029  3.380e-15   OI0777   1.614e+01   1.816e-05   2.930e-04 
   2.1143470  O_7f5F4d5D23  107595.140  3.150e+04   5  0.0057  3.380e-15   OI0777   1.614e+01   3.615e-05   5.835e-04 
   2.1143470  O_7f5F4d5D33  107595.140  2.360e+05   7  0.0599  3.380e-15   OI0777   1.614e+01   3.792e-04   6.120e-03 
   2.1143470  O_7f5F4d5D43  107595.140  6.570e+05   9  0.2144  3.380e-15   OI0777   1.614e+01   1.357e-03   2.191e-02 
   2.1143730  O_7f5F4d5D22  107595.140  3.150e+05   5  0.0571  3.380e-15   OI0777   1.614e+01   3.615e-04   5.835e-03 
   2.1143730  O_7f5F4d5D32  107595.140  5.400e+05   7  0.1371  3.380e-15   OI0777   1.614e+01   8.677e-04   1.400e-02 
   2.1143730  O_7f5F4d5D12  107595.140  5.250e+04   3  0.0057  3.380e-15   OI0777   1.614e+01   3.615e-05   5.835e-04 
   2.1143950  O_7f5F4d5D11  107595.140  3.680e+05   3  0.0400  3.380e-15   OI0777   1.614e+01   2.534e-04   4.090e-03 
   2.1143950  O_7f5F4d5D21  107595.140  4.410e+05   5  0.0800  3.380e-15   OI0777   1.614e+01   5.062e-04   8.169e-03 
   2.1144060  O_7f5F4d5D10  107595.140  3.680e+05   3  0.0400  3.380e-15   OI0777   1.614e+01   2.534e-04   4.090e-03 
   2.1336640  O_7f3F4d3D23  107595.147  3.340e+03   5  0.0010  3.310e-15   OI0845   6.654e+00   4.346e-05   2.892e-04 
   2.1336640  O_7f3F4d3D43  107595.147  7.600e+05   9  0.4286  3.310e-15   OI0845   6.654e+00   1.780e-02   1.184e-01 
   2.1336640  O_7f3F4d3D33  107595.147  8.470e+04   7  0.0372  3.310e-15   OI0845   6.654e+00   1.543e-03   1.027e-02 
   2.1336960  O_7f3F4d3D32  107595.147  6.750e+05   7  0.2961  3.310e-15   OI0845   6.654e+00   1.230e-02   8.181e-02 
   2.1336960  O_7f3F4d3D22  107595.147  1.190e+05   5  0.0373  3.310e-15   OI0845   6.654e+00   1.548e-03   1.030e-02 
   2.1337170  O_7f3F4d3D21  107595.147  6.380e+05   5  0.1999  3.310e-15   OI0845   6.654e+00   8.301e-03   5.523e-02 
