exposure,stack_row,mjd,fold,sky_far_label,target_airmass,moon_fli,moon_altitude_deg,moon_separation_deg,signed_phase_deg,e50_b,e90_b,bias_b,e50_r,e90_r,bias_r,e50_z,e90_z,bias_z
3983,135,60186,1,SkyW,1.0545696851139243,0.9846,61.0546,35.167,14.71656345287596,0.05097200608773943,0.09657997645112824,0.029340425205437618,0.10255841456590689,0.1593591291484779,-0.10255841456590689,0.12640685826552459,0.16609718294019557,-0.12619053401589586
3984,136,60186,1,SkyE,1.05204299855721,0.9848,64.6189,35.2755,14.547560863832956,0.06670795016952841,0.11693238183374055,0.011516229366217075,0.10306961384611091,0.17088108269715965,-0.10306961384611091,0.13002685298330624,0.16258700783672034,-0.13002066671240822
3985,137,60186,1,SkyE,1.053227876712191,0.9851,67.8227,35.3766,14.390981680255976,0.06178619336914464,0.11489011737631134,0.009957623930117109,0.10037898662163347,0.16539320741014812,-0.10037898662163347,0.1260513511375181,0.15856253269833845,-0.12580391531183518
3986,138,60186,1,SkyE,1.0578227777293234,0.9853,70.8733,35.4782,14.234532045357781,0.15209961390045587,0.31271740890579447,0.15197426595101202,0.01850747231632826,0.14036239560097385,-0.009036364184386327,0.11088528013337125,0.1442687747348459,-0.11078131247648174
3987,139,60186,1,SkyE,1.0658897835563168,0.9855,73.6785,35.5804,14.0782634075089,0.147375103471025,0.4145864466161759,0.14706120681561236,0.09689602974495416,0.15790736344990286,-0.09689602974495416,0.10936874729694722,0.14625305439787295,-0.10934265942901435
3989,141,60186,1,SkyW,1.0382067965134716,0.9858,76.5379,26.981,13.887913656990094,0.05114538287754394,0.16493970692930243,-0.03427016114320462,0.16704524617062322,0.21402811341746292,-0.16704524617062322,0.10568477383737918,0.18829874955468037,-0.10535063434295491
3991,143,60186,1,SkyE,1.0377560805039203,0.986,78.2915,27.0718,13.70639370063759,0.05177868518879507,0.18321379397310322,-0.037511169724615066,0.16136792280771994,0.2005245029447859,-0.16136792280771994,0.10587493930478992,0.1825699188126832,-0.10581160784305293
4105,160,60187,0,SkyE,1.0542584762698293,0.9988,70.8838,37.5168,-4.119891926199784,0.04918474503476498,0.09933400387644038,0.03384970274489201,0.012584620302052374,0.057978519134601614,0.006378086681276157,0.10312718447010859,0.16052347959523303,0.10182010617969696
4106,161,60187,0,SkyE,1.0671398034504795,0.9988,71.8581,37.6243,-4.182351142645672,0.06073777232445744,0.11766847454313856,0.04774743925215302,0.022533958633306535,0.07496694327099143,0.022425150646170094,0.10816974409394867,0.16231769945652855,0.10816974409394867
4107,162,60187,0,SkyE,1.0839468609539933,0.9988,72.0856,37.7326,-4.250139466096243,0.06942447724024878,0.12534250475776804,0.05911218808072831,0.023816260964263432,0.07520092951600338,0.023510573239256337,0.11969960339504836,0.17986538977841168,0.11969960339504836
4108,163,60187,0,SkyE,1.3136074551881156,0.9987,70.8991,49.5001,-4.366564110388026,0.10448425529345556,0.15642968225244555,0.1013731658071972,0.05799755075472292,0.11152810850679282,0.05786849902787282,0.16802729367485766,0.25647340571455146,0.16802729367485766
4114,166,60187,0,SkyW,1.009951783301419,0.9986,54.5991,38.2805,-4.946655967074435,0.03648849767181032,0.08221471040791195,0.008522351732333644,0.026766243600060906,0.05605186747099974,-0.024001405821266655,0.04259919072339931,0.09504249465449015,0.03639135415445231
4115,167,60187,0,SkyE,1.006155780131165,0.9985,51.1873,38.2161,-5.055495662488937,0.07009492305683078,0.1262994775332396,0.06428868810547594,0.01940247342117921,0.05618796512161039,-0.011422625495499926,0.04084442019391461,0.10981685215025111,0.03501925348596223
4116,168,60187,0,SkyE,1.0068177253161141,0.9985,47.8441,38.1525,-5.16286692797749,0.07173808536816438,0.12860966065146429,0.06453775493194153,0.017793357805773232,0.06250342147454678,-0.006735132041857218,0.04021186955204871,0.10237723669166976,0.02551533760366688
4117,169,60187,0,SkyE,1.011702037614789,0.9985,44.4472,38.0869,-5.273052867307882,0.07095896426780308,0.13864765394293013,0.06385102446280493,0.018997706525215544,0.06251878405220618,-0.007293144968039529,0.030894506779406923,0.07219160738530386,0.011323209083061378
4119,171,60187,0,SkyW,1.0359730735908377,0.9984,37.2554,37.9425,-5.510839246958284,0.05704601766238818,0.12375108929645005,0.048481422777030034,0.03215865187782328,0.10134463721087988,-0.03215865187782328,0.04286407975848584,0.0871785072941264,-0.03547858878927633
