exposure,stack_row,mjd,fold,sky_far_label,target_airmass,moon_fli,moon_altitude_deg,moon_separation_deg,signed_phase_deg,e50_b,e90_b,bias_b,e50_r,e90_r,bias_r,e50_z,e90_z,bias_z
4120,172,60187,0,SkyE,1.0558181784987788,0.9983,33.6181,37.8661,-5.633685545477931,0.035237071847519445,0.08082854219219301,0.013549206082738102,0.043542388599010474,0.0985712087177851,-0.043542388599010474,0.06831126248524358,0.10742450983559138,-0.06744105276439477
4161,185,60188,4,SkyE,1.044634668018847,0.9798,55.353,49.9997,-15.970258223897503,0.21124473585315348,0.43367558314439963,-0.21124473585315348,0.09702658357512223,0.15843813937603313,-0.09702658357512223,0.04505086699081113,0.14451370787423382,0.00883089303409469
4162,186,60188,4,SkyE,1.0535779388626454,0.9796,57.8469,50.1168,-16.126136014398327,0.22777295712857545,0.4080962931537709,-0.22777295712857545,0.15013738050472364,0.19589454250703395,-0.15013738050472364,0.04334303648626005,0.11712380104767556,0.010349183423859222
4163,187,60188,4,SkyE,1.0662231555840018,0.9793,60.0673,50.2334,-16.28202346706155,0.218526053901497,0.38342665169214435,-0.218526053901497,0.06236159622426535,0.11051614670652739,-0.06236159622426535,0.039466577866282715,0.09998278155254135,0.018093225292649225
4165,189,60188,4,SkyW,1.0189815747613145,0.9786,64.4104,31.0259,-16.753770684689925,0.03194134428531803,0.11433371826986859,-0.01748224985785307,0.1350758599742215,0.18118766920336035,-0.1350758599742215,0.11959493760767917,0.1711091103492462,-0.11959493760767917
4166,190,60188,4,SkyW,1.0104125520319054,0.9783,64.8303,31.0916,-16.90997047822674,0.04092517829221166,0.11824517105183395,-0.005426180000322602,0.12532673420429935,0.18347765224127915,-0.12532673420429935,0.11489139766725717,0.1594815578197766,-0.11489139766725717
5584,549,60214,2,SkyW,1.0519836645328813,0.9195,63.5594,31.2356,33.40426176566203,0.08235600046898878,0.16354880297165095,0.07645414727400321,0.07557966177124448,0.134273139472482,-0.07557966177124448,0.08453576168970008,0.14205411745290428,-0.08356007896030365
5585,550,60214,2,SkyW,1.0436254745610234,0.92,66.5565,31.3259,33.246178451638855,0.056383303587504326,0.11573966669047492,0.04373511150553677,0.08942299389891697,0.1356555205215787,-0.08942299389891697,0.09693273704353297,0.14835149238607145,-0.09693273704353297
5588,553,60214,2,SkyE,1.0377952675400939,0.9207,70.4054,31.4549,33.02262634283912,0.04637016712391559,0.10906674533071323,0.0001231819346429291,0.11582680073840773,0.16340843296219373,-0.11582680073840773,0.11864617332059221,0.1645155973975769,-0.11864617332059221
4112,1105,60187,0,SkyE,1.0070691173887623,0.9987,61.0519,29.6446,-4.740071071223923,0.06236533085354825,0.12329367055575222,0.04802491141406766,0.08061891310411898,0.12794685627573574,-0.08061891310411898,0.0539787363701386,0.11322101731108325,0.011316582175884327
5669,1111,60215,1,SkyW,1.0069006092916957,0.9774,62.9995,29.5254,17.24356209107006,0.07215163768972326,0.11884940412319972,0.01517085988213359,0.12551691174239768,0.19441945542367162,-0.12551691174239768,0.11403463986076834,0.17238433411572804,-0.11403463986076834
4110,1116,60187,0,SkyE,1.0066786632187037,0.9987,66.9312,29.6136,-4.540102390705954,0.0523155781817126,0.10255300541434795,0.03518010255392551,0.07284050742697334,0.11002862018674148,-0.07284050742697334,0.048367144371805795,0.10344207901539076,0.029124683956790094
5667,1117,60215,1,SkyW,1.0062214833052838,0.9768,66.9058,29.4403,17.565590678142996,0.0653023429510821,0.10694556238708416,0.02551219990694292,0.11659014818189356,0.16742484429295418,-0.11659014818189356,0.06702737580635972,0.1367023381048422,-0.06488188087468118
4111,1118,60187,0,SkyW,1.0046405049517912,0.9987,64.0811,29.6293,-4.640025479475213,0.05504404821487375,0.10503035622757009,0.03743795737212271,0.08962112311712961,0.11784781165476961,-0.08962112311712961,0.05055558833274596,0.10997925285293182,0.020037144369610068
5668,1119,60215,1,SkyE,1.004647553435175,0.9771,65.1687,29.4826,17.404487671365075,0.05229430899107499,0.11712356222149922,0.003951751773777166,0.13158911066728068,0.18730052564744523,-0.13158911066728068,0.10521316626078234,0.16577256667046872,-0.10521316626078234
5666,1120,60215,1,SkyW,1.012047024207354,0.9765,68.1502,29.3967,17.735141876062755,0.04411753952446918,0.09390820538348679,0.011508965181550949,0.10483630334803096,0.14538188440562058,-0.10483630334803096,0.06123790265750035,0.12125134144693267,-0.05923218553518991
5551,1130,60213,2,SkyE,1.0411365647482702,0.8419,80.8665,23.886,47.00431750698016,0.09004263118153186,0.1441324201165334,0.08196809577125916,0.03720332567862653,0.09209006268010393,0.03620852175960331,0.19191055600336443,0.2927381415229427,0.1901822269354372
5674,4993,60215,1,SkyE,1.0122830650722099,0.9789,47.8075,33.8104,16.40798466751997,0.04705730405975053,0.13405902722376267,-0.045751625938344476,0.11991740893035863,0.17655658614425668,-0.11991740893035863,0.1073395504119144,0.15156246266769574,-0.1073395504119144
49925,5026,61011,0,SkyW,1.086450562440576,0.8783,45.6933,54.454,41.00777029841905,0.029207674890186476,0.19732045475904691,-0.0100743997748649,0.03346406470976112,0.08589426989097307,0.0298206891982613,0.054423612162960155,0.16436516280205649,-0.0003520334336171847
5675,5226,60215,1,SkyW,1.022993850440881,0.9793,44.2008,33.7607,16.23351820151541,0.06340795560701919,0.1426170932477025,-0.06340795560701919,0.10967181826535592,0.18126830509710004,-0.10967181826535592,0.10867239635394178,0.14944160769529,-0.10867239635394178
5676,5252,60215,1,SkyE,1.0380511091064637,0.9796,40.7416,33.7118,16.069449599425212,0.033288661380075545,0.1022674542359445,-0.02497307498637423,0.09981993893414201,0.15715628221896577,-0.09981993893414201,0.09024645245670329,0.14484101916751346,-0.09024645245670329
49926,5259,61011,0,SkyE,1.1166816315549979,0.8789,45.1966,54.5559,40.850257261954084,0.03135055925158326,0.23849006675652368,-0.02120952421115145,0.06230791589567462,0.11770543409194044,0.06080784847941504,0.05544260022260007,0.1285510046880489,0.019479147602941185
5677,5280,60215,1,SkyW,1.0605753918271574,0.98,36.8844,33.6554,15.889212971035846,0.03984092153339704,0.0954500285359385,-0.0036717602261404445,0.0890131975524423,0.1698669958620242,-0.0890131975524423,0.10202496103931971,0.14782787110785245,-0.10202496103931971
5678,5317,60215,1,SkyE,1.086110342023733,0.9803,33.4474,33.6032,15.730358748412158,0.04879650573268802,0.10840722187051645,0.02810111211459544,0.08099708324984914,0.15621537993087045,-0.08099708324984914,0.08919634384681395,0.15196349483322993,-0.08906799793123392
5679,5369,60215,1,SkyE,1.1175070761297676,0.9806,29.9916,33.5486,15.571843983145214,0.05207470132093799,0.1138901188776466,0.03096057781343249,0.08251121964184635,0.1658025208419629,-0.08251121964184635,0.11696304780041128,0.1693271401062627,-0.11626205519107514
8242,5438,60273,0,SkyE,1.0354441398545562,0.9388,46.4545,38.2442,28.772374703699,0.029387998308697552,0.13703324763893499,-0.01902273979166373,0.027803807137996243,0.05593254874616857,-0.020306061128483727,0.02794223794744763,0.08435439982377914,0.004445773844217803
8244,5541,60273,0,SkyW,1.0805094227323544,0.9396,44.6254,38.4216,28.466403601019636,0.12893274941182223,0.24914350254978967,-0.12893274941182223,0.30126278153370173,0.427164650284343,-0.30126278153370173,0.4937974859235823,0.5400506193885966,-0.4937974859235823
8245,5565,60273,0,SkyW,1.1112781906162927,0.94,43.2529,38.5067,28.31759065160489,0.10739236062721051,0.21733566003853702,-0.10739236062721051,0.23697476341795096,0.3495320418158535,-0.23697476341795096,0.39619885853023096,0.4329208115407342,-0.39619885853023096
8246,5586,60273,0,SkyW,1.1495058182070592,0.9403,41.5689,38.5927,28.16627994977307,0.05940713582346175,0.11210935853456593,0.04958127874462107,0.01976796106891318,0.04853118032901195,-0.012703264140678638,0.02601713169105472,0.06780115757579384,0.00012101815968427397
8243,5607,60273,0,SkyW,1.0562369153486626,0.9392,45.6693,38.3377,28.61184748263767,0.13247263933685094,0.24734881772270217,-0.13247263933685094,0.27396336249640585,0.3983162509081835,-0.27396336249640585,0.4549231227495167,0.5066782226150112,-0.4549231227495167
5670,5691,60215,1,SkyE,1.0140228132087439,0.9777,60.1714,29.5738,17.063198727928068,0.08418841953591104,0.1698179954325696,-0.08418841953591104,0.18072058982174016,0.23229618256594872,-0.18072058982174016,0.16244057585569768,0.2074298023296406,-0.16244057585569768
47086,5693,60951,4,SkyE,1.0154959392546121,0.8025,41.2656,56.8961,52.301526278105285,0.04017961254753987,0.23327218580232253,-0.039715486073783945,0.035434161445608264,0.0814535753113315,0.0021642295608323547,0.0418899138869491,0.10300683891523306,0.019204447648188218
47141,5694,60952,4,SkyE,1.0150442874122945,0.8827,49.7303,46.6761,39.702191947453144,0.03365318188410961,0.19694152483143526,-0.032723927675595794,0.022408608992185455,0.07027470631731302,0.01472379254182539,0.06929650725563463,0.1221419107062689,0.06870652304784954
47087,5728,60951,4,SkyE,1.0085390917563324,0.8033,37.6939,56.813,52.15845200252113,0.0375162543955288,0.24021426704717264,-0.03719876356655605,0.03608950342720134,0.09369054862108041,0.010883559874317097,0.046305522543264754,0.11635892590400951,0.030855512269645814
47142,5729,60952,4,SkyW,1.008152087503303,0.8834,46.1384,46.6088,39.54875597381354,0.06706327477800308,0.2232556463091767,-0.06706327477800308,0.022485571888634516,0.05301282540904375,0.0035056559018116717,0.046143156252017245,0.1040083958781342,0.0421669770450118
5671,5739,60215,1,SkyW,1.0095644715756538,0.978,57.2442,33.9392,16.89469594847091,0.05800969580065961,0.1294884533414286,-0.05800969580065961,0.12914731827525383,0.18990399151555845,-0.12914731827525383,0.1436847241697502,0.18390795019951844,-0.1436847241697502
5672,5789,60215,1,SkyE,1.0061078426717802,0.9783,54.2575,33.898,16.733828582464923,0.0746768269076419,0.15555905170809609,-0.0746768269076419,0.14463482394836297,0.19756542719529926,-0.14463482394836297,0.14405239368953032,0.18458533346447886,-0.14405239368953032
8239,5820,60273,0,SkyW,1.0061284884711104,0.9375,46.2844,37.948,29.26882351682457,0.031212006151511946,0.1301496382103822,-0.021776109022827797,0.018978470587647404,0.056859066968148415,-0.006854792711043455,0.03623287591201887,0.09753167497513847,0.016809453628311332
5673,5827,60215,1,SkyE,1.006961163635787,0.9786,51.1116,33.8553,16.572094265092204,0.07267505565003388,0.145170833975668,-0.07267505565003388,0.12496356972512956,0.17481441605990106,-0.12496356972512956,0.11538961287339793,0.15314290516892007,-0.11538961287339793
49924,5843,61011,0,SkyW,1.0623644715436273,0.8778,45.8467,54.3547,41.16010069503196,0.03864247614350712,0.21106174940567515,-0.03426809462455112,0.02112523851003978,0.06636859054979923,0.00571216982896898,0.04010472009857251,0.17167012927801104,-0.030542316222479583
8240,5861,60273,0,SkyE,1.0102986294579621,0.938,46.7796,38.0472,29.10470174592689,0.034452076680336625,0.16160322950604117,-0.03377711330126309,0.030036160225025935,0.05526091767378312,-0.02482474315430204,0.02915874157679518,0.08812161449709666,0.0037574937905538227
8241,5879,60273,0,SkyW,1.0199918999847215,0.9384,46.84,38.1463,28.938528271390425,0.02977140397243812,0.14807805472576258,-0.02071323660230196,0.026591610073127846,0.05292411418438692,-0.022478861933657383,0.027811760612414485,0.09036973955187545,0.0037699388809098147
9746,5912,60301,4,SkyW,1.1476596823608964,0.8367,41.0517,44.8871,47.71567174569091,0.0775115193086622,0.13075278305729024,0.06715786257024157,0.10078072480258546,0.15413996642273028,0.10050988308295675,0.08665776928702984,0.15306749091120417,0.0655343924597493
10113,5921,60309,4,SkyE,1.6760869021538354,0.8316,43.4491,35.6317,-48.693711311741055,0.04059973185323951,0.11038996764508685,-0.03772023041624663,0.09589990318008011,0.1235421720084726,-0.09589990318008011,0.09848504292946017,0.16118780011964087,-0.09794156971098394
9743,5923,60301,4,SkyE,1.0519810688640618,0.835,42.9631,44.6095,48.16807771474038,0.043165228625629354,0.1580389382709136,0.018245721686984545,0.08159299285191207,0.14646852533474394,0.08059200965993613,0.09404688815198556,0.16046264294491505,0.04967102096072729
9744,5937,60301,4,SkyW,1.0788841023397238,0.8356,42.6454,44.7091,48.00769732893508,0.06255482141196515,0.12407693822238441,0.04434189865521694,0.11462349105353248,0.1777441139583923,0.11440451570466428,0.09718275068609424,0.1601074961699454,0.0738688280991564
9745,5949,60301,4,SkyW,1.1098290371003745,0.8362,42.0072,44.7987,47.86157223746713,0.05713783226939159,0.11100314180639476,0.04490859104438004,0.10336726400668118,0.16467695418668532,0.10262934279295893,0.10145397997952915,0.1633679344290761,0.06984648790209885
37539,5971,60752,0,SkyE,1.8739028018575703,0.8604,79.3457,47.4892,-44.152681608863844,0.07015115209941211,0.14698675901025282,0.057108133617566906,0.08227994074795944,0.1191010706766026,-0.08227994074795944,0.0587116586780198,0.12411800362036157,-0.049454945010353524
47131,5977,60952,4,SkyW,1.4117738747701047,0.8772,73.7397,47.2429,41.168184239443775,0.042260388081888485,0.10589622502911519,0.02784627406538533,0.037064929773088555,0.10137971963354411,0.035762649844638214,0.066412869339149,0.13073481413537266,0.06453594831055526
22151,5999,60516,1,SkyW,1.0582479450974505,0.8029,57.3314,51.6678,-52.44123457002641,0.048448815632649356,0.11222537620417404,0.035581377790072234,0.03454160990188541,0.08993984442581379,0.02569033036837997,0.057247078667580484,0.1108046583941459,0.05159367185456841
44865,6044,60899,2,SkyW,1.056738822776919,0.8952,54.298,54.4453,-37.444258231454796,0.056822643565896905,0.18900442005722085,-0.056822643565896905,0.08256736977992649,0.12704128520799082,-0.08256736977992649,0.08645113310872532,0.13857668105815615,-0.08579183718923068
37540,6076,60752,0,SkyE,1.8888846219352717,0.8599,77.8464,47.5371,-44.27494241882542,0.06387001403141555,0.1458419502440427,0.04983285951780309,0.08999242411908881,0.127628872376479,-0.08999242411908881,0.07102289225981416,0.14392915950871119,-0.057811531634926125
38760,6156,60774,4,SkyE,1.0222504804832475,0.8654,47.8317,46.2492,42.690109320130375,0.09360667384457823,0.16684890943764263,0.08466527780232762,0.04261976436685705,0.10967552657530297,0.0411495481114449,0.05888851382785559,0.12399332700884116,0.05459485051521655
38759,6157,60774,4,SkyW,1.012877971788931,0.8649,48.7266,46.3147,42.81649732791408,0.11009317953580983,0.16938259790584892,0.10423760513358642,0.05958975741488055,0.11810073689272067,0.05879120633949149,0.04373763960695188,0.10342123062822378,0.037855199629626704
38758,6173,60774,4,SkyW,1.0072540935545762,0.8645,49.278,46.3798,42.94368889240474,0.09478592561490236,0.15486059734353133,0.08680153186823282,0.04417067443081275,0.10769464045823153,0.04313132009986531,0.03599561803802672,0.09135503619176373,0.026387070326819237
38755,6190,60774,4,SkyW,1.0132758926695844,0.8631,48.6732,46.576,43.335958148708755,0.12283387649207798,0.18468554865216205,0.11980804336667322,0.04055349399142298,0.10109628826894625,0.03863783959921054,0.032761364643993734,0.09876420014006328,0.016047196596611406
38757,6194,60774,4,SkyW,1.005352100669773,0.864,49.4649,46.4447,43.07187938455897,0.1119919612495184,0.17866337893993398,0.10607163900472788,0.03207435411870194,0.09334193498779543,0.026462144535339245,0.03186787854380102,0.08980987265901938,0.01505142247702277
38756,6195,60774,4,SkyE,1.0071548854015189,0.8636,49.2807,46.5081,43.198635594653524,0.12417783762582753,0.18466977969431467,0.1181077731204354,0.046947749587258905,0.11403154360138541,0.04592159501801061,0.046830991133578276,0.11839182343897296,0.03661538017274278
43247,6251,60863,3,SkyE,1.5007007618470714,0.8607,76.7681,45.9191,44.05874263304773,0.08675970600556868,0.14678028026824988,0.07950726035529827,0.05118479872308116,0.11966806734484157,0.0478813202306167,0.07523062172178302,0.13547378258804682,0.05160651292822564
43249,6279,60863,3,SkyW,1.514346415962639,0.8616,83.374,46.038,43.804814985197766,0.10698664084796354,0.16919726865399692,0.0968802637161468,0.06096650623885333,0.13274080206677208,0.06051573340922988,0.08555967259471284,0.14027433440919365,0.07160636175367978
39267,6297,60782,0,SkyW,1.5670556753166474,0.8414,79.4647,53.4895,-46.946151614589894,0.04116453122540641,0.13482296637576974,-0.020389206176922327,0.10787904002222234,0.16193876203279864,-0.10787904002222234,0.07850143454498248,0.154400276608356,-0.07649438284095132
9809,6375,60302,3,SkyW,1.1222211392271646,0.9079,38.043,55.3883,35.511481419762134,0.03598689673777229,0.1653287681956671,-0.01570029948374785,0.11579114833337435,0.18728016718934554,0.11251152593054783,0.16188128779073563,0.21693249270775128,0.15929627493636161
37535,6438,60752,0,SkyE,1.7581934785201592,0.8622,73.792,56.7121,-43.63734793818128,0.037755048130768624,0.12762106412929444,0.008250491300798588,0.05623711634212281,0.10496795213422697,-0.054609037020724165,0.05352916458385426,0.15469484487419877,0.04326056849265997
37533,6439,60752,0,SkyE,1.6055327485200357,0.8631,67.5493,56.5273,-43.38872187634095,0.041140633625116725,0.13854790561130145,0.019441279854880745,0.040138260871404055,0.080196110985469,-0.034633923115389355,0.04939692676898988,0.15942358017037322,0.035022762091384316
41932,6441,60833,0,SkyE,1.9266625054049107,0.841,74.412,45.2672,46.935032414676186,0.0945865710668413,0.16812377800283723,0.0846654388107817,0.08189702386569492,0.12345245181862743,-0.08189702386569492,0.04964023871802328,0.12549250536165793,-0.036837464595952295
37532,6446,60752,0,SkyW,1.5535133429433654,0.8636,64.2361,56.4331,-43.265824377602144,0.04347387538595701,0.13390805064292663,0.013990042024110715,0.061634611633407416,0.10774667232168911,-0.061634611633407416,0.04365115367015617,0.10032551318007166,-0.030961175817842173
37531,6447,60752,0,SkyE,1.5141190659905048,0.8641,60.8595,56.3374,-43.14349755959651,0.06859860253693756,0.14178513138842852,0.056135710038708424,0.04602797890973416,0.08402959092836146,-0.031578493929634716,0.04179195014494379,0.11774454151477606,-0.00270836596765576
34613,6449,60723,0,SkyW,1.3181259946600494,0.8022,70.053,52.1615,-53.01920436165173,0.06177034362024428,0.1387516749313282,0.049820989046919714,0.03451931620069774,0.09933209489692522,0.02929254726388272,0.05962257609825898,0.11908201286687944,0.053342303469983615
39266,6457,60782,0,SkyE,1.5350017190429541,0.8419,75.9648,53.4245,-46.821017978267065,0.034123773686192016,0.13574831168206442,-0.007203705179396254,0.11144567868632363,0.16690941124774641,-0.11144567868632363,0.08318539752980009,0.15602527805158586,-0.08112723339502186
39265,6458,60782,0,SkyW,1.5136928311714561,0.8424,72.4639,53.3574,-46.69608000862604,0.037657624154529556,0.13373616294586263,-0.015029500534353426,0.1032035926287416,0.1644964323744554,-0.1032035926287416,0.10693929562965411,0.16529591991506143,-0.10659874288001377
20012,6472,60486,2,SkyE,1.8027349030676045,0.8681,80.0946,54.1185,-42.66122842632987,0.05160568700687811,0.14143940376250802,-0.046693553372248675,0.046570228874626154,0.09204056896592988,-0.046570228874626154,0.05293084452680192,0.1379627070723413,0.05022109941929651
41934,6532,60833,0,SkyW,1.2095863103308635,0.842,70.582,46.1046,46.652943696584714,0.04926045287476543,0.138174026413204,0.03427084751859353,0.03830473094450117,0.08049075443671712,-0.03637588890279177,0.07531423302832618,0.16828942673512196,-0.07471635646598591
22150,6574,60516,1,SkyW,1.04792298884795,0.8036,55.0451,51.5561,-52.28938824071743,0.05492964607623391,0.10786513856703367,0.04394419710585487,0.04080925532594832,0.10085708249979955,0.03814686994287474,0.07486972417076096,0.14056310490672566,0.07189469713357022
37521,6708,60752,0,SkyW,1.6962080366244463,0.8699,24.7048,55.1942,-41.87473158786585,0.14588434549724366,0.2563116233044615,0.14495783940118312,0.036877033655775535,0.0773323464924971,0.02579689561517717,0.057462729884591265,0.1456908271955551,-0.05159982814721149
37522,6709,60752,0,SkyW,1.6248768204663326,0.8693,28.1809,55.3179,-41.99708665833043,0.12984518861990085,0.2372357647569362,0.12728707314646368,0.03342260234411335,0.08057492111532631,0.02174700981569891,0.040963597266709985,0.1320952821865692,-0.033344024224137424
37523,6712,60752,0,SkyE,1.5621940599450488,0.8686,32.1413,55.4546,-42.13596359174903,0.11883047007024909,0.21164073455858226,0.11395251491132133,0.030706372850319907,0.08147280298159802,0.022986482917727907,0.0353099481976509,0.10813728998539501,0.003101230279352771
37524,6719,60752,0,SkyW,1.5189693983817967,0.868,35.802,55.5771,-42.26395692849442,0.10072769403995845,0.19509337301017002,0.09430735393255245,0.026161901090115985,0.07648729827790844,0.020363227058389794,0.030264983773535988,0.09863488041267288,-0.0016944330483680465
37525,6722,60752,0,SkyE,1.488977780042435,0.8674,39.3127,55.6914,-42.38648820542633,0.10262855645454734,0.17653906174509437,0.09548273208380582,0.04024923515295506,0.0931935150290246,0.0369616619818738,0.04871077703595828,0.12343784129893802,0.043527223055010375
37526,6725,60752,0,SkyE,1.4690393289579795,0.8668,42.8317,55.803,-42.509220257565374,0.10698602825784066,0.17606020237638312,0.10023552436378518,0.037780949288463636,0.0945597546602224,0.033525907965520206,0.06044563826454466,0.13907625827926476,0.05398598250794251
37534,6727,60752,0,SkyW,1.6734466546499747,0.8626,70.7951,56.6212,-43.51387357132259,0.03282886058563064,0.1269455630676596,-0.013633988659927328,0.05984650028978995,0.10390162072080629,-0.0595313786300803,0.03857215028983434,0.12673677229741256,-0.0003404674376186874
41931,6733,60833,0,SkyW,1.804696722070791,0.8405,74.8039,45.1772,47.061121395126605,0.09144523036902762,0.15730945453871598,0.08280087300967112,0.0929713477678451,0.13881482727475228,-0.0929713477678451,0.07100912542895205,0.1376265361995257,-0.06766312686220512
37530,6737,60752,0,SkyE,1.4852385340889522,0.8646,57.3724,56.2378,-43.019083740712574,0.07973516673174297,0.15720264520519245,0.06798466821323702,0.03632435944735864,0.06812789654490183,-0.015756469519187126,0.04286121799899559,0.12286355549416247,0.016625956458342278
37529,6738,60752,0,SkyW,1.4667970017252787,0.8651,53.8969,56.1371,-42.8963130579786,0.06118004127290042,0.14343616448381327,0.04540861321006564,0.04119801224861572,0.07824754916781342,-0.036272776025386165,0.03809562329253544,0.09567901478360152,-0.012665255478491894
34612,6739,60723,0,SkyE,1.246004667888275,0.8028,68.1957,52.1232,-52.8803868626873,0.07280587333836978,0.14533618858298283,0.06385817885930344,0.06336067193732886,0.13173757638053163,0.062371118351378124,0.09968785487064484,0.16341900741066243,0.09854764626426193
39264,6752,60782,0,SkyW,1.501798349572477,0.8429,68.6511,53.2819,-46.56001707056757,0.03988421468748815,0.12322098424622918,0.0051541135115836054,0.09697448215955293,0.15592450007525818,-0.09697448215955293,0.0881548811526358,0.15817156836194912,-0.08665617720181965
39263,6753,60782,0,SkyE,1.5008599915679712,0.8434,65.1668,53.2105,-46.43556107981712,0.048248297857635326,0.13235387874942514,0.020753414092656255,0.07886876365616216,0.14132056196224463,-0.07886876365616216,0.06247708483061982,0.13405706515505486,-0.05642679330864471
41933,6831,60833,0,SkyW,1.2653372821429378,0.8415,72.6888,46.1809,46.77743633352307,0.044799601673285845,0.12493775381105292,0.028023052301021725,0.065788881911066,0.10728888349072958,-0.065788881911066,0.11426047782453672,0.20478601646921912,-0.11388807922243684
34611,7018,60723,0,SkyE,1.1827435248888294,0.8034,65.5157,52.0815,-52.730918659859114,0.07903029821696862,0.14971596671872472,0.06972202257626524,0.06609924343668735,0.13079134113816238,0.06525074576538129,0.09006662275887563,0.14699529724332316,0.08813294894152819
37528,7020,60752,0,SkyE,1.4576295004545343,0.8656,50.3182,56.0316,-42.770699916040144,0.08449632893348505,0.1547959175351558,0.07453422841816706,0.036305260118862724,0.07052961831672912,-0.0022710898741077844,0.038485725186586786,0.11443446140800222,0.013134552703337186
19540,7025,60479,2,SkyW,1.8818032714257935,0.8357,77.4299,45.3684,47.84588839528362,0.09187942789660616,0.16032654450656997,0.08546269846241882,0.042777299594461436,0.07572544943367623,-0.02079332892799108,0.04749828069641023,0.14558562366840283,0.03494525776419777
41935,7125,60833,0,SkyW,1.1628301609422833,0.8425,67.9779,46.0263,46.52651609581224,0.07519991395655401,0.14166643428498538,0.06504289534365423,0.03150769226191405,0.06439554555714198,-0.02599434715487913,0.0656616174972329,0.14623051982682478,-0.06505022736156978
37538,7303,60752,0,SkyE,1.8728842054901729,0.8608,79.6922,47.4379,-44.02527906024656,0.06131335335459302,0.1614690408400541,0.044114540376613165,0.07726471003633144,0.11117478082432035,-0.07726471003633144,0.04541850779406152,0.126176354489778,-0.027091006718487354
37527,7305,60752,0,SkyW,1.458328789101523,0.8662,46.481,55.9159,-42.63654625825268,0.06291162981721321,0.14915510475065705,0.05039209362461026,0.026641061875463386,0.060374625570713096,-0.008272698913337064,0.03158300065039992,0.10585842966799296,-0.00944746967034792
13367,7310,60369,4,SkyE,1.2323088464499898,0.8087,71.6267,29.5514,-52.01267466080742,0.09357290605403745,0.16699636263695922,0.08558934407188157,0.027399359753494487,0.07202739599725783,0.023387980622490194,0.1800868898643951,0.2996393165468322,0.176908356434291
34556,7869,60722,3,SkyW,1.0292105185795306,0.8771,46.8906,52.7372,-40.920367717359966,0.03838249844954422,0.13142366821900744,0.012453921022274701,0.037381568089222536,0.07167545844799311,-0.03430475920370031,0.09719424995342157,0.2019387485714838,-0.09624492850764202
34557,7876,60722,3,SkyE,1.04580019615115,0.8767,49.9124,52.7728,-41.04222760411338,0.03779539472117428,0.1401587446610903,0.018004439575044637,0.02621871854482523,0.058187020657824245,-0.017779185161719724,0.06318875350211225,0.18290689998302068,-0.06226763719844544
34559,7878,60722,3,SkyE,1.0941876220395124,0.8758,55.5697,52.8395,-41.28719695468703,0.03766244030862042,0.12160531233927271,0.008254077955003568,0.03245966031669813,0.07163587233658103,-0.03063835245233177,0.07960571968823227,0.20958667817816845,-0.07960571968823227
34558,7879,60722,3,SkyE,1.0675096857190751,0.8762,52.8434,52.8071,-41.16562959582501,0.03678451033746716,0.12334532560228972,0.004416030770805444,0.03476034540050968,0.06645235796336561,-0.030789577296992984,0.08095430247067248,0.19606906919752679,-0.08033574962977344
34560,7888,60722,3,SkyE,1.1268052345988766,0.8753,58.099,52.8706,-41.40907353355212,0.03871336875840737,0.11956798282738013,0.021709723248036956,0.03136072944132624,0.06112326972933252,-0.02192167446088462,0.057130370028935604,0.17455268689919926,-0.0564682512069163
34561,7889,60722,3,SkyE,1.1663273205843143,0.8749,60.3825,52.9009,-41.53166205293411,0.04391752182610947,0.13106845337687725,0.027213579390728524,0.03133879791010671,0.058805626930144274,-0.017018268025952583,0.04689848912676408,0.17131485624726517,-0.04492047759344808
53166,8167,61076,4,SkyW,1.0565862249072464,0.873,55.1956,45.7248,-41.83477624931439,0.12384633442196258,0.22129832280452683,0.12162871214833214,0.11872950725504311,0.16490528664504445,0.11841295193821688,0.14880149510168106,0.21811223352507983,0.14832357869887663
53167,8168,61076,4,SkyE,1.0813166181328793,0.8725,57.2979,45.7486,-41.97048849965992,0.13435465211932926,0.21792322999166372,0.1325559927371577,0.11952107309889745,0.1725120686419332,0.11876238032854428,0.18277093482018353,0.26294296744256923,0.18277093482018353
53171,8174,61076,4,SkyE,1.2621836399403719,0.8705,61.767,45.8436,-42.54744677896255,0.08205906040487512,0.17429793861258086,0.06958573703335663,0.0344379143876663,0.07943268833558188,0.031807803318750896,0.06569127013587812,0.1368441769227645,0.06336915017754044
19539,8184,60479,2,SkyE,1.8821435407721587,0.8352,76.2372,50.3912,47.97996579132101,0.08724089904956082,0.15518361520685428,0.07517731724564251,0.040560528322395886,0.07791829017297994,-0.02058643260029308,0.04738780740656583,0.13648962571719822,0.03724286624944407
34562,8186,60722,3,SkyE,1.2131207744985821,0.8745,62.3219,52.9301,-41.65311234709898,0.03927553227789281,0.11865073771068192,0.0025855566852380604,0.045917345360797966,0.08885389285803293,-0.0448902465083365,0.09326556166782124,0.20562708541918337,-0.09259430182302694
34563,8187,60722,3,SkyE,1.269770324216562,0.874,63.8878,52.9592,-41.77650228336759,0.044038827921888034,0.1253057734676881,0.0005296020307436991,0.04941608009814959,0.08348266658292187,-0.04915217950870801,0.07649737100521012,0.19644669933957748,-0.07649737100521012
