output_row,stack_row,exposure,status,elapsed_seconds,r2,rms_residual_scaled,closure_max_abs,skyline_fraction,weight_min,weight_median,weight_max
59,5586,8246,Solved,5.571993667021161,0.9538369882608653,1.57132424692068,0.0,0.6088218692040964,0.0006011226179136603,0.006758913607959115,13.517827215918231
60,5607,8243,Solved,5.558167000010144,0.9456600015141294,1.760248176828742,0.0,0.6088218692040964,0.0006003677205709079,0.006778281587181116,13.556563174362232
61,5691,5670,Solved,6.009598333999747,0.9799335405532332,1.3764771746660651,0.0,0.6087412305459237,0.0006015244846675088,0.0067159166893157336,13.431833378631467
62,5693,47086,Solved,5.688377542013768,0.9424705489564507,0.9754521593562427,0.0,0.6087412305459237,0.0006009843753028034,0.006759684510224093,13.519369020448185
63,5694,47141,Solved,5.876402583002346,0.9665954194559762,0.8565207119126513,0.0,0.6087412305459237,0.0006018307448613719,0.0067094694816717945,13.418938963343589
64,5728,47087,Solved,5.993117874983,0.9441045819713542,0.9243422888695341,0.0,0.6087412305459237,0.0006006998467398398,0.006760143057608924,13.520286115217848
65,5729,47142,Solved,5.464728291990468,0.9679343686385017,0.8427592184441681,0.0,0.6087412305459237,0.0,0.00672042444440016,13.44084888880032
66,5739,5671,Solved,5.725934124988271,0.9803811539061004,1.253621227790115,0.0,0.6088218692040964,0.0006014092184749369,0.006718150563263021,13.436301126526041
67,5789,5672,Solved,5.804684874980012,0.9811182552854599,1.239462453113885,0.0,0.6088218692040964,0.0,0.006733024695718554,13.466049391437107
68,5820,8239,Solved,6.1111290419939905,0.9478237671550278,1.6267417832824833,0.0,0.6087412305459237,0.0006012215259525722,0.006776571251453592,13.553142502907184
69,5827,5673,Solved,5.951830542006064,0.9808198625236895,1.2644132131979053,0.0,0.6088218692040964,0.0,0.006721468327906268,13.442936655812536
70,5843,49924,Solved,6.099399667000398,0.9385463378069674,1.4280419028559164,0.0,0.6088218692040964,0.000600421785627416,0.0068132603359701656,13.626520671940332
71,5861,8240,Solved,6.209237792005297,0.9491147124791478,1.6473536679054341,0.0,0.6087412305459237,0.0006016201068735381,0.006788234924343042,13.576469848686083
72,5879,8241,Solved,5.841314500023145,0.9489623556326572,1.6557065573978371,0.0,0.6088218692040964,0.0006030163265122963,0.006783187171177359,13.566374342354719
73,5912,9746,Solved,5.868076124985237,0.9379668968926802,1.3032578895323241,0.0,0.608660591887751,0.0006007502026916241,0.006683330327412939,13.366660654825878
74,5921,10113,Solved,5.8505311670014635,0.9123011535913703,2.044634473626846,0.0,0.608660591887751,0.0,0.006725838568730538,13.451677137461076
75,5923,9743,Solved,5.926301291998243,0.9339546373190061,1.4610196196062246,0.0,0.608660591887751,0.0006023133100162589,0.006763652085537427,13.527304171074853
76,5937,9744,Solved,5.78623491700273,0.9404336573853392,1.2209891904535655,0.0,0.6087412305459237,0.0006022068840780953,0.00674739397624448,13.49478795248896
77,5949,9745,Solved,5.724578707973706,0.937058949692132,1.3169042114658216,0.0,0.608660591887751,0.0006023291611879853,0.006702243489356242,13.404486978712484
78,5971,37539,Solved,5.390064667008119,0.9386433867528686,1.8524842881513885,0.0,0.6088218692040964,0.0,0.006767344356492183,13.534688712984366
79,5977,47131,Solved,5.57729141699383,0.9511289797551281,1.5959837025184587,0.0,0.608660591887751,0.0,0.006722190321460839,13.44438064292168
80,5999,22151,Solved,5.356735042005312,0.9538065956920052,0.7083519838995191,0.0,0.6087412305459237,0.000599849984213761,0.0067614577901061665,13.522915580212333
81,6044,44865,Solved,5.582419667014619,0.9526138601389847,0.9844472868555284,0.0,0.608660591887751,0.000600782064342371,0.006714812150929084,13.42962430185817
82,6076,37540,Solved,5.375279458006844,0.9383460954513545,1.9091322398819521,0.0,0.6088218692040964,0.0,0.006764538888463342,13.529077776926684
83,6156,38760,Solved,5.583253832999617,0.9611562853780218,0.8436869695892671,0.0,0.608660591887751,0.0006000783571464462,0.0066768765492302646,13.353753098460528
84,6157,38759,Solved,5.323769500013441,0.9625325655769665,0.9287164286450272,0.0,0.608660591887751,0.0005998125307694406,0.0067024074255068525,13.404814851013706
85,6173,38758,Solved,5.521004083013395,0.9620307305874619,0.9961268799160656,0.0,0.608660591887751,0.0005997757560807644,0.006678582040484863,13.357164080969724
86,6190,38755,Solved,5.54002883299836,0.9527683685718504,1.1024032171202789,0.0,0.608660591887751,0.000600379280616682,0.0067042744944982,13.4085489889964
87,6194,38757,Solved,5.437781792017631,0.9580632759333154,1.0537623367934135,0.0,0.608660591887751,0.0006005663744730939,0.006684078684546752,13.368157369093504
88,6195,38756,Solved,5.763348959007999,0.9564865072272047,1.0731969893674016,0.0,0.608660591887751,0.0006004029613316392,0.006683002336729631,13.36600467345926
89,6251,43247,Solved,5.774413499981165,0.9294526474377346,2.204241674200272,0.0,0.608660591887751,0.0006007753410713141,0.006692706971448044,13.385413942896088
90,6279,43249,Solved,5.771875374979572,0.9282464432782174,2.191121270356785,0.0,0.608660591887751,0.0006013257622535738,0.006699109031277377,13.398218062554756
91,6297,39267,Solved,5.5834267499740236,0.9437634671192503,1.6244025098213415,0.0,0.6088218692040964,0.0,0.006790002433125856,13.580004866251711
92,6375,9809,Solved,5.765286834008293,0.9507671100025116,1.242568711683583,0.0,0.608660591887751,0.0006020226266367619,0.0067213902951287,13.4427805902574
93,6438,37535,Solved,5.661732749984367,0.9498922275454695,1.4069863974148211,0.0,0.6088218692040964,0.0,0.006755900494892268,13.511800989784536
94,6439,37533,Solved,5.656676332990173,0.9539853889616736,1.1710411173941007,0.0,0.6088218692040964,0.0,0.006749873451930669,13.499746903861338
95,6441,41932,Solved,5.800756665994413,0.9363924628465371,1.875676099204365,0.0,0.608660591887751,0.0006005298465580268,0.006729978340063287,13.459956680126574
96,6446,37532,Solved,5.646272125013638,0.952121264602643,1.1576052090518965,0.0,0.6088218692040964,0.0005999461046059239,0.006746124142820708,13.492248285641416
97,6447,37531,Solved,5.643113666999852,0.9533055856666877,1.0819656012033365,0.0,0.6088218692040964,0.0,0.006761835717804943,13.523671435609886
98,6449,34613,Solved,5.780450374993961,0.9485597861975805,0.8968180957221382,0.0,0.6087412305459237,0.0006007354633876849,0.006728514075632353,13.457028151264707
