# AIRGLOW LINE LIST for SKYCORR (Noll et al. 2013)
# based on
# - Hanuschik (2003) and Cosby et al. (2006) UVES line atlas
#   for optical non-OH lines and OH lines with delta v >= 4
#   (scaled to mean intensities of the Patat (2008) FORS1 data set)
# - OH calculations of Rousselot et al. (2000)
#   for Einstein coefficients of Goldman et al. (1998) instead of Mies (1974)
#   (scaled to the measured OH intensities in the optical)
# - O2 bands at 1.27 and 1.58 mum from the HITRAN database for 200 K
#   (scaled to match mean O2/OH band flux ratios of an XSHOOTER NIR data set)
# Meaning of Columns:
# Wavelength: line centres in vacuum and mum
# Flux: unextincted line flux in phot/sm2as2
# Trans: absorption-related transmission at zenith for Cerro Paranal mean
#        conditions
# Different variability classes are indicated:
# Type: 1: OI5577, 2: NaID, 3: OIred, 4: OH, 5: O2
# Flag for roto-vibrational systems (A and B groups defined):
# System: 0: no B groups defined, 1: OH, 2: O2(b-X), 3: O2(a-X)
# Fine classification by two group IDs:
# GroupA: e.g. same electronic states or vibrational transitions
# GroupB: e.g. same rotational upper levels
# For more details: SKYCORR user manual and Noll et al. (2012, A&A 543, A92)
# Wavelength[mum] Flux[phot/sm2as2] Trans[X=1] Type System GroupA GroupB
0.724286   0.1003 0.783876  4  1 15 10                                          
0.724342   0.0909 0.993806  4  1 15  7                                          
0.724394   0.0498 0.995635  4  1 15  9                                          
0.724433   0.0018 0.995689  5  2 43 14                                          
0.724474   0.0023 0.995347  5  2 43 14                                          
0.724546   0.0046 0.778677  5  2 43 13                                          
0.724585   0.0017 0.959019  5  2 43 14                                          
0.724656   0.0047 0.989054  5  2 43 13                                          
0.724694   0.4685 0.993121  4  1 15  4                                          
0.724764   0.0059 0.857707  5  2 43 13                                          
0.724787   0.0058 0.986825  5  2 43 12                                          
0.724855   0.0748 0.994364  4  1 15  0                                          
0.724897   0.0039 0.988943  5  2 43 12                                          
0.724960   0.0041 0.994725  5  2 43 12                                          
0.725066   0.0035 0.994203  5  2 43 12                                          
0.725165   0.0050 0.995120  5  2 43 11                                          
0.725270   0.0043 0.988287  5  2 43 11                                          
0.725400   0.0025 0.985701  5  2 43 11                                          
0.725515   0.1305 0.941128  4  1 15  3                                          
0.725730   0.0186 0.996213  4  1 15  0                                          
0.725791   0.0286 0.993502  4  1 15  0                                          
0.725830   0.0010 0.996086  5  2 43 13                                          
0.725911   0.0021 0.949866  5  2 43 11                                          
0.726114   0.0025 0.985435  5  2 43 11                                          
0.726225   0.0048 0.968175  5  2 43 11                                          
0.726328   0.0009 0.992835  5  2 43 14                                          
0.726464   0.0040 0.995068  5  2 43 11                                          
0.726571   0.0053 0.995065  5  2 43 11                                          
0.726742   0.0010 0.962801  4  1 15  7                                          
0.726844   0.0043 0.995158  5  2 43 12                                          
0.726950   0.0053 0.996007  5  2 43 12                                          
0.727005   0.0119 0.992559  4  1 15  0                                          
0.727110   0.0168 0.995920  4  1 15  0                                          
0.727257   0.0049 0.994997  5  2 43 12                                          
0.727360   0.0049 0.995469  5  2 43 12                                          
0.727524   0.0008 0.981757  1  0  1  0                                          
0.727712   0.1130 0.991240  4  1 15  1                                          
0.727805   0.0059 0.992644  5  2 43 13                                          
0.727843   0.8218 0.981500  4  1 15  2                                          
0.727901   0.0037 0.982185  4  1 13  0                                          
0.728130   0.0024 0.995903  4  1 13  0                                          
0.728180   0.0026 0.990332  5  2 43 13                                          
0.728281   0.0031 0.992179  5  2 43 13                                          
0.728354   0.0204 0.985201  4  1 15  3                                          
0.728369   0.0143 0.994842  4  1 15  3                                          
0.728647   0.3181 0.996490  4  1 15  4                                          
0.728686   0.0118 0.996623  4  1 15  0                                          
0.728773   0.0075 0.996367  4  1 14  0                                          
0.728804   0.0045 0.996524  4  1 15  0                                          
0.728841   0.0126 0.993729  4  1 15  0                                          
0.729175   0.0101 0.988018  4  1 14  0                                          
0.729229   0.0008 0.946306  5  2 43 14                                          
0.729302   0.0074 0.978436  4  1 14  0                                          
0.729332   0.0011 0.988934  5  2 43 14                                          
0.729377   0.0031 0.993338  4  1 15  2                                          
0.729413   0.0080 0.953967  4  1 15  5                                          
0.729434   0.0053 0.990279  4  1 15  5                                          
0.729781   0.0515 0.994868  4  1 15  6                                          
0.729812   0.0509 0.995376  4  1 15  6                                          
0.730574   0.2052 0.988395  4  1 15  1                                          
0.730776   0.0061 0.993941  4  1 15  0                                          
0.730909   0.0062 0.996651  4  1 15  0                                          
0.730947   0.0052 0.996648  4  1 15  0                                          
0.731280   0.0174 0.990353  4  1 15  8                                          
0.731334   0.0158 0.991609  4  1 15  8                                          
0.731831   0.7065 0.996409  4  1 15  2                                          
0.733118   0.2790 0.995214  4  1 15  3                                          
0.733150   0.0055 0.996802  4  1 15 10                                          
0.733239   0.0035 0.995706  4  1 15 10                                          
0.733285   0.0072 0.928525  4  1 15  0                                          
0.733359   0.0018 0.996917  4  1 15  2                                          
0.733427   0.0043 0.996930  4  1 15  0                                          
0.733477   0.0035 0.991127  4  1 15  0                                          
0.734292   0.8474 0.996563  4  1 15  4                                          
0.734375   0.0049 0.995852  4  1 15  4                                          
0.734658   0.0019 0.995296  4  1 15  6                                          
0.734693   0.0108 0.992347  4  1 15  2                                          
0.734896   0.0073 0.997096  4  1 14  0                                          
0.734989   0.0053 0.995327  4  1 14  0                                          
0.735241   0.0009 0.994323  5  2 43 13                                          
0.735269   0.0101 0.996997  4  1 14  0                                          
0.735343   0.0027 0.997155  5  2 43 13                                          
0.735414   0.0087 0.997170  4  1 14  0                                          
0.735463   0.0031 0.996871  5  2 43 12                                          
0.735525   0.0013 0.987017  4  1 15  0                                          
0.735579   0.0011 0.996303  5  2 43 12                                          
0.735634   0.0016 0.996806  5  2 43 12                                          
0.735744   0.0010 0.995930  5  2 43 12                                          
0.735803   0.0072 0.996653  4  1 13  0                                          
0.735832   0.0025 0.975958  5  2 43 11                                          
0.735945   0.0007 0.996556  5  2 43 11                                          
0.736006   0.0023 0.996941  4  1 13  0                                          
0.736071   0.2620 0.996130  4  1 15  5                                          
0.736218   0.0038 0.994954  4  1 15  0                                          
0.736234   0.0018 0.966915  4  1 15  0                                          
0.736264   0.0023 0.995633  4  1 13  0                                          
0.736368   0.0019 0.994710  4  1 15  0                                          
0.736429   0.0019 0.996572  4  1 15  0                                          
0.736531   0.0015 0.996763  5  2 43 13                                          
0.736558   0.0024 0.994697  5  2 43 12                                          
0.736595   0.0008 0.994208  5  2 43 11                                          
0.736643   0.0034 0.995264  5  2 43 12                                          
0.736673   0.0017 0.994919  5  2 43 12                                          
0.736755   0.0025 0.993809  5  2 43 12                                          
0.736775   0.0034 0.987771  5  2 43 11                                          
0.736802   0.0010 0.995829  5  2 43 11                                          
0.736887   0.0014 0.996616  5  2 43 11                                          
0.736915   0.0014 0.997196  5  2 43 11                                          
0.736962   0.0010 0.995870  5  2 43 11                                          
0.737076   0.0017 0.995914  5  2 43  0                                          
0.737130   0.3680 0.976598  4  1 15  6                                          
0.737153   0.3733 0.993932  4  1 15  6                                          
0.737271   0.0016 0.996687  5  2 43 11                                          
0.737553   0.0013 0.995843  5  2 43 12                                          
0.737611   0.0169 0.997058  4  1 15  2                                          
0.737660   0.0025 0.996614  5  2 43 12                                          
0.737770   0.0012 0.997213  5  2 43 11                                          
0.737980   0.0016 0.994637  5  2 43 12                                          
0.738030   0.0017 0.991536  5  2 43 11                                          
0.738087   0.0018 0.996812  5  2 43 12                                          
0.738145   0.0016 0.995474  5  2 43 11                                          
0.738449   0.0030 0.994244  5  2 43 12                                          
0.738552   0.0048 0.995572  5  2 43 13                                          
0.738568   0.0014 0.985143  5  2 43 12                                          
0.738935   0.0024 0.997124  5  2 43 12                                          
0.739044   0.0027 0.996777  5  2 43 12                                          
0.739221   0.0099 0.988190  4  1 15  4                                          
0.739425   0.1914 0.997070  4  1 15  7                                          
0.739468   0.0025 0.994712  5  2 43 13                                          
0.739579   0.0030 0.996644  4  1 15  0                                          
0.739747   0.0024 0.996986  4  1 15  0                                          
0.740055   0.0015 0.997187  5  2 43 13                                          
0.740161   0.0011 0.997134  5  2 43 13                                          
0.740374   0.2106 0.997184  4  1 15  8                                          
0.740408   0.1908 0.997203  4  1 15  8                                          
0.741392   0.0064 0.997189  4  1 15  6                                          
0.741412   0.0058 0.997165  4  1 15  6                                          
0.741471   0.0058 0.997193  4  1 14  0                                          
0.741580   0.0046 0.997184  4  1 14  0                                          
0.741818   0.0071 0.997033  4  1 14  0                                          
0.741984   0.0057 0.997135  4  1 14  0                                          
0.742491   0.0065 0.996634  4  1 15  2                                          
0.742491   0.0064 0.996634  4  1 15  2                                          
0.743184   0.1328 0.997148  4  1 15  9                                          
0.743184   0.1308 0.997148  4  1 15  9                                          
0.744031   0.1128 0.997098  4  1 15 10                                          
0.744077   0.1039 0.996926  4  1 15 10                                          
0.744128   0.0027 0.997100  4  1 15  8                                          
0.744150   0.0029 0.997068  4  1 15  8                                          
0.744427   0.0013 0.996817  4  1 13  0                                          
0.744627   0.0028 0.997017  4  1 13  0                                          
0.744910   0.0016 0.997087  4  1 13  0                                          
0.745387   0.0029 0.997044  4  1 18  1                                          
0.746041   0.0081 0.996243  4  1 15  4                                          
0.746330   0.0076 0.997028  4  1 18  0                                          
0.746451   0.0270 0.997055  4  1 18 10                                          
0.746522   0.0038 0.997056  4  1 18  0                                          
0.746585   0.0030 0.997057  4  1 18  0                                          
0.746694   0.0130 0.997056  4  1 18  9                                          
0.746868   0.0679 0.997047  4  1 18  8                                          
0.747031   0.0048 0.997051  4  1 18  0                                          
0.747192   0.0022 0.997054  4  1 18  3                                          
0.747278   0.0299 0.997062  4  1 18  7                                          
0.747345   0.0434 0.997067  4  1 15  0                                          
0.747365   0.0397 0.997067  4  1 15  0                                          
0.747410   0.0015 0.997066  4  1 15 10                                          
0.747575   0.1292 0.997074  4  1 18  6                                          
0.747847   0.0046 0.997082  4  1 18  0                                          
0.748109   0.0570 0.997095  4  1 15  0                                          
0.748168   0.0547 0.996967  4  1 15  0                                          
0.748232   0.0504 0.997099  4  1 18  5                                          
0.748519   0.0053 0.997123  4  1 14  0                                          
0.748554   0.1600 0.997126  4  1 18  4                                          
0.748643   0.0036 0.997127  4  1 14  0                                          
0.748840   0.0051 0.997145  4  1 14  0                                          
0.749030   0.0072 0.997159  4  1 14  0                                          
0.749573   0.0611 0.997221  4  1 18  3                                          
0.750177   0.0067 0.997291  4  1 15  6                                          
0.750433   0.0023 0.997333  4  1 18  0                                          
0.751929   0.0248 0.997389  4  1 15  0                                          
0.751962   0.0219 0.997541  4  1 15  0                                          
0.752249   0.0013 0.997584  4  1 18  0                                          
0.752474   0.0543 0.997617  4  1 18  1                                          
0.752608   0.4863 0.997636  4  1 18  2                                          
0.752693   0.0336 0.997648  4  1 15  0                                          
0.753018   0.0053 0.997694  4  1 18  3                                          
0.753045   0.0072 0.997697  4  1 18  3                                          
0.753272   0.1006 0.997728  4  1 18  4                                          
0.753285   0.0999 0.997730  4  1 18  4                                          
0.753779   0.0016 0.997797  4  1 13  0                                          
0.753821   0.0014 0.997803  4  1 13  0                                          
0.753933   0.0030 0.997817  4  1 18  5                                          
0.753961   0.0026 0.997821  4  1 18  5                                          
0.754225   0.0216 0.997840  4  1 18  6                                          
0.754269   0.0201 0.997856  4  1 18  6                                          
0.754864   0.0029 0.997923  4  1 15  8                                          
0.754895   0.0023 0.997926  4  1 15  8                                          
0.755209   0.0014 0.997960  4  1 18  7                                          
0.755482   0.0057 0.997988  4  1 18  8                                          
0.755561   0.0049 0.997996  4  1 18  8                                          
0.755958   0.1103 0.998036  4  1 18  1                                          
0.756056   0.0035 0.998045  4  1 14  0                                          
0.756201   0.0030 0.998057  4  1 14  0                                          
0.756360   0.0041 0.998071  4  1 14  0                                          
0.756571   0.0031 0.998088  4  1 14  0                                          
0.756949   0.0172 0.998118  4  1 15  0                                          
0.756993   0.0151 0.998122  4  1 15  0                                          
0.757383   0.3588 0.998148  4  1 18  2                                          
0.757576   0.0245 0.998161  4  1 15  0                                          
0.757665   0.0213 0.998167  4  1 15  0                                          
0.758818   0.1321 0.997896  4  1 18  3                                          
0.760047   0.2403 0.655170  4  1 18  4                                          
0.760722   0.0065 0.608904  5  2 44 13                                          
0.760831   0.0068 0.439918  5  2 44 12                                          
0.760947   0.0055 0.250294  5  2 44 12                                          
0.761065   0.0061 0.578455  5  2 44 12                                          
0.761193   0.0091 0.589065  5  2 44 12                                          
0.761324   0.0087 0.773932  5  2 44 11                                          
0.761472   0.0028 0.697556  5  2 44 11                                          
0.761582   0.0017 0.766836  5  2 44 11                                          
0.761615   0.0037 0.833202  5  2 44 11                                          
0.761660   0.0021 0.798502  5  2 44 11                                          
0.761768   0.0041 0.806820  5  2 44 11                                          
0.762016   0.1082 0.980433  4  1 18  5                                          
0.762181   0.0036 0.824255  5  2 44 11                                          
0.762347   0.0023 0.761714  5  2 44 11                                          
0.762418   0.0158 0.933107  4  1 15  0                                          
0.762474   0.0138 0.884628  4  1 15  0                                          
0.762508   0.0033 0.566714  5  2 44 11                                          
0.762575   0.0027 0.692270  5  2 44 11                                          
0.762579   0.0034 0.694301  5  2 44 11                                          
0.762750   0.0061 0.855219  5  2 44 11                                          
0.762827   0.0017 0.850033  5  2 44 11                                          
0.762862   0.0110 0.379442  5  2 44 11                                          
0.762989   0.0200 0.628314  4  1 15  0                                          
0.763061   0.1118 0.443324  4  1 18  6                                          
0.763087   0.1434 0.773940  4  1 18  6                                          
0.763214   0.0030 0.883819  5  2 44 12                                          
0.763235   0.0082 0.451798  5  2 44 12                                          
0.763379   0.0094 0.640748  4  1 18  2                                          
0.763517   0.0061 0.795238  5  2 44 12                                          
0.763625   0.0070 0.715434  5  2 44 12                                          
0.763932   0.0051 0.822929  5  2 44 13                                          
0.764042   0.0061 0.595083  5  2 44 13                                          
0.764110   0.0049 0.840543  4  1 14  0                                          
0.764141   0.0030 0.459514  5  2 44 13                                          
0.764368   0.0041 0.863319  5  2 44 13                                          
0.764396   0.0058 0.937788  4  1 14  0                                          
0.764479   0.0042 0.901605  5  2 44 13                                          
0.764589   0.0076 0.530117  5  2 44 14                                          
0.764700   0.0069 0.467512  5  2 44 14                                          
0.764824   0.0025 0.886225  5  2 44 14                                          
0.764933   0.0024 0.882858  5  2 44 14                                          
0.765059   0.0018 0.843907  5  2 44 14                                          
0.765169   0.0030 0.785586  5  2 44 14                                          
0.765303   0.0030 0.930196  5  2 44 14                                          
0.765408   0.0027 0.836518  5  2 44 14                                          
0.765543   0.0770 0.833992  4  1 18  7                                          
0.765798   0.0016 0.911472  5  2 44  0                                          
0.765905   0.0020 0.872655  5  2 44  0                                          
0.766057   0.0013 0.968631  5  2 44  0                                          
0.766430   0.0665 0.988738  4  1 18  8                                          
0.766467   0.0659 0.992736  4  1 18  8                                          
0.767414   0.0036 0.970657  4  1 18  6                                          
0.767500   0.0038 0.995293  4  1 16  1                                          
0.768351   0.0121 0.997993  4  1 15  0                                          
0.768422   0.0100 0.997311  4  1 15  0                                          
0.768618   0.0105 0.988822  5  2 44  0                                          
0.768643   0.0054 0.995143  5  2 44  0                                          
0.768706   0.0022 0.994318  5  2 44  0                                          
0.768741   0.0046 0.997312  5  2 44  0                                          
0.768785   0.0045 0.995376  5  2 44  0                                          
0.768832   0.0029 0.993854  5  2 44  0                                          
0.768877   0.0164 0.998098  4  1 15  0                                          
0.769002   0.0173 0.998060  4  1 15  0                                          
0.769087   0.0015 0.997211  1  0  1  0                                          
0.769148   0.0026 0.985755  5  2 44 14                                          
0.769182   0.0046 0.970739  5  2 44 14                                          
0.769232   0.0045 0.391953  5  2 44  0                                          
0.769307   0.0037 0.978708  5  2 44 14                                          
0.769364   0.0030 0.980264  5  2 44 13                                          
0.769403   0.0530 0.998211  4  1 18  9                                          
0.769485   0.0039 0.970288  5  2 44 13                                          
0.769566   0.0044 0.960151  5  2 44 13                                          
0.769687   0.0039 0.964974  5  2 44 13                                          
0.769795   0.0107 0.546246  5  2 44 12                                          
0.769910   0.0057 0.978950  5  2 44 12                                          
0.770045   0.0048 0.962920  5  2 44 12                                          
0.770109   0.0265 0.998224  2  0  2  0                                          
0.770159   0.0301 0.992237  4  1 18 10                                          
0.770207   0.0261 0.998220  4  1 18 10                                          
0.770320   0.0036 0.970356  5  2 44 11                                          
0.770437   0.0028 0.980522  5  2 44 11                                          
0.770489   0.0014 0.939319  5  2 44  0                                          
0.770591   0.0018 0.939073  5  2 44  0                                          
0.770622   0.0021 0.983751  5  2 44 11                                          
0.771303   0.0020 0.946026  5  2 44  0                                          
0.771435   0.3104 0.998050  4  1 16  8                                          
0.771476   0.4539 0.998072  4  1 16  6                                          
0.771579   0.0048 0.973247  5  2 44 11                                          
0.771607   0.0055 0.998095  4  1 16  5                                          
0.771718   0.1452 0.998200  4  1 16  7                                          
0.771798   0.1542 0.998150  4  1 16 10                                          
0.771839   0.0037 0.974308  5  2 44 11                                          
0.771904   0.5508 0.998121  4  1 16  4                                          
0.771958   0.0063 0.964644  5  2 44 11                                          
0.772019   0.2025 0.998045  4  1 16  5                                          
0.772244   0.0048 0.968551  5  2 44 12                                          
0.772363   0.0057 0.975842  5  2 44 12                                          
0.772579   0.1152 0.998162  4  1 16  0                                          
0.772673   0.0048 0.975556  5  2 44 12                                          
0.772708   0.0050 0.997667  4  1 14  0                                          
0.772819   0.1744 0.997994  4  1 16  3                                          
0.772898   0.0023 0.998145  4  1 14  0                                          
0.772981   0.0045 0.998142  4  1 14  0                                          
0.773125   0.0038 0.980480  5  2 44 13                                          
0.773242   0.0077 0.990963  5  2 44 13                                          
0.773410   0.0038 0.998114  4  1 18  4                                          
0.773494   0.0015 0.997850  5  2 44  0                                          
0.773596   0.0203 0.988866  4  1 18  0                                          
0.773619   0.0079 0.997927  4  1 18  0                                          
0.773710   0.0265 0.987780  4  1 16  0                                          
0.773798   0.0350 0.998084  4  1 16  0                                          
0.774036   0.0052 0.998062  4  1 16  7                                          
0.774058   0.0028 0.998042  4  1 16  7                                          
0.774098   0.0033 0.980321  5  2 44 14                                          
0.774253   0.0107 0.998026  4  1 18  0                                          
0.774314   0.0096 0.998035  4  1 18  0                                          
0.774408   0.0014 0.998012  5  2 43 12                                          
0.774622   0.0033 0.988114  5  2 44 14                                          
0.774733   0.0034 0.985043  5  2 44 14                                          
0.774772   0.0110 0.997985  4  1 15  0                                          
0.774858   0.0084 0.997998  4  1 15  0                                          
0.775157   0.1408 0.997799  4  1 16  1                                          
0.775279   1.1295 0.990444  4  1 16  2                                          
0.775401   0.0118 0.997953  4  1 15  0                                          
0.775449   0.0117 0.997949  4  1 16  0                                          
0.775472   0.0095 0.997947  4  1 16  0                                          
0.775741   0.0024 0.994046  5  2 44  0                                          
0.775849   0.0026 0.994038  5  2 44  0                                          
0.775895   0.0492 0.997916  4  1 16  3                                          
0.775910   0.0211 0.997918  4  1 16  3                                          
0.776215   0.5158 0.997904  4  1 16  4                                          
0.776337   0.0019 0.995695  5  2 44  0                                          
0.776447   0.0029 0.996267  5  2 44  0                                          
0.776654   0.0029 0.997884  4  1 16  2                                          
0.776958   0.0021 0.996781  5  2 44  0                                          
0.777065   0.0022 0.996589  5  2 44  0                                          
0.777121   0.0116 0.997863  4  1 16  5                                          
0.777140   0.0087 0.997863  4  1 16  5                                          
0.777410   0.0240 0.997853  3  0  3  0                                          
0.777537   0.0878 0.997848  4  1 16  6                                          
0.777567   0.0826 0.997846  4  1 16  6                                          
0.777601   0.0050 0.997553  4  1 16  0                                          
0.777632   0.0149 0.997843  3  0  3  0                                          
0.777713   0.0015 0.997644  5  2 44  0                                          
0.777754   0.0094 0.997837  3  0  3  0                                          
0.778136   0.0035 0.997834  4  1 18  0                                          
0.778174   0.0052 0.997834  4  1 18  0                                          
0.778257   0.2964 0.997831  4  1 16  1                                          
0.778327   0.0023 0.997831  5  2 44  0                                          
0.778373   0.0047 0.997815  5  2 44  0                                          
0.778449   0.0034 0.997817  5  2 44 14                                          
0.778584   0.0064 0.997831  5  2 44 14                                          
0.778716   0.0087 0.997829  4  1 18  0                                          
0.778765   0.0091 0.997828  5  2 44 13                                          
0.778789   0.0058 0.997828  4  1 18  0                                          
0.778843   0.0012 0.997827  4  1 16  7                                          
0.778888   0.0046 0.997827  5  2 44 13                                          
0.778961   0.0062 0.997815  5  2 44 13                                          
0.779082   0.0052 0.997825  5  2 44 13                                          
0.779184   0.0059 0.997825  5  2 44 12                                          
0.779281   0.0236 0.997825  4  1 16  8                                          
0.779337   0.0265 0.997823  4  1 16  8                                          
0.779432   0.0057 0.997807  5  2 44 12                                          
0.779554   0.0059 0.997830  5  2 44 12                                          
0.779626   0.9855 0.997833  4  1 16  2                                          
0.779705   0.0064 0.997836  5  2 44 11                                          
0.779827   0.0031 0.997841  5  2 44 11                                          
0.780011   0.0033 0.997851  5  2 44 11                                          
0.780127   0.0009 0.997858  5  2 44 11                                          
0.780150   0.0040 0.997859  4  1 16  0                                          
0.780201   0.0047 0.997862  4  1 16  0                                          
0.780439   0.0013 0.997868  1  0  1  0                                          
0.780569   0.0058 0.997880  4  1 19  3                                          
0.780621   0.0037 0.997885  5  2 44 11                                          
0.780855   0.0037 0.997900  5  2 44 11                                          
0.780985   0.0070 0.997908  5  2 44 11                                          
0.781063   0.3967 0.997911  4  1 16  3                                          
0.781246   0.0051 0.997806  5  2 44 11                                          
0.781369   0.0071 0.997933  5  2 44 11                                          
0.781456   0.0079 0.997940  4  1 16 10                                          
0.781547   0.0063 0.997925  4  1 16 10                                          
0.781661   0.0060 0.997943  5  2 44 12                                          
0.781698   0.0093 0.997954  4  1 15  0                                          
0.781788   0.0138 0.997962  5  2 44 12                                          
0.781884   0.0026 0.997967  4  1 14  0                                          
0.782100   0.0069 0.997936  5  2 44 12                                          
0.782146   0.0160 0.997829  4  1 15  0                                          
0.782220   0.0072 0.997973  5  2 44 12                                          
0.782314   0.0113 0.997976  4  1 15  0                                          
0.782367   1.2525 0.998002  4  1 16  4                                          
0.782432   0.0045 0.997909  4  1 14  0                                          
0.782565   0.0051 0.998025  5  2 44 13                                          
0.782683   0.0060 0.998034  5  2 44 13                                          
0.782787   0.0050 0.998049  4  1 16  4                                          
0.783052   0.0072 0.998078  5  2 44 13                                          
0.783092   0.0170 0.998078  4  1 16  2                                          
0.783172   0.0054 0.998092  5  2 44 13                                          
0.783570   0.0143 0.998135  4  1 19  1                                          
0.783643   0.0035 0.998065  4  1 18  0                                          
0.783691   0.0027 0.998128  5  2 44 14                                          
0.784076   0.0023 0.998172  4  1 16  0                                          
0.784115   0.0023 0.997951  5  2 44 14                                          
0.784227   0.0036 0.998171  5  2 44 14                                          
0.784344   0.3676 0.998200  4  1 16  5                                          
0.784681   0.0018 0.998245  5  2 44  0                                          
0.784797   0.0015 0.998223  5  2 44  0                                          
0.785132   0.0337 0.998272  4  1 19  0                                          
0.785190   0.0968 0.998301  4  1 19 10                                          
0.785270   0.0245 0.997658  4  1 19  0                                          
0.785415   0.0150 0.998328  4  1 19  0                                          
0.785449   0.0494 0.998331  4  1 19  9                                          
0.785542   0.5307 0.998307  4  1 16  6                                          
0.785568   0.7247 0.996346  4  1 16  6                                          
0.785655   0.0036 0.998238  5  2 43 12                                          
0.785787   0.0014 0.998191  5  2 43 12                                          
0.786016   0.1041 0.998326  4  1 19  7                                          
0.786044   0.0195 0.997990  4  1 19  0                                          
0.786282   0.4290 0.997974  4  1 19  6                                          
0.786990   0.1738 0.998409  4  1 19  5                                          
0.787026   0.0129 0.997264  4  1 19  0                                          
0.787291   0.5039 0.998217  4  1 19  4                                          
0.787559   0.0065 0.998418  4  1 19  5                                          
0.788042   0.0220 0.998484  4  1 16  4                                          
0.788096   0.2721 0.998274  4  1 16  7                                          
0.788317   0.0089 0.998118  4  1 19  0                                          
0.788385   0.2072 0.998283  4  1 19  3                                          
0.788526   0.0082 0.998455  5  2 44 14                                          
0.788658   0.0042 0.998340  5  2 44 14                                          
0.788690   0.0077 0.998196  5  2 44 13                                          
0.788777   0.0043 0.998407  4  1 18  0                                          
0.788818   0.0080 0.998212  5  2 44 13                                          
0.788880   0.0119 0.997889  5  2 44 13                                          
0.789009   0.0089 0.998501  5  2 44 13                                          
0.789099   0.0119 0.998260  5  2 44 12                                          
0.789185   0.2793 0.998284  4  1 16  8                                          
0.789272   0.0056 0.997943  4  1 15  0                                          
0.789346   0.0117 0.997723  5  2 44 12                                          
0.789471   0.0094 0.998379  5  2 44 12                                          
0.789521   0.0019 0.998258  5  2 43 13                                          
0.789571   0.0095 0.954820  4  1 15  0                                          
0.789620   0.0102 0.998306  5  2 44 11                                          
0.789749   0.0141 0.996390  5  2 44 11                                          
0.789924   0.0062 0.998435  5  2 44 11                                          
0.790010   0.0062 0.998590  4  1 19  0                                          
0.790043   0.0032 0.998598  5  2 44 11                                          
0.790079   0.0122 0.998600  4  1 19  0                                          
0.790487   0.0150 0.998061  4  1 16  6                                          
0.790543   0.0063 0.996186  5  2 44 11                                          
0.790780   0.0071 0.998428  5  2 44 11                                          
0.790913   0.0122 0.998545  5  2 44 11                                          
0.791182   0.0122 0.997890  5  2 44 11                                          
0.791309   0.0139 0.997762  5  2 44 11                                          
0.791444   0.1593 0.998374  4  1 19  1                                          
0.791590   1.4706 0.998658  4  1 19  2                                          
0.791731   0.0164 0.998448  5  2 44 12                                          
0.792065   0.0506 0.998622  4  1 19  3                                          
0.792182   0.0167 0.998603  5  2 44 12                                          
0.792329   0.6503 0.997963  4  1 19  4                                          
0.792538   0.0103 0.998678  5  2 44 13                                          
0.792660   0.0118 0.981205  5  2 44 13                                          
0.793044   0.0150 0.991472  5  2 44 13                                          
0.793070   0.0097 0.985014  4  1 19  5                                          
0.793166   0.0089 0.997063  5  2 44 13                                          
0.793307   0.1656 0.998719  4  1 16 10                                          
0.793362   0.2355 0.998454  4  1 16 10                                          
0.793419   0.0707 0.997967  4  1 19  6                                          
0.793544   0.0051 0.998548  4  1 16  8                                          
0.793576   0.0101 0.998779  5  2 44 14                                          
0.793700   0.0054 0.998793  5  2 44 14                                          
0.793741   0.0032 0.998795  4  1 19  2                                          
0.793983   0.0034 0.998794  4  1 18  0                                          
0.794054   0.0031 0.998791  4  1 18  0                                          
0.794087   0.0010 0.998723  1  0  1  0                                          
0.794143   0.0037 0.998215  5  2 44 14                                          
0.794261   0.0036 0.998693  5  2 44 14                                          
0.794389   0.0053 0.995688  4  1 18  0                                          
0.794425   0.0057 0.998406  4  1 19  7                                          
0.794445   0.0032 0.998672  4  1 19  7                                          
0.794505   0.0032 0.998428  4  1 18  0                                          
0.794545   0.0066 0.998805  4  1 19  0                                          
0.794620   0.0047 0.998832  4  1 19  0                                          
0.794664   0.0036 0.998829  4  1 19  0                                          
0.794758   0.0190 0.998827  4  1 19  8                                          
0.794841   0.0204 0.998808  4  1 19  8                                          
0.795140   0.3545 0.998833  4  1 19  1                                          
0.795462   0.0147 0.998830  4  1 16  4                                          
0.796484   0.0053 0.993545  4  1 19 10                                          
0.796613   0.0056 0.998408  4  1 19 10                                          
0.796684   1.2113 0.998117  4  1 19  2                                          
0.797025   0.0591 0.987408  4  1 16  0                                          
0.797044   0.0513 0.995226  4  1 16  0                                          
0.797166   0.0035 0.998614  4  1 15  0                                          
0.797306   0.0023 0.998685  4  1 15  0                                          
0.797473   0.0020 0.998730  4  1 19  0                                          
0.797525   0.0022 0.998857  4  1 19  0                                          
0.797556   0.0053 0.998849  4  1 15  0                                          
0.797776   0.0037 0.998812  4  1 15  0                                          
0.797919   0.0815 0.998773  4  1 16  0                                          
0.797986   0.0783 0.998795  4  1 16  0                                          
0.798196   0.4192 0.998468  4  1 19  3                                          
0.798829   0.0032 0.997524  5  2 44  0                                          
0.798919   0.0044 0.998705  5  2 44 14                                          
0.798969   0.0129 0.997238  4  1 19  4                                          
