# AIRGLOW LINE LIST for SKYCORR (Noll et al. 2013)
# based on
# - Hanuschik (2003) and Cosby et al. (2006) UVES line atlas
#   for optical non-OH lines and OH lines with delta v >= 4
#   (scaled to mean intensities of the Patat (2008) FORS1 data set)
# - OH calculations of Rousselot et al. (2000)
#   for Einstein coefficients of Goldman et al. (1998) instead of Mies (1974)
#   (scaled to the measured OH intensities in the optical)
# - O2 bands at 1.27 and 1.58 mum from the HITRAN database for 200 K
#   (scaled to match mean O2/OH band flux ratios of an XSHOOTER NIR data set)
# Meaning of Columns:
# Wavelength: line centres in vacuum and mum
# Flux: unextincted line flux in phot/sm2as2
# Trans: absorption-related transmission at zenith for Cerro Paranal mean
#        conditions
# Different variability classes are indicated:
# Type: 1: OI5577, 2: NaID, 3: OIred, 4: OH, 5: O2
# Flag for roto-vibrational systems (A and B groups defined):
# System: 0: no B groups defined, 1: OH, 2: O2(b-X), 3: O2(a-X)
# Fine classification by two group IDs:
# GroupA: e.g. same electronic states or vibrational transitions
# GroupB: e.g. same rotational upper levels
# For more details: SKYCORR user manual and Noll et al. (2012, A&A 543, A92)
# Wavelength[mum] Flux[phot/sm2as2] Trans[X=1] Type System GroupA GroupB
0.440607   0.0003 0.999137  5  0 39  0                                          
0.440646   0.0009 0.999132  5  0 39  0                                          
0.440661   0.0006 0.999131  5  0 39  0                                          
0.440692   0.0009 0.999127  5  0 39  0                                          
0.440731   0.0017 0.999123  5  0 39  0                                          
0.440756   0.0009 0.999120  5  0 39  0                                          
0.440798   0.0005 0.999116  5  0 39  0                                          
0.440823   0.0016 0.999113  5  0 39  0                                          
0.440932   0.0011 0.999102  5  0 39  0                                          
0.440976   0.0018 0.999086  5  0 39  0                                          
0.441012   0.0010 0.999093  5  0 39  0                                          
0.441024   0.0009 0.999092  5  0 39  0                                          
0.441059   0.0009 0.999089  5  0 39  0                                          
0.441286   0.0033 0.998964  5  0 39  0                                          
0.441327   0.0012 0.999069  5  0 39  0                                          
0.441365   0.0023 0.999064  5  0 39  0                                          
0.441669   0.0013 0.999004  5  0 39  0                                          
0.441705   0.0012 0.998962  5  0 39  0                                          
0.441744   0.0023 0.998985  5  0 39  0                                          
0.442197   0.0016 0.998964  5  0 39  0                                          
0.442205   0.0010 0.998964  5  0 41  0                                          
0.442406   0.0006 0.998950  5  0 41  0                                          
0.442723   0.0014 0.998665  5  0 39  0                                          
0.443416   0.0009 0.998873  5  0 41  0                                          
0.443727   0.0011 0.998859  5  0 41  0                                          
0.444661   0.0007 0.998805  5  0 42  0                                          
0.444684   0.0010 0.998802  5  0 39  0                                          
0.444769   0.0015 0.998817  5  0 39  0                                          
0.445688   0.0007 0.998760  5  0 39  0                                          
0.445933   0.0013 0.998768  5  0 42  0                                          
0.446401   0.0015 0.998710  1  0  1  0                                          
0.446881   0.0011 0.998772  1  0  1  0                                          
0.447616   0.0015 0.998805  5  0 42  0                                          
0.448618   0.0011 0.998840  5  0 42  0                                          
0.450895   0.0011 0.998845  1  0  1  0                                          
0.452985   0.0005 0.998866  5  0 41  0                                          
0.453178   0.0008 0.998866  5  0 41  0                                          
0.453208   0.0009 0.998866  5  0 41  0                                          
0.453638   0.0009 0.998865  5  0 41  0                                          
0.453721   0.0007 0.998865  5  0 39  0                                          
0.453744   0.0005 0.998865  5  0 42  0                                          
0.453761   0.0007 0.998865  5  0 39  0                                          
0.453836   0.0011 0.998865  5  0 41  0                                          
0.453980   0.0007 0.998864  5  0 39  0                                          
0.454056   0.0010 0.998862  5  0 41  0                                          
0.454069   0.0005 0.998861  5  0 39  0                                          
0.454142   0.0004 0.998858  5  0 41  0                                          
0.454298   0.0018 0.998851  5  0 41  0                                          
0.454451   0.0008 0.998843  5  0 39  0                                          
0.454522   0.0005 0.998840  5  0 39  0                                          
0.454561   0.0008 0.998839  5  0 41  0                                          
0.455440   0.0029 0.998768  5  0 39  0                                          
0.455489   0.0018 0.998763  5  0 41  0                                          
0.456618   0.0009 0.998592  5  0 41  0                                          
0.456923   0.0009 0.998536  5  0 42  0                                          
0.457820   0.0012 0.998337  5  0 42  0                                          
0.458100   0.0009 0.998274  5  0 39  0                                          
0.458143   0.0006 0.998265  5  0 39  0                                          
0.458171   0.0005 0.998258  5  0 39  0                                          
0.458249   0.0006 0.998240  5  0 39  0                                          
0.458375   0.0014 0.998211  5  0 39  0                                          
0.458421   0.0007 0.998201  5  0 39  0                                          
0.458460   0.0018 0.998191  5  0 39  0                                          
0.458653   0.0010 0.998147  5  0 39  0                                          
0.458699   0.0003 0.998136  5  0 39  0                                          
0.458744   0.0010 0.998126  5  0 39  0                                          
0.458822   0.0011 0.998108  5  0 42  0                                          
0.459092   0.0016 0.998047  5  0 39  0                                          
0.466090   0.0015 0.997783  5  0 41  0                                          
0.466207   0.0009 0.997751  5  0 41  0                                          
0.466336   0.0010 0.997742  5  0 41  0                                          
0.466354   0.0009 0.997742  5  0 41  0                                          
0.466865   0.0007 0.997661  5  0 41  0                                          
0.466908   0.0007 0.997657  5  0 41  0                                          
0.467031   0.0007 0.997648  5  0 41  0                                          
0.467088   0.0011 0.997640  5  0 41  0                                          
0.467331   0.0013 0.997584  5  0 41  0                                          
0.467354   0.0012 0.997578  4  1  4  4                                          
0.467389   0.0007 0.997562  5  0 41  0                                          
0.467599   0.0010 0.997523  5  0 41  0                                          
0.467633   0.0012 0.997518  5  0 42  0                                          
0.467668   0.0006 0.997510  5  0 41  0                                          
0.467707   0.0018 0.997504  1  0  1  0                                          
0.467962   0.0004 0.997432  5  0 41  0                                          
0.468201   0.0008 0.997360  5  0 41  0                                          
0.468250   0.0003 0.997355  1  0  1  0                                          
0.468290   0.0028 0.997352  5  0 41  0                                          
0.471241   0.0011 0.996397  5  0 39  0                                          
0.472071   0.0012 0.996088  5  0 39  0                                          
0.481295   0.0005 0.993420  1  0  1  0                                          
0.481380   0.0012 0.993449  5  0 39  0                                          
0.482028   0.0013 0.993681  5  0 39  0                                          
0.482193   0.0019 0.993763  5  0 39  0                                          
0.482286   0.0023 0.993807  5  0 39  0                                          
0.482525   0.0006 0.993891  5  0 39  0                                          
0.482619   0.0016 0.993917  5  0 39  0                                          
0.482940   0.0016 0.994008  5  0 39  0                                          
0.483033   0.0019 0.994041  5  0 39  0                                          
0.484386   0.0024 0.994578  5  0 39  0                                          
0.484878   0.0007 0.994771  5  0 39  0                                          
0.484925   0.0015 0.994790  5  0 39  0                                          
0.486268   0.0026 0.995081  3  0  3  0                                          
0.488401   0.0011 0.995074  5  0 41  0                                          
0.488443   0.0010 0.995066  5  0 39  0                                          
0.490646   0.0028 0.994615  4  1  5  2                                          
0.491152   0.0008 0.994546  4  1  5  4                                          
0.491978   0.0014 0.994462  4  1  5  1                                          
0.493279   0.0004 0.994335  1  0  1  0                                          
0.493325   0.0018 0.994330  4  1  5  3                                          
0.493779   0.0007 0.994278  1  0  1  0                                          
0.493919   0.0045 0.994263  4  1  5  4                                          
0.494929   0.0010 0.994136  4  1  5  5                                          
0.495473   0.0018 0.994009  4  1  5  6                                          
0.495486   0.0019 0.994006  4  1  5  6                                          
0.496462   0.0007 0.993710  5  0 42  0                                          
0.496788   0.0014 0.993595  5  0 41  0                                          
0.497680   0.0007 0.993259  5  0 42  0                                          
0.497893   0.0008 0.993163  5  0 41  0                                          
0.499372   0.0007 0.992319  5  0 41  0                                          
0.499697   0.0004 0.992100  5  0 41  0                                          
0.499734   0.0004 0.992075  5  0 41  0                                          
0.500584   0.0006 0.991446  5  0 41  0                                          
0.508027   0.0006 0.989362  5  0 42  0                                          
0.509244   0.0006 0.989670  5  0 42  0                                          
0.518884   0.0036 0.988020  4  1  6  6                                          
0.518920   0.0039 0.988012  4  1  6  4                                          
0.519071   0.0022 0.987975  4  1  6  5                                          
0.519095   0.0018 0.987968  4  1  6  8                                          
0.519938   0.0555 0.987750  3  0  3  0                                          
0.520174   0.0315 0.987673  3  0  3  0                                          
0.520443   0.0094 0.987570  4  1  6  2                                          
0.521024   0.0033 0.987296  4  1  6  4                                          
0.521884   0.0027 0.986908  4  1  6  1                                          
0.522560   0.0094 0.986517  4  1  6  2                                          
0.523361   0.0039 0.986013  4  1  6  3                                          
0.524021   0.0136 0.985567  4  1  6  4                                          
0.525134   0.0040 0.984737  4  1  6  5                                          
0.525573   0.0009 0.984405  4  1  7  6                                          
0.525751   0.0078 0.984299  4  1  6  6                                          
0.525759   0.0094 0.984294  4  1  6  6                                          
0.525824   0.0014 0.984247  4  1  7  4                                          
0.526266   0.0024 0.983905  4  1  7  3                                          
0.527654   0.0035 0.982830  4  1  7  2                                          
0.527761   0.0031 0.982749  4  1  6  8                                          
0.527783   0.0029 0.982735  4  1  6  8                                          
0.529552   0.0018 0.981531  4  1  6  9                                          
0.529997   0.0033 0.981240  4  1  7  2                                          
0.530063   0.0020 0.981210  4  1  6 10                                          
0.530093   0.0020 0.981193  4  1  6 10                                          
0.530807   0.0021 0.980814  4  1  7  3                                          
0.531326   0.0012 0.980566  5  0 39  0                                          
0.531472   0.0056 0.980506  4  1  7  4                                          
0.532198   0.0010 0.980281  5  0 39  0                                          
0.532592   0.0011 0.980190  4  1  7  5                                          
0.532665   0.0007 0.980173  4  1  6  0                                          
0.532699   0.0008 0.980165  4  1  6  0                                          
0.533116   0.0007 0.980086  3  0  3  0                                          
0.533190   0.0089 0.980081  4  1  7  6                                          
0.533221   0.0016 0.980078  3  0  3  0                                          
0.534626   0.0008 0.980139  4  1  7  7                                          
0.535142   0.0012 0.980240  4  1  7  8                                          
0.535164   0.0008 0.980245  4  1  7  8                                          
0.535567   0.0008 0.980326  4  1  6  0                                          
0.535613   0.0008 0.980336  4  1  6  0                                          
0.550393   0.0006 0.977073  5  0 41  0                                          
0.554378   0.0092 0.975942  4  1  8  6                                          
0.554499   0.0012 0.975895  4  1  8  7                                          
0.554613   0.0087 0.975850  4  1  8  4                                          
0.554643   0.0030 0.975836  4  1  8  5                                          
0.555088   0.0027 0.975631  4  1  8  3                                          
0.556451   0.0013 0.974985  4  1  8  1                                          
0.556554   0.0189 0.974937  4  1  8  2                                          
0.557108   0.0059 0.974616  4  1  8  4                                          
0.557890   3.5533 0.974162  1  0  1  0                                          
0.558277   0.0052 0.973907  4  1  8  1                                          
0.559069   0.0173 0.973317  4  1  8  2                                          
0.559934   0.0073 0.972697  4  1  8  3                                          
0.560671   0.0236 0.972145  4  1  8  4                                          
0.561873   0.0059 0.971181  4  1  8  5                                          
0.562534   0.0125 0.970665  4  1  8  6                                          
0.562546   0.0099 0.970655  4  1  8  6                                          
0.564086   0.0047 0.969460  4  1  8  7                                          
0.564674   0.0050 0.969063  4  1  8  8                                          
0.564697   0.0058 0.969044  4  1  8  8                                          
0.566577   0.0052 0.967584  4  1  8  9                                          
0.567096   0.0030 0.967138  4  1  8 10                                          
0.567126   0.0016 0.967103  4  1  8 10                                          
0.569807   0.0017 0.964515  4  1  8  0                                          
0.569843   0.0014 0.963340  4  1  8  0                                          
0.586710   0.0226 0.968774  4  1  9  6                                          
0.586763   0.0141 0.969094  4  1  9  8                                          
0.586890   0.0057 0.969345  4  1  9  7                                          
0.586918   0.0281 0.968328  4  1  9  4                                          
0.586994   0.0110 0.969388  4  1  9  5                                          
0.587091   0.0062 0.969356  4  1  9 10                                          
0.587111   0.0041 0.969390  4  1  9  9                                          
0.587437   0.0097 0.969462  4  1  9  3                                          
0.587657   0.0011 0.969449  4  1  9  0                                          
0.587702   0.0023 0.968998  4  1  9  0                                          
0.588877   0.0088 0.966493  4  1  9  1                                          
0.588982   0.0645 0.969539  4  1  9  2                                          
0.589159   0.5084 0.968146  2  0  2  0                                          
0.589610   0.0250 0.968493  4  1  9  4                                          
0.589756   0.2990 0.969566  2  0  2  0                                          
0.590501   0.0044 0.969113  4  1  9  6                                          
0.590522   0.0024 0.965797  4  1  9  6                                          
0.590835   0.0168 0.969392  4  1  9  1                                          
0.591695   0.0575 0.968363  4  1  9  2                                          
0.592637   0.0265 0.966757  4  1  9  3                                          
0.593450   0.0747 0.965444  4  1  9  4                                          
0.594759   0.0236 0.957617  4  1  9  5                                          
0.595501   0.0401 0.967204  4  1  9  6                                          
0.595514   0.0440 0.963962  4  1  9  6                                          
0.597193   0.0173 0.965340  4  1  9  7                                          
0.597862   0.0184 0.960154  4  1  9  8                                          
0.597887   0.0177 0.965290  4  1  9  8                                          
0.599943   0.0104 0.965036  4  1  9  9                                          
0.600541   0.0100 0.964837  4  1  9 10                                          
0.600575   0.0095 0.964879  4  1  9 10                                          
0.603005   0.0049 0.964684  4  1  9  0                                          
0.603018   0.0026 0.963853  4  1  9  0                                          
0.603546   0.0050 0.964807  4  1  9  0                                          
0.603589   0.0041 0.964821  4  1  9  0                                          
0.606884   0.0024 0.965852  4  1  9  0                                          
0.606936   0.0029 0.965878  4  1  9  0                                          
0.610115   0.0022 0.967543  4  1  9  0                                          
0.610146   0.0017 0.967561  4  1  9  0                                          
0.610562   0.0017 0.967811  4  1  9  0                                          
0.610627   0.0018 0.967836  4  1  9  0                                          
0.613825   0.0008 0.969330  4  1 12 10                                          
0.613848   0.0051 0.969340  4  1 12  8                                          
0.614069   0.0037 0.969435  4  1 12  7                                          
0.614117   0.0112 0.969453  4  1 12  6                                          
0.614179   0.0007 0.969475  4  1  9  0                                          
0.614225   0.0003 0.969492  4  1  9  0                                          
0.614508   0.0039 0.969589  4  1 12  5                                          
0.614618   0.0144 0.969637  4  1 12  4                                          
0.615264   0.0055 0.969871  4  1 12  3                                          
0.615769   0.0011 0.970056  3  0  3  0                                          
0.615847   0.0023 0.970081  3  0  3  0                                          
0.615989   0.0038 0.970126  3  0  3  0                                          
0.617125   0.0047 0.970445  4  1 12  1                                          
0.617236   0.0367 0.970465  4  1 12  2                                          
0.617800   0.0138 0.970623  4  1 12  4                                          
0.618602   0.0072 0.970753  4  1 12  6                                          
0.619465   0.0109 0.970864  4  1 12  1                                          
0.620445   0.0354 0.970927  4  1 12  2                                          
0.621479   0.0130 0.970929  4  1 12  3                                          
0.622350   0.0408 0.970839  4  1 12  4                                          
0.623602   0.0451 0.970704  4  1 10  6                                          
0.623740   0.0299 0.970698  4  1 10  8                                          
0.623770   0.0648 0.970698  4  1 10  4                                          
0.623872   0.0129 0.970690  4  1 10  7                                          
0.623915   0.0201 0.970683  4  1 10  5                                          
0.624197   0.0199 0.970621  4  1 10 10                                          
0.624343   0.0184 0.970602  4  1 10  3                                          
0.624530   0.0172 0.970560  4  1 12  6                                          
0.624546   0.0224 0.970556  4  1 12  6                                          
0.624910   0.0043 0.970508  4  1 10  0                                          
0.624975   0.0067 0.970484  4  1 10  0                                          
0.625868   0.0151 0.970432  4  1 10  1                                          
0.625970   0.1245 0.970426  4  1 10  2                                          
0.626092   0.0047 0.970398  4  1 10  0                                          
0.626348   0.0069 0.970356  4  1 12  7                                          
0.626448   0.0041 0.970399  4  1 10  3                                          
0.626458   0.0023 0.970399  4  1 10  3                                          
0.626695   0.0479 0.970265  4  1 10  4                                          
0.627001   0.0063 0.970321  4  1 12  8                                          
0.627027   0.0061 0.970076  4  1 12  8                                          
0.627984   0.0237 0.798308  4  1 10  1                                          
0.628918   0.1074 0.970292  4  1 10  2                                          
0.629079   0.0025 0.969993  4  1 10  8                                          
0.629118   0.0019 0.952103  4  1 10  8                                          
0.629209   0.0013 0.967744  4  1 12  9                                          
0.629766   0.0028 0.933659  4  1 12 10                                          
0.629803   0.0019 0.970388  4  1 12 10                                          
0.629965   0.0456 0.970771  4  1 10  3                                          
0.630205   2.6089 0.970920  3  0  3  0                                          
0.630302   0.0124 0.970954  1  0  1  0                                          
0.630867   0.1555 0.970904  4  1 10  4                                          
0.631030   0.0027 0.971301  4  1 10  2                                          
0.632316   0.0432 0.971716  4  1 10  5                                          
0.633153   0.0742 0.972277  4  1 10  6                                          
0.633168   0.0916 0.972556  4  1 10  6                                          
0.634462   0.0012 0.973837  4  1  9  0                                          
0.634499   0.0013 0.973346  4  1 10  4                                          
0.635030   0.0296 0.974388  4  1 10  7                                          
0.635794   0.0397 0.975103  4  1 10  8                                          
0.635821   0.0366 0.975127  4  1 10  8                                          
0.636306   0.0020 0.974565  4  1 10  6                                          
0.636554   0.8675 0.975608  3  0  3  0                                          
0.638108   0.0199 0.976806  4  1 10  9                                          
0.638802   0.0198 0.977605  4  1 10 10                                          
0.638839   0.0184 0.977717  4  1 10 10                                          
0.641554   0.0091 0.979657  4  1 10  0                                          
0.641566   0.0072 0.979663  4  1 10  0                                          
0.642185   0.0095 0.980013  4  1 10  0                                          
0.642233   0.0096 0.980054  4  1 10  0                                          
0.642753   0.0012 0.980021  4  1 10  6                                          
0.645373   0.0025 0.981565  4  1 10  0                                          
0.645401   0.0029 0.981584  4  1 10  0                                          
0.645777   0.0009 0.981738  3  0  3  0                                          
0.645952   0.0044 0.981781  4  1 10  0                                          
0.646013   0.0050 0.981772  4  1 10  0                                          
0.646532   0.0265 0.979749  4  1 13  8                                          
0.646559   0.0114 0.980191  4  1 13 10                                          
0.646669   0.0046 0.982019  4  1 13  9                                          
0.646774   0.0567 0.981714  4  1 13  6                                          
0.646871   0.0041 0.981943  4  1 13  0                                          
0.647194   0.0192 0.981435  4  1 13  5                                          
0.647277   0.0613 0.981701  4  1 13  4                                          
0.647971   0.0211 0.982488  4  1 13  3                                          
0.649591   0.0007 0.982914  4  1 10  0                                          
0.649621   0.0016 0.972987  4  1 10  0                                          
0.649933   0.0195 0.978266  4  1 13  1                                          
0.650054   0.1626 0.983154  4  1 13  2                                          
0.650120   0.0033 0.983176  4  1 10  0                                          
0.650193   0.0024 0.983161  4  1 10  0                                          
0.650441   0.0026 0.979743  4  1 13  3                                          
0.650452   0.0041 0.982962  4  1 13  3                                          
0.650680   0.0578 0.983321  4  1 13  4                                          
0.651565   0.0077 0.983373  4  1 13  6                                          
0.651595   0.0074 0.983082  4  1 13  6                                          
0.652423   0.0363 0.983719  4  1 13  1                                          
0.653485   0.1378 0.984075  4  1 13  2                                          
0.654209   0.0017 0.984238  4  1 10  0                                          
0.654257   0.0024 0.984330  4  1 10  0                                          
0.654585   0.0526 0.981283  4  1 13  3                                          
0.654788   0.0037 0.984415  4  1 10  0                                          
0.655463   0.0012 0.982450  4  1 13  2                                          
0.655544   0.1540 0.984022  4  1 13  4                                          
0.655772   0.0006 0.984240  5  2 43 11                                          
0.656009   0.0012 0.984399  5  2 43 12                                          
0.656457   0.0327 0.984914  3  0  3  0                                          
0.657060   0.0429 0.982119  4  1 13  5                                          
0.657902   0.0708 0.985390  4  1 13  6                                          
0.657920   0.0690 0.985397  4  1 13  6                                          
0.657992   0.0017 0.985247  4  1 13  2                                          
0.658226   0.0028 0.985383  5  2 43 11                                          
0.658554   0.0057 0.985387  1  0  1  0                                          
0.658631   0.0031 0.985571  1  0  1  0                                          
0.659846   0.0264 0.985658  4  1 13  7                                          
0.660582   0.0305 0.986113  4  1 13  8                                          
0.660610   0.0304 0.986122  4  1 13  8                                          
0.662228   0.0009 0.986523  4  1 13  2                                          
0.662946   0.0144 0.986688  4  1 13  9                                          
0.663588   0.0137 0.986870  4  1 13 10                                          
0.663626   0.0125 0.986879  4  1 13 10                                          
0.665265   0.0017 0.987327  4  1 13  4                                          
0.666353   0.0075 0.987579  4  1 13  0                                          
0.666370   0.0047 0.986591  4  1 13  0                                          
0.666923   0.0061 0.987797  4  1 13  0                                          
0.666971   0.0046 0.987810  4  1 13  0                                          
0.670091   0.0032 0.988672  4  1 13  0                                          
0.670114   0.0018 0.988634  4  1 13  0                                          
0.670151   0.0016 0.988690  5  2 43 11                                          
0.670596   0.0039 0.988806  4  1 13  0                                          
0.670654   0.0028 0.988822  4  1 13  0                                          
0.670975   0.0005 0.988902  5  2 43 11                                          
0.671202   0.0007 0.988965  5  2 43 11                                          
0.671299   0.0003 0.988991  5  2 43 11                                          
0.671572   0.0009 0.989066  5  2 43 12                                          
0.671665   0.0012 0.989090  5  2 43 12                                          
0.671766   0.0004 0.989117  1  0  1  0                                          
0.671882   0.0003 0.989148  1  0  1  0                                          
0.672082   0.0007 0.989202  5  2 43 12                                          
0.672271   0.0020 0.989249  4  1 11  2                                          
0.672466   0.0006 0.989299  5  2 43 13                                          
0.672552   0.0011 0.989322  5  2 43 13                                          
0.673075   0.0005 0.989458  5  2 43 13                                          
0.673199   0.0009 0.989487  1  0  1  0                                          
0.674156   0.0048 0.989713  4  1 13  0                                          
0.674194   0.0019 0.989721  4  1 13  0                                          
0.674372   0.0010 0.989758  1  0  1  0                                          
0.674477   0.0011 0.989779  4  1 11  4                                          
0.674609   0.0027 0.989806  4  1 13  0                                          
0.674680   0.0023 0.989821  4  1 13  0                                          
0.674879   0.0012 0.989863  4  1 12  0                                          
0.677092   0.0005 0.990362  1  0  1  0                                          
0.678564   0.0021 0.990658  4  1 13  0                                          
0.678613   0.0017 0.990667  4  1 13  0                                          
0.678974   0.0030 0.990730  4  1 13  0                                          
0.679058   0.0025 0.990745  4  1 13  0                                          
0.680502   0.0014 0.990979  4  1 14  1                                          
0.682064   0.0021 0.991214  4  1 14  3                                          
0.682935   0.0705 0.991316  4  1 14  8                                          
0.683036   0.0306 0.991304  4  1 14 10                                          
0.683139   0.1372 0.991341  4  1 14  6                                          
0.683181   0.0328 0.991352  4  1 14  7                                          
0.683325   0.0022 0.991376  4  1 13  0                                          
0.683385   0.0020 0.991384  4  1 13  0                                          
0.683456   0.0170 0.991387  4  1 14  0                                          
0.683591   0.0537 0.991411  4  1 14  5                                          
0.683634   0.1378 0.991293  4  1 14  4                                          
0.683699   0.0030 0.991429  4  1 13  0                                          
0.683766   0.0014 0.991439  4  1 14  5                                          
0.683797   0.0023 0.991444  4  1 13  0                                          
0.684156   0.0053 0.991310  4  1 14  0                                          
0.684196   0.0089 0.991494  4  1 14  0                                          
0.684385   0.0500 0.991445  4  1 14  3                                          
0.685193   0.0036 0.991656  4  1 14  0                                          
0.685270   0.0061 0.991670  4  1 14  0                                          
0.686459   0.0450 0.991651  4  1 14  1                                          
0.686586   0.3732 0.991583  4  1 14  2                                          
0.686677   0.0036 0.991438  4  1 14  0                                          
0.686694   0.0026 0.991392  4  1 14  0                                          
0.687025   0.0028 0.879541  5  2 43  0                                          
0.687039   0.0045 0.694819  4  1 14  3                                          
0.687297   0.0551 0.821140  4  1 14  4                                          
0.687982   0.0016 0.970627  4  1 14  5                                          
0.688018   0.0009 0.986252  4  1 12  0                                          
0.688214   0.0022 0.986134  4  1 14  2                                          
0.688285   0.0212 0.991372  4  1 14  6                                          
0.688315   0.0207 0.991570  4  1 14  6                                          
0.688401   0.0013 0.991676  4  1 12  0                                          
0.688434   0.0035 0.978533  4  1 14  0                                          
0.688455   0.0032 0.991638  4  1 14  0                                          
0.688524   0.0016 0.988218  4  1 13  0                                          
0.688794   0.0032 0.951320  4  1 13  0                                          
0.688907   0.0024 0.960132  4  1 13  0                                          
0.689120   0.0869 0.959928  4  1 14  1                                          
0.689600   0.0062 0.985574  4  1 14  8                                          
0.689654   0.0053 0.988079  4  1 14  8                                          
0.690271   0.1765 0.529318  4  1 14  2                                          
0.690434   0.0027 0.990589  4  1 14  0                                          
0.690547   0.0020 0.987274  4  1 14  0                                          
0.690579   0.0026 0.962765  4  1 14  0                                          
0.691241   0.0014 0.991754  4  1 14 10                                          
0.691327   0.0010 0.985151  4  1 14 10                                          
0.691455   0.1128 0.990827  4  1 14  3                                          
0.692332   0.0029 0.992286  4  1 14  4                                          
0.692510   0.2264 0.967679  4  1 14  4                                          
0.692651   0.0055 0.971952  4  1 14  2                                          
0.692903   0.0010 0.986428  4  1 14  0                                          
0.692923   0.0017 0.992229  4  1 14  0                                          
0.693025   0.0018 0.992104  4  1 14  0                                          
0.693076   0.0013 0.983605  4  1 14  0                                          
0.693134   0.0007 0.983739  1  0  1  0                                          
0.693956   0.0026 0.970032  4  1 13  0                                          
0.694040   0.0016 0.992387  4  1 13  0                                          
0.694145   0.1009 0.981897  4  1 14  5                                          
0.694269   0.0038 0.992340  4  1 13  0                                          
0.694399   0.0027 0.979639  4  1 13  0                                          
0.695088   0.1492 0.960169  4  1 14  6                                          
0.695109   0.1363 0.983166  4  1 14  6                                          
0.695362   0.0082 0.991032  4  1 14  2                                          
0.695478   0.0018 0.993128  4  1 12  0                                          
0.695648   0.0003 0.993546  5  2 43 14                                          
0.695711   0.0016 0.993024  5  2 43 14                                          
0.695752   0.0015 0.990675  4  1 14  0                                          
0.695781   0.0007 0.992347  4  1 14  0                                          
0.695815   0.0018 0.986515  5  2 43 13                                          
0.695881   0.0016 0.992261  4  1 14  0                                          
0.695938   0.0026 0.991000  4  1 14  0                                          
0.696040   0.0010 0.992951  5  2 43 13                                          
0.696092   0.0014 0.992663  5  2 43 12                                          
0.696186   0.0007 0.993065  5  2 43 12                                          
0.696269   0.0018 0.992819  5  2 43 12                                          
0.696369   0.0012 0.993120  5  2 43 12                                          
0.696476   0.0013 0.993769  5  2 43 11                                          
0.696572   0.0009 0.993484  5  2 43 11                                          
0.696711   0.0019 0.992703  5  2 43 11                                          
0.696826   0.0070 0.993868  4  1 14  4                                          
0.697186   0.0725 0.993882  4  1 14  7                                          
0.697388   0.0009 0.993509  5  2 43 11                                          
0.697492   0.0012 0.993922  5  2 43 11                                          
0.697715   0.0015 0.993997  5  2 43 11                                          
0.697814   0.0018 0.992774  5  2 43 11                                          
0.698019   0.0773 0.993949  4  1 14  8                                          
0.698050   0.0730 0.994003  4  1 14  8                                          
0.698164   0.0016 0.993911  5  2 43 12                                          
0.698445   0.0017 0.993518  5  2 43 12                                          
0.698537   0.0025 0.994137  5  2 43 12                                          
0.698805   0.0022 0.993328  4  1 14  6                                          
0.698826   0.0015 0.992036  4  1 14  6                                          
0.698942   0.0014 0.993870  5  2 43 13                                          
0.698985   0.0011 0.988661  4  1 14  0                                          
0.699120   0.0013 0.992077  4  1 14  0                                          
0.699279   0.0009 0.993540  5  2 43 13                                          
0.699371   0.0013 0.983521  5  2 43 13                                          
0.699734   0.0016 0.994276  5  2 43 14                                          
0.699826   0.0012 0.994321  5  2 43 14                                          
0.699851   0.0023 0.994249  4  1 13  0                                          
0.699894   0.0032 0.993742  4  1 14  2                                          
0.699950   0.0020 0.994150  4  1 13  0                                          
0.700142   0.0029 0.993477  4  1 13  0                                          
0.700288   0.0018 0.991725  4  1 13  0                                          
0.700386   0.0010 0.993889  3  0  3  0                                          
0.700417   0.0016 0.991597  3  0  3  0                                          
0.700580   0.0411 0.994183  4  1 14  9                                          
0.700720   0.0016 0.990242  5  2 43 12                                          
0.701315   0.0373 0.977969  4  1 14 10                                          
0.701357   0.0356 0.993934  4  1 14 10                                          
0.703160   0.0035 0.994196  4  1 14  4                                          
0.704321   0.0136 0.994683  4  1 14  0                                          
0.704341   0.0129 0.994586  4  1 14  0                                          
0.704696   0.0017 0.994701  5  2 43  0                                          
0.704730   0.0017 0.994783  5  2 43 14                                          
0.704797   0.0035 0.994864  5  2 43 14                                          
0.704836   0.0018 0.994737  5  2 43 14                                          
0.704890   0.0061 0.991398  5  2 43 13                                          
0.704982   0.0237 0.994660  4  1 14  0                                          
0.705033   0.0183 0.994543  4  1 14  0                                          
0.705107   0.0039 0.994343  5  2 43 13                                          
0.705153   0.0051 0.994803  5  2 43 12                                          
0.705254   0.0042 0.992433  5  2 43 12                                          
0.705329   0.0054 0.994149  5  2 43 12                                          
0.705429   0.0042 0.989239  5  2 43 12                                          
0.705535   0.0046 0.994645  5  2 43 11                                          
0.705634   0.0031 0.994842  5  2 43 11                                          
0.705771   0.0029 0.994487  5  2 43 11                                          
0.705865   0.0011 0.994096  5  2 43 11                                          
0.706152   0.0023 0.992811  4  1 13  0                                          
0.706264   0.0036 0.993973  5  2 43 11                                          
0.706422   0.0028 0.993660  4  1 13  0                                          
